i	j	k	Dose(Gy)       
0	0	0	4.62255e-10    
1	0	0	4.65697e-10    
2	0	0	4.63824e-10    
3	0	0	4.67655e-10    
4	0	0	4.73182e-10    
5	0	0	4.70031e-10    
6	0	0	4.73932e-10    
7	0	0	4.70595e-10    
8	0	0	4.75762e-10    
9	0	0	4.76711e-10    
10	0	0	4.79872e-10    
11	0	0	4.80482e-10    
12	0	0	4.8086e-10     
13	0	0	4.85705e-10    
14	0	0	4.85645e-10    
15	0	0	4.87429e-10    
16	0	0	4.89758e-10    
17	0	0	4.92288e-10    
18	0	0	4.89753e-10    
19	0	0	4.97252e-10    
20	0	0	5.03502e-10    
21	0	0	4.99924e-10    
22	0	0	4.97732e-10    
23	0	0	5.05648e-10    
24	0	0	5.02477e-10    
25	0	0	5.0777e-10     
26	0	0	5.08382e-10    
27	0	0	5.1384e-10     
28	0	0	5.15914e-10    
29	0	0	5.14142e-10    
30	0	0	5.15378e-10    
31	0	0	5.24914e-10    
32	0	0	5.26725e-10    
33	0	0	5.26111e-10    
34	0	0	5.30572e-10    
35	0	0	5.29831e-10    
36	0	0	5.3394e-10     
37	0	0	5.33949e-10    
38	0	0	5.37629e-10    
39	0	0	5.38159e-10    
40	0	0	5.39229e-10    
41	0	0	5.46173e-10    
42	0	0	5.46953e-10    
43	0	0	5.51298e-10    
44	0	0	5.4997e-10     
45	0	0	5.59847e-10    
46	0	0	5.62722e-10    
47	0	0	5.63695e-10    
48	0	0	5.62375e-10    
49	0	0	5.68497e-10    
50	0	0	5.75315e-10    
51	0	0	5.77493e-10    
52	0	0	5.81095e-10    
53	0	0	5.8157e-10     
54	0	0	5.88869e-10    
55	0	0	5.9519e-10     
56	0	0	5.93572e-10    
57	0	0	5.98209e-10    
58	0	0	6.00194e-10    
59	0	0	6.03257e-10    
60	0	0	6.10123e-10    
61	0	0	6.16668e-10    
62	0	0	6.1983e-10     
63	0	0	6.21491e-10    
64	0	0	6.30222e-10    
65	0	0	6.30014e-10    
66	0	0	6.37612e-10    
67	0	0	6.43985e-10    
68	0	0	6.4999e-10     
69	0	0	6.52111e-10    
70	0	0	6.60483e-10    
71	0	0	6.68473e-10    
72	0	0	6.70131e-10    
73	0	0	6.7853e-10     
74	0	0	6.78576e-10    
75	0	0	6.90095e-10    
76	0	0	6.94621e-10    
77	0	0	7.08575e-10    
78	0	0	7.11579e-10    
79	0	0	7.18981e-10    
80	0	0	7.27094e-10    
81	0	0	7.32918e-10    
82	0	0	7.41092e-10    
83	0	0	7.54845e-10    
84	0	0	7.60333e-10    
85	0	0	7.69383e-10    
86	0	0	7.80865e-10    
87	0	0	7.89568e-10    
88	0	0	8.01371e-10    
89	0	0	8.15015e-10    
90	0	0	8.23908e-10    
91	0	0	8.39159e-10    
92	0	0	8.48359e-10    
93	0	0	8.64376e-10    
94	0	0	8.7893e-10     
95	0	0	8.92295e-10    
96	0	0	9.10824e-10    
97	0	0	9.31095e-10    
98	0	0	9.43092e-10    
99	0	0	9.65789e-10    
100	0	0	9.92447e-10    
101	0	0	1.01591e-09    
102	0	0	1.04177e-09    
103	0	0	1.06945e-09    
104	0	0	1.10023e-09    
105	0	0	1.1341e-09     
106	0	0	1.17295e-09    
107	0	0	1.21974e-09    
108	0	0	1.26781e-09    
109	0	0	1.32519e-09    
110	0	0	1.38817e-09    
111	0	0	1.47073e-09    
112	0	0	1.56799e-09    
113	0	0	1.69501e-09    
114	0	0	1.86502e-09    
115	0	0	2.11489e-09    
116	0	0	2.53494e-09    
117	0	0	2.96307e-09    
118	0	0	3.09166e-09    
119	0	0	2.34479e-09    
120	0	0	1.16566e-09    
121	0	0	3.32151e-10    
122	0	0	6.10287e-11    
123	0	0	3.09671e-12    
126	0	0	3.04591e-16    
127	0	0	4.29276e-15    
128	0	0	5.54641e-17    
130	0	0	1.02615e-14    
132	0	0	6.64036e-16    
137	0	0	2.18001e-14    
140	0	0	2.19741e-16    
141	0	0	1.16725e-15    
148	0	0	4.12942e-15    
161	0	0	1.85996e-14    
171	0	0	1.0138e-17     
172	0	0	2.85954e-15    
