i	j	k	Dose(Gy)       
0	0	0	4.91871e-10    
1	0	0	4.8781e-10     
2	0	0	4.95257e-10    
3	0	0	4.95913e-10    
4	0	0	4.98835e-10    
5	0	0	4.96793e-10    
6	0	0	4.99444e-10    
7	0	0	5.03097e-10    
8	0	0	5.0466e-10     
9	0	0	5.07884e-10    
10	0	0	5.08441e-10    
11	0	0	5.09469e-10    
12	0	0	5.13493e-10    
13	0	0	5.19512e-10    
14	0	0	5.15166e-10    
15	0	0	5.18113e-10    
16	0	0	5.24239e-10    
17	0	0	5.24569e-10    
18	0	0	5.28572e-10    
19	0	0	5.25394e-10    
20	0	0	5.3392e-10     
21	0	0	5.38316e-10    
22	0	0	5.4047e-10     
23	0	0	5.37689e-10    
24	0	0	5.4311e-10     
25	0	0	5.43467e-10    
26	0	0	5.4877e-10     
27	0	0	5.52285e-10    
28	0	0	5.53888e-10    
29	0	0	5.56468e-10    
30	0	0	5.61393e-10    
31	0	0	5.61738e-10    
32	0	0	5.67691e-10    
33	0	0	5.70062e-10    
34	0	0	5.72646e-10    
35	0	0	5.75069e-10    
36	0	0	5.80154e-10    
37	0	0	5.86964e-10    
38	0	0	5.88025e-10    
39	0	0	5.93235e-10    
40	0	0	5.94388e-10    
41	0	0	5.97624e-10    
42	0	0	6.0037e-10     
43	0	0	6.08535e-10    
44	0	0	6.10216e-10    
45	0	0	6.15041e-10    
46	0	0	6.20127e-10    
47	0	0	6.25376e-10    
48	0	0	6.28141e-10    
49	0	0	6.27551e-10    
50	0	0	6.40287e-10    
51	0	0	6.42664e-10    
52	0	0	6.4638e-10     
53	0	0	6.55863e-10    
54	0	0	6.61076e-10    
55	0	0	6.65442e-10    
56	0	0	6.69401e-10    
57	0	0	6.74666e-10    
58	0	0	6.81957e-10    
59	0	0	6.88702e-10    
60	0	0	6.97454e-10    
61	0	0	6.99745e-10    
62	0	0	7.06855e-10    
63	0	0	7.15742e-10    
64	0	0	7.23146e-10    
65	0	0	7.29433e-10    
66	0	0	7.39962e-10    
67	0	0	7.52036e-10    
68	0	0	7.56638e-10    
69	0	0	7.67264e-10    
70	0	0	7.77519e-10    
71	0	0	7.90789e-10    
72	0	0	8.02601e-10    
73	0	0	8.13953e-10    
74	0	0	8.24367e-10    
75	0	0	8.36016e-10    
76	0	0	8.48016e-10    
77	0	0	8.6246e-10     
78	0	0	8.75862e-10    
79	0	0	8.90988e-10    
80	0	0	9.0655e-10     
81	0	0	9.24611e-10    
82	0	0	9.43702e-10    
83	0	0	9.65933e-10    
84	0	0	9.8289e-10     
85	0	0	1.01029e-09    
86	0	0	1.03619e-09    
87	0	0	1.05911e-09    
88	0	0	1.09402e-09    
89	0	0	1.12935e-09    
90	0	0	1.16929e-09    
91	0	0	1.20624e-09    
92	0	0	1.25491e-09    
93	0	0	1.31379e-09    
94	0	0	1.37585e-09    
95	0	0	1.45361e-09    
96	0	0	1.54515e-09    
97	0	0	1.66154e-09    
98	0	0	1.81475e-09    
99	0	0	2.03342e-09    
100	0	0	2.41171e-09    
101	0	0	2.96801e-09    
102	0	0	3.33673e-09    
103	0	0	2.64776e-09    
104	0	0	1.28113e-09    
105	0	0	2.73374e-10    
106	0	0	2.946e-11      
110	0	0	3.93573e-16    
115	0	0	1.98788e-15    
116	0	0	2.58866e-14    
117	0	0	1.37519e-14    
118	0	0	1.11835e-15    
