i	j	k	Dose(Gy)       
0	0	0	4.37635e-10    
1	0	0	4.38122e-10    
2	0	0	4.44613e-10    
3	0	0	4.46901e-10    
4	0	0	4.44193e-10    
5	0	0	4.47931e-10    
6	0	0	4.52045e-10    
7	0	0	4.51001e-10    
8	0	0	4.51331e-10    
9	0	0	4.51999e-10    
10	0	0	4.54099e-10    
11	0	0	4.55699e-10    
12	0	0	4.52721e-10    
13	0	0	4.62654e-10    
14	0	0	4.58832e-10    
15	0	0	4.59272e-10    
16	0	0	4.66046e-10    
17	0	0	4.67897e-10    
18	0	0	4.66546e-10    
19	0	0	4.68117e-10    
20	0	0	4.67943e-10    
21	0	0	4.64964e-10    
22	0	0	4.67413e-10    
23	0	0	4.7145e-10     
24	0	0	4.76624e-10    
25	0	0	4.78611e-10    
26	0	0	4.80415e-10    
27	0	0	4.79987e-10    
28	0	0	4.80297e-10    
29	0	0	4.80234e-10    
30	0	0	4.83293e-10    
31	0	0	4.84808e-10    
32	0	0	4.89394e-10    
33	0	0	4.9087e-10     
34	0	0	4.91179e-10    
35	0	0	4.94527e-10    
36	0	0	4.92796e-10    
37	0	0	4.97975e-10    
38	0	0	5.02374e-10    
39	0	0	5.02206e-10    
40	0	0	5.03574e-10    
41	0	0	5.07244e-10    
42	0	0	5.0925e-10     
43	0	0	5.11301e-10    
44	0	0	5.12935e-10    
45	0	0	5.13137e-10    
46	0	0	5.16878e-10    
47	0	0	5.18324e-10    
48	0	0	5.19257e-10    
49	0	0	5.27324e-10    
50	0	0	5.26939e-10    
51	0	0	5.28999e-10    
52	0	0	5.34352e-10    
53	0	0	5.3551e-10     
54	0	0	5.35778e-10    
55	0	0	5.40698e-10    
56	0	0	5.38786e-10    
57	0	0	5.43495e-10    
58	0	0	5.47265e-10    
59	0	0	5.47115e-10    
60	0	0	5.49623e-10    
61	0	0	5.57115e-10    
62	0	0	5.61872e-10    
63	0	0	5.66468e-10    
64	0	0	5.65187e-10    
65	0	0	5.68072e-10    
66	0	0	5.72292e-10    
67	0	0	5.73713e-10    
68	0	0	5.79814e-10    
69	0	0	5.81496e-10    
70	0	0	5.8241e-10     
71	0	0	5.92308e-10    
72	0	0	5.95472e-10    
73	0	0	5.9815e-10     
74	0	0	5.96722e-10    
75	0	0	6.02022e-10    
76	0	0	6.09079e-10    
77	0	0	6.13219e-10    
78	0	0	6.18261e-10    
79	0	0	6.26943e-10    
80	0	0	6.25796e-10    
81	0	0	6.31301e-10    
82	0	0	6.36675e-10    
83	0	0	6.40176e-10    
84	0	0	6.43795e-10    
85	0	0	6.4946e-10     
86	0	0	6.58524e-10    
87	0	0	6.63381e-10    
88	0	0	6.6812e-10     
89	0	0	6.72813e-10    
90	0	0	6.82262e-10    
91	0	0	6.84018e-10    
92	0	0	6.94364e-10    
93	0	0	7.0224e-10     
94	0	0	7.09007e-10    
95	0	0	7.17226e-10    
96	0	0	7.19914e-10    
97	0	0	7.28243e-10    
98	0	0	7.38556e-10    
99	0	0	7.4842e-10     
100	0	0	7.52435e-10    
101	0	0	7.66653e-10    
102	0	0	7.76648e-10    
103	0	0	7.82734e-10    
104	0	0	7.95972e-10    
105	0	0	8.06741e-10    
106	0	0	8.14672e-10    
107	0	0	8.27711e-10    
108	0	0	8.4292e-10     
109	0	0	8.55194e-10    
110	0	0	8.72157e-10    
111	0	0	8.84427e-10    
112	0	0	9.0149e-10     
113	0	0	9.1931e-10     
114	0	0	9.3813e-10     
115	0	0	9.53644e-10    
116	0	0	9.80402e-10    
117	0	0	9.99342e-10    
118	0	0	1.0266e-09     
119	0	0	1.05268e-09    
120	0	0	1.08238e-09    
121	0	0	1.11304e-09    
122	0	0	1.15453e-09    
123	0	0	1.19181e-09    
124	0	0	1.23677e-09    
125	0	0	1.28742e-09    
126	0	0	1.35108e-09    
127	0	0	1.42059e-09    
128	0	0	1.51444e-09    
129	0	0	1.61836e-09    
130	0	0	1.76776e-09    
131	0	0	1.96806e-09    
132	0	0	2.27561e-09    
133	0	0	2.70479e-09    
134	0	0	2.97926e-09    
135	0	0	2.81551e-09    
136	0	0	1.7838e-09     
137	0	0	8.32958e-10    
138	0	0	3.05188e-10    
139	0	0	3.5528e-11     
140	0	0	7.66127e-12    
143	0	0	8.0282e-16     
145	0	0	5.35931e-15    
147	0	0	6.62291e-15    
150	0	0	1.50737e-14    
151	0	0	2.44253e-14    
154	0	0	3.91764e-15    
155	0	0	1.00311e-15    
158	0	0	1.66375e-15    
159	0	0	2.177e-16      
163	0	0	1.04978e-14    
164	0	0	1.89609e-14    
