i	j	k	Dose(Gy)       
0	0	0	4.32352e-10    
1	0	0	4.37529e-10    
2	0	0	4.34763e-10    
3	0	0	4.36861e-10    
4	0	0	4.36408e-10    
5	0	0	4.41773e-10    
6	0	0	4.39198e-10    
7	0	0	4.42802e-10    
8	0	0	4.44672e-10    
9	0	0	4.46541e-10    
10	0	0	4.44157e-10    
11	0	0	4.5193e-10     
12	0	0	4.50266e-10    
13	0	0	4.49632e-10    
14	0	0	4.48712e-10    
15	0	0	4.53033e-10    
16	0	0	4.53587e-10    
17	0	0	4.56735e-10    
18	0	0	4.57155e-10    
19	0	0	4.56518e-10    
20	0	0	4.59362e-10    
21	0	0	4.56147e-10    
22	0	0	4.6229e-10     
23	0	0	4.63439e-10    
24	0	0	4.65674e-10    
25	0	0	4.70344e-10    
26	0	0	4.72064e-10    
27	0	0	4.71507e-10    
28	0	0	4.76624e-10    
29	0	0	4.78007e-10    
30	0	0	4.79062e-10    
31	0	0	4.75575e-10    
32	0	0	4.77337e-10    
33	0	0	4.79777e-10    
34	0	0	4.85567e-10    
35	0	0	4.84628e-10    
36	0	0	4.85745e-10    
37	0	0	4.8743e-10     
38	0	0	4.90295e-10    
39	0	0	4.92662e-10    
40	0	0	4.86198e-10    
41	0	0	4.93817e-10    
42	0	0	4.94661e-10    
43	0	0	4.92427e-10    
44	0	0	5.02136e-10    
45	0	0	5.07096e-10    
46	0	0	5.01973e-10    
47	0	0	5.08944e-10    
48	0	0	5.08034e-10    
49	0	0	5.11077e-10    
50	0	0	5.11244e-10    
51	0	0	5.14257e-10    
52	0	0	5.1786e-10     
53	0	0	5.18678e-10    
54	0	0	5.21505e-10    
55	0	0	5.22642e-10    
56	0	0	5.27469e-10    
57	0	0	5.28116e-10    
58	0	0	5.3134e-10     
59	0	0	5.3774e-10     
60	0	0	5.36813e-10    
61	0	0	5.38884e-10    
62	0	0	5.43009e-10    
63	0	0	5.46322e-10    
64	0	0	5.48268e-10    
65	0	0	5.50056e-10    
66	0	0	5.51965e-10    
67	0	0	5.53685e-10    
68	0	0	5.63579e-10    
69	0	0	5.58713e-10    
70	0	0	5.62702e-10    
71	0	0	5.69925e-10    
72	0	0	5.70021e-10    
73	0	0	5.75417e-10    
74	0	0	5.81116e-10    
75	0	0	5.79027e-10    
76	0	0	5.88992e-10    
77	0	0	5.87863e-10    
78	0	0	5.92079e-10    
79	0	0	6.00631e-10    
80	0	0	6.01376e-10    
81	0	0	6.03868e-10    
82	0	0	6.07899e-10    
83	0	0	6.10606e-10    
84	0	0	6.17339e-10    
85	0	0	6.23871e-10    
86	0	0	6.29591e-10    
87	0	0	6.31561e-10    
88	0	0	6.36845e-10    
89	0	0	6.43313e-10    
90	0	0	6.46608e-10    
91	0	0	6.53167e-10    
92	0	0	6.57641e-10    
93	0	0	6.62034e-10    
94	0	0	6.66891e-10    
95	0	0	6.78712e-10    
96	0	0	6.82013e-10    
97	0	0	6.91549e-10    
98	0	0	6.92686e-10    
99	0	0	6.9935e-10     
100	0	0	7.07235e-10    
101	0	0	7.17852e-10    
102	0	0	7.23627e-10    
103	0	0	7.32807e-10    
104	0	0	7.38145e-10    
105	0	0	7.4952e-10     
106	0	0	7.5432e-10     
107	0	0	7.67838e-10    
108	0	0	7.81264e-10    
109	0	0	7.88082e-10    
110	0	0	7.94334e-10    
111	0	0	8.07352e-10    
112	0	0	8.20556e-10    
113	0	0	8.34302e-10    
114	0	0	8.48205e-10    
115	0	0	8.58708e-10    
116	0	0	8.72418e-10    
117	0	0	8.90842e-10    
118	0	0	9.07567e-10    
119	0	0	9.20782e-10    
120	0	0	9.38088e-10    
121	0	0	9.62433e-10    
122	0	0	9.81096e-10    
123	0	0	1.00892e-09    
124	0	0	1.0319e-09     
125	0	0	1.06298e-09    
126	0	0	1.09017e-09    
127	0	0	1.12468e-09    
128	0	0	1.16481e-09    
129	0	0	1.207e-09      
130	0	0	1.2483e-09     
131	0	0	1.30341e-09    
132	0	0	1.36773e-09    
133	0	0	1.44421e-09    
134	0	0	1.53697e-09    
135	0	0	1.65679e-09    
136	0	0	1.81417e-09    
137	0	0	2.04723e-09    
138	0	0	2.40729e-09    
139	0	0	2.7483e-09     
140	0	0	2.94082e-09    
141	0	0	2.52819e-09    
142	0	0	1.63517e-09    
143	0	0	7.13714e-10    
144	0	0	1.73133e-10    
145	0	0	3.49986e-11    
146	0	0	8.41191e-12    
150	0	0	2.16292e-14    
151	0	0	2.43692e-15    
159	0	0	1.18708e-14    
171	0	0	2.10066e-14    
174	0	0	7.21469e-15    
175	0	0	4.78404e-15    
176	0	0	1.23063e-14    
194	0	0	5.17349e-17    
