i	j	k	Dose(Gy)       
0	0	0	4.48313e-10    
1	0	0	4.53029e-10    
2	0	0	4.51123e-10    
3	0	0	4.51729e-10    
4	0	0	4.52392e-10    
5	0	0	4.5868e-10     
6	0	0	4.52105e-10    
7	0	0	4.5899e-10     
8	0	0	4.57517e-10    
9	0	0	4.59946e-10    
10	0	0	4.61691e-10    
11	0	0	4.63131e-10    
12	0	0	4.6455e-10     
13	0	0	4.66309e-10    
14	0	0	4.68344e-10    
15	0	0	4.72781e-10    
16	0	0	4.63079e-10    
17	0	0	4.69345e-10    
18	0	0	4.7328e-10     
19	0	0	4.72012e-10    
20	0	0	4.77925e-10    
21	0	0	4.76941e-10    
22	0	0	4.77194e-10    
23	0	0	4.81016e-10    
24	0	0	4.84589e-10    
25	0	0	4.87044e-10    
26	0	0	4.90494e-10    
27	0	0	4.91636e-10    
28	0	0	4.86195e-10    
29	0	0	4.92091e-10    
30	0	0	4.9302e-10     
31	0	0	4.94986e-10    
32	0	0	4.96003e-10    
33	0	0	4.99384e-10    
34	0	0	5.06339e-10    
35	0	0	5.02079e-10    
36	0	0	5.07268e-10    
37	0	0	5.07168e-10    
38	0	0	5.13596e-10    
39	0	0	5.0816e-10     
40	0	0	5.14573e-10    
41	0	0	5.17473e-10    
42	0	0	5.20883e-10    
43	0	0	5.23292e-10    
44	0	0	5.2416e-10     
45	0	0	5.27627e-10    
46	0	0	5.32569e-10    
47	0	0	5.29589e-10    
48	0	0	5.35662e-10    
49	0	0	5.36872e-10    
50	0	0	5.40462e-10    
51	0	0	5.41883e-10    
52	0	0	5.46053e-10    
53	0	0	5.49231e-10    
54	0	0	5.58448e-10    
55	0	0	5.53925e-10    
56	0	0	5.54774e-10    
57	0	0	5.57283e-10    
58	0	0	5.63506e-10    
59	0	0	5.63908e-10    
60	0	0	5.68311e-10    
61	0	0	5.72802e-10    
62	0	0	5.73722e-10    
63	0	0	5.82782e-10    
64	0	0	5.84145e-10    
65	0	0	5.85678e-10    
66	0	0	5.89722e-10    
67	0	0	5.93253e-10    
68	0	0	5.96603e-10    
69	0	0	6.04135e-10    
70	0	0	6.05863e-10    
71	0	0	6.10012e-10    
72	0	0	6.12788e-10    
73	0	0	6.15577e-10    
74	0	0	6.23878e-10    
75	0	0	6.27902e-10    
76	0	0	6.31651e-10    
77	0	0	6.376e-10      
78	0	0	6.42075e-10    
79	0	0	6.51099e-10    
80	0	0	6.54992e-10    
81	0	0	6.56961e-10    
82	0	0	6.64594e-10    
83	0	0	6.70624e-10    
84	0	0	6.78236e-10    
85	0	0	6.84021e-10    
86	0	0	6.88707e-10    
87	0	0	6.94749e-10    
88	0	0	7.05689e-10    
89	0	0	7.08019e-10    
90	0	0	7.17895e-10    
91	0	0	7.2462e-10     
92	0	0	7.3019e-10     
93	0	0	7.46501e-10    
94	0	0	7.49395e-10    
95	0	0	7.604e-10      
96	0	0	7.71785e-10    
97	0	0	7.78603e-10    
98	0	0	7.8544e-10     
99	0	0	8.00862e-10    
100	0	0	8.13391e-10    
101	0	0	8.23879e-10    
102	0	0	8.38814e-10    
103	0	0	8.51193e-10    
104	0	0	8.63848e-10    
105	0	0	8.76358e-10    
106	0	0	8.95014e-10    
107	0	0	9.07674e-10    
108	0	0	9.2616e-10     
109	0	0	9.47705e-10    
110	0	0	9.63494e-10    
111	0	0	9.86749e-10    
112	0	0	1.01097e-09    
113	0	0	1.03839e-09    
114	0	0	1.06695e-09    
115	0	0	1.10242e-09    
116	0	0	1.13294e-09    
117	0	0	1.17345e-09    
118	0	0	1.21597e-09    
119	0	0	1.26502e-09    
120	0	0	1.31739e-09    
121	0	0	1.38694e-09    
122	0	0	1.46532e-09    
123	0	0	1.56295e-09    
124	0	0	1.691e-09      
125	0	0	1.86048e-09    
126	0	0	2.10572e-09    
127	0	0	2.45731e-09    
128	0	0	2.86491e-09    
129	0	0	3.03371e-09    
130	0	0	2.46387e-09    
131	0	0	1.31468e-09    
132	0	0	4.31294e-10    
133	0	0	6.38127e-11    
134	0	0	3.8676e-12     
137	0	0	3.06583e-15    
144	0	0	5.6834e-16     
147	0	0	4.2486e-15     
148	0	0	3.92224e-15    
157	0	0	1.54378e-15    
160	0	0	7.6408e-16     
161	0	0	1.55165e-15    
162	0	0	1.55924e-15    
164	0	0	9.99255e-15    
169	0	0	2.34323e-14    
177	0	0	5.41675e-16    
