i	j	k	Dose(Gy)       
0	0	0	4.23132e-10    
1	0	0	4.18281e-10    
2	0	0	4.27084e-10    
3	0	0	4.24538e-10    
4	0	0	4.26838e-10    
5	0	0	4.27848e-10    
6	0	0	4.2953e-10     
7	0	0	4.31497e-10    
8	0	0	4.33583e-10    
9	0	0	4.32264e-10    
10	0	0	4.32047e-10    
11	0	0	4.3507e-10     
12	0	0	4.36217e-10    
13	0	0	4.36389e-10    
14	0	0	4.4344e-10     
15	0	0	4.40228e-10    
16	0	0	4.40163e-10    
17	0	0	4.41251e-10    
18	0	0	4.39363e-10    
19	0	0	4.45035e-10    
20	0	0	4.48906e-10    
21	0	0	4.45455e-10    
22	0	0	4.43505e-10    
23	0	0	4.43865e-10    
24	0	0	4.47863e-10    
25	0	0	4.5113e-10     
26	0	0	4.54942e-10    
27	0	0	4.5247e-10     
28	0	0	4.54475e-10    
29	0	0	4.60111e-10    
30	0	0	4.59763e-10    
31	0	0	4.61058e-10    
32	0	0	4.57045e-10    
33	0	0	4.59022e-10    
34	0	0	4.62216e-10    
35	0	0	4.69027e-10    
36	0	0	4.67275e-10    
37	0	0	4.72133e-10    
38	0	0	4.71172e-10    
39	0	0	4.68834e-10    
40	0	0	4.68373e-10    
41	0	0	4.74011e-10    
42	0	0	4.78491e-10    
43	0	0	4.78092e-10    
44	0	0	4.79868e-10    
45	0	0	4.80347e-10    
46	0	0	4.83537e-10    
47	0	0	4.87128e-10    
48	0	0	4.85663e-10    
49	0	0	4.86015e-10    
50	0	0	4.91028e-10    
51	0	0	4.90225e-10    
52	0	0	4.926e-10      
53	0	0	4.92876e-10    
54	0	0	4.96626e-10    
55	0	0	5.00005e-10    
56	0	0	5.01551e-10    
57	0	0	5.0659e-10     
58	0	0	5.05125e-10    
59	0	0	5.05162e-10    
60	0	0	5.08155e-10    
61	0	0	5.14739e-10    
62	0	0	5.1628e-10     
63	0	0	5.14414e-10    
64	0	0	5.19051e-10    
65	0	0	5.20592e-10    
66	0	0	5.24293e-10    
67	0	0	5.26939e-10    
68	0	0	5.27207e-10    
69	0	0	5.2917e-10     
70	0	0	5.32577e-10    
71	0	0	5.40003e-10    
72	0	0	5.35747e-10    
73	0	0	5.4366e-10     
74	0	0	5.41078e-10    
75	0	0	5.4626e-10     
76	0	0	5.46863e-10    
77	0	0	5.548e-10      
78	0	0	5.55788e-10    
79	0	0	5.57429e-10    
80	0	0	5.59468e-10    
81	0	0	5.59989e-10    
82	0	0	5.67721e-10    
83	0	0	5.71486e-10    
84	0	0	5.71983e-10    
85	0	0	5.75974e-10    
86	0	0	5.84416e-10    
87	0	0	5.82915e-10    
88	0	0	5.84047e-10    
89	0	0	5.8824e-10     
90	0	0	5.93135e-10    
91	0	0	6.01872e-10    
92	0	0	6.02023e-10    
93	0	0	6.07032e-10    
94	0	0	6.13509e-10    
95	0	0	6.18526e-10    
96	0	0	6.15778e-10    
97	0	0	6.2307e-10     
98	0	0	6.30872e-10    
99	0	0	6.32213e-10    
100	0	0	6.38559e-10    
101	0	0	6.46317e-10    
102	0	0	6.51576e-10    
103	0	0	6.54577e-10    
104	0	0	6.62152e-10    
105	0	0	6.68916e-10    
106	0	0	6.7293e-10     
107	0	0	6.76157e-10    
108	0	0	6.8974e-10     
109	0	0	6.91681e-10    
110	0	0	6.98276e-10    
111	0	0	7.0415e-10     
112	0	0	7.09562e-10    
113	0	0	7.1914e-10     
114	0	0	7.2604e-10     
115	0	0	7.31567e-10    
116	0	0	7.3895e-10     
117	0	0	7.51782e-10    
118	0	0	7.61014e-10    
119	0	0	7.71453e-10    
120	0	0	7.81575e-10    
121	0	0	7.93477e-10    
122	0	0	8.06048e-10    
123	0	0	8.13107e-10    
124	0	0	8.273e-10      
125	0	0	8.36103e-10    
126	0	0	8.5192e-10     
127	0	0	8.66653e-10    
128	0	0	8.79049e-10    
129	0	0	8.94653e-10    
130	0	0	9.12672e-10    
131	0	0	9.3244e-10     
132	0	0	9.45823e-10    
133	0	0	9.7732e-10     
134	0	0	9.92239e-10    
135	0	0	1.01683e-09    
136	0	0	1.04436e-09    
137	0	0	1.07167e-09    
138	0	0	1.10187e-09    
139	0	0	1.13488e-09    
140	0	0	1.17448e-09    
141	0	0	1.22713e-09    
142	0	0	1.27273e-09    
143	0	0	1.33541e-09    
144	0	0	1.4028e-09     
145	0	0	1.48164e-09    
146	0	0	1.5816e-09     
147	0	0	1.71732e-09    
148	0	0	1.90911e-09    
149	0	0	2.16121e-09    
150	0	0	2.52389e-09    
151	0	0	2.84415e-09    
152	0	0	2.75667e-09    
153	0	0	2.23789e-09    
154	0	0	1.2067e-09     
155	0	0	5.34099e-10    
156	0	0	1.26958e-10    
157	0	0	3.15963e-11    
164	0	0	1.77581e-14    
165	0	0	1.10613e-17    
167	0	0	2.14349e-15    
168	0	0	5.43376e-16    
173	0	0	1.71793e-14    
176	0	0	2.73751e-15    
178	0	0	3.51818e-15    
181	0	0	1.4206e-15     
