i	j	k	Dose(Gy)       
0	0	0	4.53645e-10    
1	0	0	4.59606e-10    
2	0	0	4.57171e-10    
3	0	0	4.60245e-10    
4	0	0	4.62272e-10    
5	0	0	4.61472e-10    
6	0	0	4.66869e-10    
7	0	0	4.68273e-10    
8	0	0	4.66984e-10    
9	0	0	4.70775e-10    
10	0	0	4.68264e-10    
11	0	0	4.72847e-10    
12	0	0	4.71987e-10    
13	0	0	4.75639e-10    
14	0	0	4.758e-10      
15	0	0	4.80041e-10    
16	0	0	4.81391e-10    
17	0	0	4.82826e-10    
18	0	0	4.83918e-10    
19	0	0	4.86834e-10    
20	0	0	4.86847e-10    
21	0	0	4.85812e-10    
22	0	0	4.9077e-10     
23	0	0	4.90451e-10    
24	0	0	4.94119e-10    
25	0	0	4.96138e-10    
26	0	0	4.99844e-10    
27	0	0	5.03392e-10    
28	0	0	5.02328e-10    
29	0	0	5.03833e-10    
30	0	0	5.05963e-10    
31	0	0	5.05852e-10    
32	0	0	5.12136e-10    
33	0	0	5.10935e-10    
34	0	0	5.17177e-10    
35	0	0	5.19861e-10    
36	0	0	5.21568e-10    
37	0	0	5.24146e-10    
38	0	0	5.26542e-10    
39	0	0	5.29565e-10    
40	0	0	5.29321e-10    
41	0	0	5.33603e-10    
42	0	0	5.34976e-10    
43	0	0	5.36877e-10    
44	0	0	5.3943e-10     
45	0	0	5.36936e-10    
46	0	0	5.43715e-10    
47	0	0	5.4947e-10     
48	0	0	5.47525e-10    
49	0	0	5.56251e-10    
50	0	0	5.55856e-10    
51	0	0	5.58393e-10    
52	0	0	5.59888e-10    
53	0	0	5.66605e-10    
54	0	0	5.65799e-10    
55	0	0	5.72413e-10    
56	0	0	5.76972e-10    
57	0	0	5.789e-10      
58	0	0	5.80649e-10    
59	0	0	5.82153e-10    
60	0	0	5.92317e-10    
61	0	0	5.94548e-10    
62	0	0	5.98669e-10    
63	0	0	6.02121e-10    
64	0	0	6.0414e-10     
65	0	0	6.07356e-10    
66	0	0	6.15801e-10    
67	0	0	6.17207e-10    
68	0	0	6.20855e-10    
69	0	0	6.28922e-10    
70	0	0	6.29465e-10    
71	0	0	6.38972e-10    
72	0	0	6.38537e-10    
73	0	0	6.439e-10      
74	0	0	6.5557e-10     
75	0	0	6.56806e-10    
76	0	0	6.64001e-10    
77	0	0	6.72505e-10    
78	0	0	6.74407e-10    
79	0	0	6.84458e-10    
80	0	0	6.87992e-10    
81	0	0	6.97942e-10    
82	0	0	6.9972e-10     
83	0	0	7.09705e-10    
84	0	0	7.14544e-10    
85	0	0	7.22599e-10    
86	0	0	7.33356e-10    
87	0	0	7.38417e-10    
88	0	0	7.46141e-10    
89	0	0	7.56772e-10    
90	0	0	7.68617e-10    
91	0	0	7.71764e-10    
92	0	0	7.84541e-10    
93	0	0	7.99009e-10    
94	0	0	8.03988e-10    
95	0	0	8.20242e-10    
96	0	0	8.31437e-10    
97	0	0	8.45484e-10    
98	0	0	8.5851e-10     
99	0	0	8.76343e-10    
100	0	0	8.89578e-10    
101	0	0	9.00021e-10    
102	0	0	9.1839e-10     
103	0	0	9.44944e-10    
104	0	0	9.62179e-10    
105	0	0	9.81183e-10    
106	0	0	1.00565e-09    
107	0	0	1.03381e-09    
108	0	0	1.05589e-09    
109	0	0	1.08835e-09    
110	0	0	1.12271e-09    
111	0	0	1.15869e-09    
112	0	0	1.19988e-09    
113	0	0	1.24643e-09    
114	0	0	1.30325e-09    
115	0	0	1.36174e-09    
116	0	0	1.4393e-09     
117	0	0	1.52684e-09    
118	0	0	1.64145e-09    
119	0	0	1.78802e-09    
120	0	0	1.99822e-09    
121	0	0	2.3486e-09     
122	0	0	2.83527e-09    
123	0	0	3.12941e-09    
124	0	0	2.67731e-09    
125	0	0	1.62639e-09    
126	0	0	5.71243e-10    
127	0	0	1.63054e-10    
128	0	0	1.79353e-11    
129	0	0	2.44609e-12    
130	0	0	2.27314e-14    
135	0	0	1.32234e-14    
138	0	0	1.43921e-15    
141	0	0	1.91074e-14    
142	0	0	1.29175e-14    
143	0	0	2.16009e-14    
154	0	0	3.46858e-15    
156	0	0	6.16318e-15    
171	0	0	1.02765e-15    
181	0	0	1.69545e-15    
