i	j	k	Dose(Gy)       
0	0	0	4.26335e-10    
1	0	0	4.30261e-10    
2	0	0	4.31371e-10    
3	0	0	4.28428e-10    
4	0	0	4.34016e-10    
5	0	0	4.36239e-10    
6	0	0	4.35559e-10    
7	0	0	4.41609e-10    
8	0	0	4.37014e-10    
9	0	0	4.37383e-10    
10	0	0	4.39049e-10    
11	0	0	4.40998e-10    
12	0	0	4.45002e-10    
13	0	0	4.44847e-10    
14	0	0	4.4351e-10     
15	0	0	4.47704e-10    
16	0	0	4.4273e-10     
17	0	0	4.46446e-10    
18	0	0	4.47841e-10    
19	0	0	4.48894e-10    
20	0	0	4.48908e-10    
21	0	0	4.54693e-10    
22	0	0	4.57262e-10    
23	0	0	4.573e-10      
24	0	0	4.52772e-10    
25	0	0	4.60376e-10    
26	0	0	4.6064e-10     
27	0	0	4.62179e-10    
28	0	0	4.61746e-10    
29	0	0	4.61709e-10    
30	0	0	4.67829e-10    
31	0	0	4.66609e-10    
32	0	0	4.72094e-10    
33	0	0	4.72427e-10    
34	0	0	4.71996e-10    
35	0	0	4.80011e-10    
36	0	0	4.74575e-10    
37	0	0	4.79254e-10    
38	0	0	4.80295e-10    
39	0	0	4.78714e-10    
40	0	0	4.81091e-10    
41	0	0	4.80856e-10    
42	0	0	4.83993e-10    
43	0	0	4.87169e-10    
44	0	0	4.87358e-10    
45	0	0	4.92329e-10    
46	0	0	4.92632e-10    
47	0	0	4.99967e-10    
48	0	0	4.96428e-10    
49	0	0	5.00249e-10    
50	0	0	4.98754e-10    
51	0	0	5.04255e-10    
52	0	0	5.02578e-10    
53	0	0	5.08503e-10    
54	0	0	5.08134e-10    
55	0	0	5.13948e-10    
56	0	0	5.12791e-10    
57	0	0	5.15932e-10    
58	0	0	5.2026e-10     
59	0	0	5.21343e-10    
60	0	0	5.22316e-10    
61	0	0	5.26842e-10    
62	0	0	5.23853e-10    
63	0	0	5.30628e-10    
64	0	0	5.32615e-10    
65	0	0	5.35297e-10    
66	0	0	5.39816e-10    
67	0	0	5.38236e-10    
68	0	0	5.45178e-10    
69	0	0	5.44949e-10    
70	0	0	5.44497e-10    
71	0	0	5.51312e-10    
72	0	0	5.57063e-10    
73	0	0	5.62963e-10    
74	0	0	5.59548e-10    
75	0	0	5.63775e-10    
76	0	0	5.68513e-10    
77	0	0	5.71405e-10    
78	0	0	5.72522e-10    
79	0	0	5.77515e-10    
80	0	0	5.76852e-10    
81	0	0	5.82599e-10    
82	0	0	5.85659e-10    
83	0	0	5.87954e-10    
84	0	0	5.93759e-10    
85	0	0	6.01988e-10    
86	0	0	6.01034e-10    
87	0	0	6.04926e-10    
88	0	0	6.08547e-10    
89	0	0	6.1345e-10     
90	0	0	6.17547e-10    
91	0	0	6.24724e-10    
92	0	0	6.24791e-10    
93	0	0	6.36769e-10    
94	0	0	6.38204e-10    
95	0	0	6.43543e-10    
96	0	0	6.49278e-10    
97	0	0	6.5184e-10     
98	0	0	6.60595e-10    
99	0	0	6.64889e-10    
100	0	0	6.71044e-10    
101	0	0	6.78116e-10    
102	0	0	6.85726e-10    
103	0	0	6.87415e-10    
104	0	0	6.93567e-10    
105	0	0	7.07213e-10    
106	0	0	7.10879e-10    
107	0	0	7.14282e-10    
108	0	0	7.28497e-10    
109	0	0	7.33248e-10    
110	0	0	7.42634e-10    
111	0	0	7.51636e-10    
112	0	0	7.62597e-10    
113	0	0	7.74103e-10    
114	0	0	7.75858e-10    
115	0	0	7.87106e-10    
116	0	0	7.9913e-10     
117	0	0	8.1237e-10     
118	0	0	8.21245e-10    
119	0	0	8.35271e-10    
120	0	0	8.50567e-10    
121	0	0	8.64659e-10    
122	0	0	8.76814e-10    
123	0	0	8.91873e-10    
124	0	0	9.0906e-10     
125	0	0	9.27492e-10    
126	0	0	9.45233e-10    
127	0	0	9.64384e-10    
128	0	0	9.89359e-10    
129	0	0	1.00917e-09    
130	0	0	1.03775e-09    
131	0	0	1.06636e-09    
132	0	0	1.10069e-09    
133	0	0	1.13165e-09    
134	0	0	1.17141e-09    
135	0	0	1.21306e-09    
136	0	0	1.2616e-09     
137	0	0	1.32224e-09    
138	0	0	1.38715e-09    
139	0	0	1.46344e-09    
140	0	0	1.56837e-09    
141	0	0	1.6922e-09     
142	0	0	1.87218e-09    
143	0	0	2.12336e-09    
144	0	0	2.50714e-09    
145	0	0	2.79898e-09    
146	0	0	2.84648e-09    
147	0	0	2.289e-09      
148	0	0	1.34929e-09    
149	0	0	6.35514e-10    
150	0	0	1.84541e-10    
151	0	0	2.55625e-11    
155	0	0	6.25709e-15    
170	0	0	2.03576e-14    
172	0	0	1.58482e-14    
