i	j	k	Dose(Gy)       
0	0	0	5.00572e-10    
1	0	0	5.02007e-10    
2	0	0	5.01166e-10    
3	0	0	5.07172e-10    
4	0	0	5.09263e-10    
5	0	0	5.08564e-10    
6	0	0	5.08394e-10    
7	0	0	5.11967e-10    
8	0	0	5.16467e-10    
9	0	0	5.1459e-10     
10	0	0	5.23269e-10    
11	0	0	5.25879e-10    
12	0	0	5.20478e-10    
13	0	0	5.27694e-10    
14	0	0	5.25797e-10    
15	0	0	5.31585e-10    
16	0	0	5.37168e-10    
17	0	0	5.39726e-10    
18	0	0	5.37399e-10    
19	0	0	5.46618e-10    
20	0	0	5.43154e-10    
21	0	0	5.50018e-10    
22	0	0	5.52932e-10    
23	0	0	5.54477e-10    
24	0	0	5.58907e-10    
25	0	0	5.60767e-10    
26	0	0	5.63154e-10    
27	0	0	5.70774e-10    
28	0	0	5.69242e-10    
29	0	0	5.72509e-10    
30	0	0	5.78918e-10    
31	0	0	5.82602e-10    
32	0	0	5.84362e-10    
33	0	0	5.87786e-10    
34	0	0	5.86418e-10    
35	0	0	5.93292e-10    
36	0	0	5.94063e-10    
37	0	0	6.01679e-10    
38	0	0	6.0946e-10     
39	0	0	6.12698e-10    
40	0	0	6.1726e-10     
41	0	0	6.20158e-10    
42	0	0	6.24293e-10    
43	0	0	6.27884e-10    
44	0	0	6.29525e-10    
45	0	0	6.38549e-10    
46	0	0	6.43976e-10    
47	0	0	6.49525e-10    
48	0	0	6.50752e-10    
49	0	0	6.58113e-10    
50	0	0	6.68245e-10    
51	0	0	6.75034e-10    
52	0	0	6.79369e-10    
53	0	0	6.84028e-10    
54	0	0	6.84434e-10    
55	0	0	6.93675e-10    
56	0	0	7.01402e-10    
57	0	0	7.12527e-10    
58	0	0	7.20201e-10    
59	0	0	7.24315e-10    
60	0	0	7.35171e-10    
61	0	0	7.46813e-10    
62	0	0	7.48889e-10    
63	0	0	7.59579e-10    
64	0	0	7.69706e-10    
65	0	0	7.7871e-10     
66	0	0	7.91929e-10    
67	0	0	8.02487e-10    
68	0	0	8.08414e-10    
69	0	0	8.21661e-10    
70	0	0	8.3578e-10     
71	0	0	8.50104e-10    
72	0	0	8.57435e-10    
73	0	0	8.74282e-10    
74	0	0	8.92987e-10    
75	0	0	9.08743e-10    
76	0	0	9.28743e-10    
77	0	0	9.44806e-10    
78	0	0	9.65855e-10    
79	0	0	9.88861e-10    
80	0	0	1.01136e-09    
81	0	0	1.03589e-09    
82	0	0	1.06274e-09    
83	0	0	1.09626e-09    
84	0	0	1.13101e-09    
85	0	0	1.17277e-09    
86	0	0	1.20971e-09    
87	0	0	1.2605e-09     
88	0	0	1.3158e-09     
89	0	0	1.38227e-09    
90	0	0	1.4562e-09     
91	0	0	1.55012e-09    
92	0	0	1.6734e-09     
93	0	0	1.82757e-09    
94	0	0	2.05985e-09    
95	0	0	2.4485e-09     
96	0	0	2.96919e-09    
97	0	0	3.33561e-09    
98	0	0	2.67502e-09    
99	0	0	1.12081e-09    
100	0	0	2.22139e-10    
101	0	0	1.02391e-11    
102	0	0	1.66476e-15    
103	0	0	1.51255e-14    
108	0	0	1.39748e-14    
110	0	0	1.68971e-14    
111	0	0	3.02046e-15    
112	0	0	1.85823e-14    
113	0	0	1.87392e-15    
115	0	0	1.62427e-15    
116	0	0	1.34888e-15    
119	0	0	1.20973e-15    
120	0	0	3.92169e-15    
124	0	0	3.01276e-15    
126	0	0	2.21996e-15    
128	0	0	2.32188e-15    
133	0	0	1.82795e-15    
134	0	0	2.67706e-15    
