i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	45045.8        0.451106       0.451113       0.451106       0.451113       0              0              0              0              
1	0	0	45145.9        0.452441       0.452448       0.452441       0.452448       0              0              0              0              
2	0	0	45323.9        0.453793       0.453799       0.453793       0.453799       0              0              0              0              
3	0	0	45423.4        0.45516        0.455167       0.45516        0.455167       0              0              0              0              
4	0	0	45600.1        0.456545       0.456551       0.456545       0.456551       0              0              0              0              
5	0	0	45725.5        0.457946       0.457953       0.457946       0.457953       0              0              0              0              
6	0	0	45918.8        0.459366       0.459373       0.459366       0.459373       0              0              0              0              
7	0	0	46059.3        0.460803       0.46081        0.460803       0.46081        0              0              0              0              
8	0	0	46085.8        0.462257       0.462264       0.462257       0.462264       0              0              0              0              
9	0	0	46287.9        0.463727       0.463735       0.463727       0.463735       0              0              0              0              
10	0	0	46487.4        0.465221       0.465227       0.465221       0.465227       0              0              0              0              
11	0	0	46697.9        0.469832       0.46691        0.466734       0.46674        8.09153        4.86743        0              0              
12	0	0	46779.9        0.468266       0.468272       0.468266       0.468272       0              0              0              0              
13	0	0	46987          0.469817       0.469824       0.469817       0.469824       0              0              0              0              
14	0	0	47073.7        0.471389       0.471396       0.471389       0.471396       0              0              0              0              
15	0	0	47238.3        0.47298        0.472987       0.47298        0.472987       0              0              0              0              
16	0	0	47400.6        0.474593       0.4746         0.474593       0.4746         0              0              0              0              
17	0	0	47622          0.47623        0.476237       0.47623        0.476237       0              0              0              0              
18	0	0	47794.9        0.477889       0.477896       0.477889       0.477896       0              0              0              0              
19	0	0	47871.4        0.479571       0.479576       0.479571       0.479576       0              0              0              0              
20	0	0	48114.7        0.481274       0.48128        0.481274       0.48128        0              0              0              0              
21	0	0	48207.6        0.483001       0.483008       0.483001       0.483008       0              0              0              0              
22	0	0	48455.3        0.484754       0.48476        0.484754       0.48476        0              0              0              0              
23	0	0	48620          0.486529       0.486538       0.486529       0.486538       0              0              0              0              
24	0	0	48739.9        0.488332       0.48834        0.488332       0.48834        0              0              0              0              
25	0	0	48926.9        0.516981       0.490187       0.49016        0.490167       0              0              674.382        551.375        
26	0	0	49125.5        0.492015       0.492022       0.492015       0.492022       0              0              0              0              
27	0	0	49314.9        0.493898       0.493904       0.493898       0.493904       0              0              0              0              
28	0	0	49515.6        0.495809       0.495816       0.495809       0.495816       0              0              0              0              
29	0	0	49705.4        0.497748       0.497756       0.497748       0.497756       0              0              0              0              
30	0	0	49886.3        0.499717       0.499724       0.499717       0.499724       0              0              0              0              
31	0	0	50068.8        0.501715       0.501723       0.501715       0.501723       0              0              0              0              
32	0	0	50268.8        0.503745       0.503752       0.503745       0.503752       0              0              0              0              
33	0	0	50499.9        0.505805       0.505814       0.505805       0.505814       0              0              0              0              
34	0	0	50751.5        0.507903       0.507911       0.507903       0.507911       0              0              0              0              
35	0	0	50969.2        0.510037       0.510042       0.510037       0.510042       0              0              0              0              
36	0	0	51194          0.512201       0.512208       0.512201       0.512208       0              0              0              0              
37	0	0	51399.1        0.514401       0.514409       0.514401       0.514409       0              0              0              0              
38	0	0	51614.1        0.516643       0.516646       0.516643       0.516646       0              0              0              0              
39	0	0	51793.9        0.518912       0.51892        0.518912       0.51892        0              0              0              0              
40	0	0	52062          0.521225       0.521232       0.521225       0.521232       0              0              0              0              
41	0	0	52268.6        0.523577       0.523584       0.523577       0.523584       0              0              0              0              
42	0	0	52480.5        0.525969       0.525976       0.525969       0.525976       0              0              0              0              
43	0	0	52766.4        0.528406       0.52841        0.528406       0.52841        0              0              0              0              
