i	j	k	Dose(Gy)       
0	0	0	2.12643e-08    
1	0	0	2.14072e-08    
2	0	0	2.14681e-08    
3	0	0	2.15122e-08    
4	0	0	2.1586e-08     
5	0	0	2.16242e-08    
6	0	0	2.16692e-08    
7	0	0	2.17401e-08    
8	0	0	2.18129e-08    
9	0	0	2.1859e-08     
10	0	0	2.1906e-08     
11	0	0	2.19731e-08    
12	0	0	2.20135e-08    
13	0	0	2.21073e-08    
14	0	0	2.21493e-08    
15	0	0	2.22071e-08    
16	0	0	2.22815e-08    
17	0	0	2.23202e-08    
18	0	0	2.23936e-08    
19	0	0	2.24709e-08    
20	0	0	2.25071e-08    
21	0	0	2.2551e-08     
22	0	0	2.26796e-08    
23	0	0	2.27093e-08    
24	0	0	2.28205e-08    
25	0	0	2.28834e-08    
26	0	0	2.29327e-08    
27	0	0	2.301e-08      
28	0	0	2.30774e-08    
29	0	0	2.31674e-08    
30	0	0	2.32194e-08    
31	0	0	2.33093e-08    
32	0	0	2.33791e-08    
33	0	0	2.34436e-08    
34	0	0	2.35529e-08    
35	0	0	2.36068e-08    
36	0	0	2.36788e-08    
37	0	0	2.37745e-08    
38	0	0	2.38287e-08    
39	0	0	2.39253e-08    
40	0	0	2.40029e-08    
41	0	0	2.4135e-08     
42	0	0	2.42177e-08    
43	0	0	2.43091e-08    
44	0	0	2.43519e-08    
45	0	0	2.44624e-08    
46	0	0	2.4548e-08     
47	0	0	2.46341e-08    
48	0	0	2.47421e-08    
49	0	0	2.48223e-08    
50	0	0	2.49409e-08    
51	0	0	2.50403e-08    
52	0	0	2.51405e-08    
53	0	0	2.52299e-08    
54	0	0	2.53263e-08    
55	0	0	2.54392e-08    
56	0	0	2.55414e-08    
57	0	0	2.56607e-08    
58	0	0	2.57617e-08    
59	0	0	2.58589e-08    
60	0	0	2.59659e-08    
61	0	0	2.61114e-08    
62	0	0	2.6231e-08     
63	0	0	2.63392e-08    
64	0	0	2.64821e-08    
65	0	0	2.65989e-08    
66	0	0	2.67483e-08    
67	0	0	2.68847e-08    
68	0	0	2.69858e-08    
69	0	0	2.71309e-08    
70	0	0	2.7295e-08     
71	0	0	2.74109e-08    
72	0	0	2.7537e-08     
73	0	0	2.76707e-08    
74	0	0	2.77992e-08    
75	0	0	2.79639e-08    
76	0	0	2.81701e-08    
77	0	0	2.82824e-08    
78	0	0	2.84709e-08    
79	0	0	2.86365e-08    
80	0	0	2.8788e-08     
81	0	0	2.89745e-08    
82	0	0	2.91078e-08    
83	0	0	2.92977e-08    
84	0	0	2.94661e-08    
85	0	0	2.96658e-08    
86	0	0	2.98595e-08    
87	0	0	3.00436e-08    
88	0	0	3.02563e-08    
89	0	0	3.04898e-08    
90	0	0	3.06876e-08    
91	0	0	3.08961e-08    
92	0	0	3.11376e-08    
93	0	0	3.13295e-08    
94	0	0	3.15752e-08    
95	0	0	3.18792e-08    
96	0	0	3.20858e-08    
97	0	0	3.23771e-08    
98	0	0	3.26354e-08    
99	0	0	3.29134e-08    
100	0	0	3.32327e-08    
101	0	0	3.34839e-08    
102	0	0	3.38118e-08    
103	0	0	3.40888e-08    
104	0	0	3.44017e-08    
105	0	0	3.47734e-08    
106	0	0	3.51053e-08    
107	0	0	3.54289e-08    
108	0	0	3.58009e-08    
109	0	0	3.62163e-08    
110	0	0	3.66135e-08    
111	0	0	3.70163e-08    
112	0	0	3.74276e-08    
113	0	0	3.78737e-08    
114	0	0	3.83499e-08    
115	0	0	3.88518e-08    
116	0	0	3.936e-08      
117	0	0	3.98684e-08    
118	0	0	4.04548e-08    
119	0	0	4.10427e-08    
120	0	0	4.16427e-08    
121	0	0	4.23096e-08    
122	0	0	4.2981e-08     
123	0	0	4.37371e-08    
124	0	0	4.45034e-08    
125	0	0	4.53581e-08    
126	0	0	4.61825e-08    
127	0	0	4.71302e-08    
128	0	0	4.81483e-08    
129	0	0	4.92273e-08    
130	0	0	5.04047e-08    
131	0	0	5.16731e-08    
132	0	0	5.30739e-08    
133	0	0	5.45892e-08    
134	0	0	5.62968e-08    
135	0	0	5.81656e-08    
136	0	0	6.02968e-08    
137	0	0	6.2694e-08     
138	0	0	6.5462e-08     
139	0	0	6.8651e-08     
140	0	0	7.24969e-08    
141	0	0	7.72794e-08    
142	0	0	8.33067e-08    
143	0	0	9.15936e-08    
144	0	0	1.03479e-07    
145	0	0	1.20025e-07    
146	0	0	1.37472e-07    
147	0	0	1.42698e-07    
148	0	0	1.22434e-07    
149	0	0	7.9467e-08     
150	0	0	3.68241e-08    
151	0	0	1.15824e-08    
152	0	0	2.25608e-09    
153	0	0	3.09003e-10    
154	0	0	9.04672e-12    
155	0	0	1.35253e-13    
156	0	0	1.72988e-13    
157	0	0	1.34137e-13    
158	0	0	1.32585e-13    
159	0	0	1.87943e-13    
160	0	0	1.06702e-13    
161	0	0	1.02812e-13    
162	0	0	1.2345e-13     
163	0	0	1.26521e-13    
164	0	0	4.53374e-14    
165	0	0	1.75174e-13    
166	0	0	1.26167e-13    
167	0	0	1.06695e-13    
168	0	0	7.69175e-14    
169	0	0	5.07581e-14    
170	0	0	6.40276e-14    
171	0	0	9.52554e-14    
172	0	0	6.56512e-14    
173	0	0	7.55171e-14    
174	0	0	1.00769e-13    
175	0	0	3.24974e-14    
176	0	0	7.45452e-14    
177	0	0	9.98498e-14    
178	0	0	5.21749e-14    
179	0	0	8.61708e-14    
180	0	0	2.66147e-14    
181	0	0	8.90895e-14    
182	0	0	1.54806e-14    
183	0	0	3.11396e-14    
184	0	0	4.9428e-14     
185	0	0	7.6593e-14     
186	0	0	3.5646e-15     
187	0	0	2.31139e-14    
188	0	0	5.07986e-14    
189	0	0	1.13566e-13    
190	0	0	1.90703e-14    
191	0	0	7.63485e-15    
192	0	0	3.07985e-14    
193	0	0	4.61761e-15    
194	0	0	4.6651e-15     
195	0	0	2.34139e-14    
196	0	0	2.74962e-14    
197	0	0	1.24298e-14    
198	0	0	5.62454e-14    
199	0	0	7.18339e-14    
