i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	46308.1        0.463399       0.463408       0.463399       0.463408       0              0              0              0              
1	0	0	46374.2        0.464887       0.464894       0.464887       0.464894       0              0              0              0              
2	0	0	46571          0.466392       0.4664         0.466392       0.4664         0              0              0              0              
3	0	0	46693.5        0.467917       0.467925       0.467917       0.467925       0              0              0              0              
4	0	0	46913.8        0.469463       0.469471       0.469463       0.469471       0              0              0              0              
5	0	0	47048.2        0.471029       0.471038       0.471029       0.471038       0              0              0              0              
6	0	0	47251.8        0.472617       0.472626       0.472617       0.472626       0              0              0              0              
7	0	0	47351.5        0.474227       0.474234       0.474227       0.474234       0              0              0              0              
8	0	0	47525.4        0.475856       0.475864       0.475856       0.475864       0              0              0              0              
9	0	0	47716.7        0.477508       0.477517       0.477508       0.477517       0              0              0              0              
10	0	0	47819.9        0.479182       0.479191       0.479182       0.479191       0              0              0              0              
11	0	0	47983.1        0.480878       0.480888       0.480878       0.480888       0              0              0              0              
12	0	0	48183.4        0.498504       0.482623       0.4826         0.482608       0              0              558.677        485.991        
13	0	0	48392.9        0.484346       0.484354       0.484346       0.484354       0              0              0              0              
14	0	0	48577.1        0.486119       0.486126       0.486119       0.486126       0              0              0              0              
15	0	0	48767.4        0.487916       0.487924       0.487916       0.487924       0              0              0              0              
16	0	0	48902.2        0.499629       0.489754       0.489738       0.489747       0              0              475.685        431.034        
17	0	0	49101.4        0.491587       0.491596       0.491587       0.491596       0              0              0              0              
18	0	0	49260          0.493464       0.493472       0.493464       0.493472       0              0              0              0              
19	0	0	49493.8        0.495368       0.495377       0.495368       0.495377       0              0              0              0              
20	0	0	49633.1        0.497301       0.497309       0.497301       0.497309       0              0              0              0              
21	0	0	49904.3        0.499264       0.499272       0.499264       0.499272       0              0              0              0              
22	0	0	50014.9        0.501257       0.501266       0.501257       0.501266       0              0              0              0              
23	0	0	50288.6        0.503279       0.503289       0.503279       0.503289       0              0              0              0              
24	0	0	50478.7        0.505336       0.505345       0.505336       0.505345       0              0              0              0              
25	0	0	50686.1        0.507425       0.507434       0.507425       0.507434       0              0              0              0              
26	0	0	50862.8        0.509546       0.509555       0.509546       0.509555       0              0              0              0              
27	0	0	51128.4        0.511703       0.511712       0.511703       0.511712       0              0              0              0              
28	0	0	51235.6        0.513894       0.513901       0.513894       0.513901       0              0              0              0              
29	0	0	51523.5        0.516118       0.516128       0.516118       0.516128       0              0              0              0              
30	0	0	51741.4        0.518382       0.518392       0.518382       0.518392       0              0              0              0              
31	0	0	51946.7        0.520686       0.520693       0.520686       0.520693       0              0              0              0              
32	0	0	52180.5        0.523026       0.523034       0.523026       0.523034       0              0              0              0              
33	0	0	52383.1        0.525407       0.525414       0.525407       0.525414       0              0              0              0              
34	0	0	52703.6        0.527829       0.527837       0.527829       0.527837       0              0              0              0              
35	0	0	52959.4        0.530298       0.530306       0.530298       0.530306       0              0              0              0              
36	0	0	53195.7        0.53281        0.532817       0.53281        0.532817       0              0              0              0              
37	0	0	53406.9        0.535364       0.535374       0.535364       0.535374       0              0              0              0              
38	0	0	53682.5        0.537969       0.537976       0.537969       0.537976       0              0              0              0              
39	0	0	53977.2        0.540623       0.540629       0.540623       0.540629       0              0              0              0              
40	0	0	54285.2        0.543325       0.543332       0.543325       0.543332       0              0              0              0              
41	0	0	54506.4        0.546077       0.546087       0.546077       0.546087       0              0              0              0              
42	0	0	54810.8        0.558041       0.548906       0.548889       0.548894       0              0              477.79         420.268        
43	0	0	55069.2        0.551754       0.551757       0.551754       0.551757       0              0              0              0              
44	0	0	55389.5        0.554673       0.554676       0.554673       0.554676       0              0              0              0              
