i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	45957.5        0.460233       0.460241       0.460233       0.460241       0              0              0              0              
1	0	0	46176          0.461681       0.46169        0.461681       0.46169        0              0              0              0              
2	0	0	46235.4        0.494517       0.463177       0.463148       0.463155       0              0              695.175        573.922        
3	0	0	46427.3        0.464632       0.46464        0.464632       0.46464        0              0              0              0              
4	0	0	46537.5        0.466135       0.466143       0.466135       0.466143       0              0              0              0              
5	0	0	46734.4        0.467659       0.467666       0.467659       0.467666       0              0              0              0              
6	0	0	46906.8        0.469202       0.46921        0.469202       0.46921        0              0              0              0              
7	0	0	47038.6        0.470766       0.470774       0.470766       0.470774       0              0              0              0              
8	0	0	47193.4        0.472349       0.472358       0.472349       0.472358       0              0              0              0              
9	0	0	47384.3        0.473956       0.473964       0.473956       0.473964       0              0              0              0              
10	0	0	47507          0.475583       0.475591       0.475583       0.475591       0              0              0              0              
11	0	0	47633.7        0.477231       0.477239       0.477231       0.477239       0              0              0              0              
12	0	0	47859.8        0.478903       0.47891        0.478903       0.47891        0              0              0              0              
13	0	0	47987.4        0.480596       0.480604       0.480596       0.480604       0              0              0              0              
14	0	0	48122.5        0.482313       0.48232        0.482313       0.48232        0              0              0              0              
15	0	0	48351          0.484055       0.484062       0.484055       0.484062       0              0              0              0              
16	0	0	48567.6        0.485821       0.48583        0.485821       0.48583        0              0              0              0              
17	0	0	48672.5        0.487614       0.487622       0.487614       0.487622       0              0              0              0              
18	0	0	48841.4        0.489429       0.489439       0.489429       0.489439       0              0              0              0              
19	0	0	49134.9        0.491275       0.491285       0.491275       0.491285       0              0              0              0              
20	0	0	49217.4        0.493151       0.493156       0.493151       0.493156       0              0              0              0              
21	0	0	49397.5        0.495047       0.495055       0.495047       0.495055       0              0              0              0              
22	0	0	49660.1        0.496976       0.496983       0.496976       0.496983       0              0              0              0              
23	0	0	49824.3        0.498935       0.498941       0.498935       0.498941       0              0              0              0              
24	0	0	50101.6        0.500923       0.500931       0.500923       0.500931       0              0              0              0              
25	0	0	50222.2        0.502943       0.502951       0.502943       0.502951       0              0              0              0              
26	0	0	50399.1        0.504992       0.505          0.504992       0.505          0              0              0              0              
27	0	0	50660.9        0.507076       0.507083       0.507076       0.507083       0              0              0              0              
28	0	0	50815.8        0.50919        0.509198       0.50919        0.509198       0              0              0              0              
29	0	0	51098.9        0.511341       0.51135        0.511341       0.51135        0              0              0              0              
30	0	0	51308.9        0.513527       0.513537       0.513527       0.513537       0              0              0              0              
31	0	0	51532.3        0.515752       0.51576        0.515752       0.51576        0              0              0              0              
32	0	0	51687.1        0.51801        0.518017       0.51801        0.518017       0              0              0              0              
33	0	0	51999.8        0.520308       0.520315       0.520308       0.520315       0              0              0              0              
34	0	0	52196.8        0.522645       0.522652       0.522645       0.522652       0              0              0              0              
35	0	0	52452.7        0.525022       0.525029       0.525022       0.525029       0              0              0              0              
36	0	0	52663.5        0.527438       0.527448       0.527438       0.527448       0              0              0              0              
37	0	0	52908.9        0.529901       0.529909       0.529901       0.529909       0              0              0              0              
38	0	0	53181.8        0.532406       0.532414       0.532406       0.532414       0              0              0              0              
39	0	0	53457.9        0.534957       0.534966       0.534957       0.534966       0              0              0              0              
40	0	0	53652.3        0.608218       0.537604       0.537556       0.537564       0              0              923.179        744.309        
41	0	0	53964.5        0.576258       0.540235       0.540203       0.540209       0              0              767.936        598.183        
42	0	0	54198.6        0.542899       0.542904       0.542899       0.542904       0              0              0              0              
43	0	0	54521.9        0.545644       0.545652       0.545644       0.545652       0              0              0              0              
44	0	0	54820.2        0.548449       0.548455       0.548449       0.548455       0              0              0              0              
45	0	0	55005.6        0.551303       0.551307       0.551303       0.551307       0              0              0              0              
46	0	0	55274.6        0.57234        0.554237       0.554209       0.554215       0              0              612.474        489.397        
47	0	0	55629.1        0.557179       0.557182       0.557179       0.557182       0              0              0              0              
48	0	0	55987.1        0.560209       0.560213       0.560209       0.560213       0              0              0              0              
49	0	0	56249          0.563301       0.563305       0.563301       0.563305       0              0              0              0              
50	0	0	56545.1        0.566456       0.566461       0.566456       0.566461       0              0              0              0              
51	0	0	56854.2        0.569677       0.569682       0.569677       0.569682       0              0              0              0              
52	0	0	57158.8        0.57297        0.572972       0.57297        0.572972       0              0              0              0              
53	0	0	57474.3        0.576331       0.576332       0.576331       0.576332       0              0              0              0              
54	0	0	57860.9        0.579764       0.579766       0.579764       0.579766       0              0              0              0              
55	0	0	58211.5        0.583276       0.58328        0.583276       0.58328        0              0              0              0              
56	0	0	58564.8        0.586876       0.586873       0.586876       0.586873       0              0              0              0              
57	0	0	58944.4        0.590548       0.59055        0.590548       0.59055        0              0              0              0              
58	0	0	59338.7        0.594319       0.594313       0.594319       0.594313       0              0              0              0              
59	0	0	59720.1        0.598171       0.598167       0.598171       0.598167       0              0              0              0              
60	0	0	60061.3        0.616893       0.602126       0.602116       0.602111       0              0              589.963        499.295        
61	0	0	60499.9        0.60616        0.606153       0.60616        0.606153       0              0              0              0              
62	0	0	60948.2        0.610305       0.610298       0.610305       0.610298       0              0              0              0              
63	0	0	61281.8        0.614552       0.614546       0.614552       0.614546       0              0              0              0              
64	0	0	61758.9        0.63724        0.618921       0.61891        0.618904       0              0              643.283        555.098        
65	0	0	62249.8        0.623384       0.623379       0.623384       0.623379       0              0              0              0              
66	0	0	62680          0.627981       0.627974       0.627981       0.627974       0              0              0              0              
67	0	0	63147.3        0.632712       0.632694       0.632712       0.632694       0              0              0              0              
68	0	0	63625.7        0.637565       0.637545       0.637565       0.637545       0              0              0              0              
69	0	0	64171.8        0.642632       0.642563       0.642559       0.642538       1.91764        1.91549        0              0              
70	0	0	64774.5        0.655535       0.647754       0.6477         0.647679       2.37152        2.35766        476.912        408.723        
71	0	0	65255.5        0.655192       0.653128       0.652997       0.65297        8.60731        5.07171        0              0              
72	0	0	65778.7        0.658445       0.658419       0.658445       0.658419       0              0              0              0              
73	0	0	66406.9        0.664066       0.664039       0.664066       0.664039       0              0              0              0              
74	0	0	66942.9        0.669871       0.669834       0.669871       0.669834       0              0              0              0              
75	0	0	67600          0.675852       0.675818       0.675852       0.675818       0              0              0              0              
76	0	0	68188.6        0.682036       0.681996       0.682036       0.681996       0              0              0              0              
77	0	0	68892.5        0.688427       0.688387       0.688427       0.688387       0              0              0              0              
78	0	0	69502.2        0.695044       0.694994       0.695044       0.694994       0              0              0              0              
79	0	0	70169.8        0.701881       0.70183        0.701881       0.70183        0              0              0              0              
80	0	0	70883.7        0.708976       0.708912       0.708976       0.708912       0              0              0              0              
81	0	0	71570.7        0.716307       0.716252       0.716307       0.716252       0              0              0              0              
82	0	0	72435.5        0.723942       0.723872       0.723942       0.723872       0              0              0              0              
83	0	0	73157.1        0.731874       0.731788       0.731874       0.731788       0              0              0              0              
84	0	0	73992.1        0.740104       0.740017       0.740104       0.740017       0              0              0              0              
85	0	0	74881.9        0.748685       0.748585       0.748685       0.748585       0              0              0              0              
86	0	0	75779.3        0.757636       0.757513       0.757636       0.757513       0              0              0              0              
87	0	0	76687.1        0.766953       0.766827       0.766953       0.766827       0              0              0              0              
88	0	0	77733.2        0.776706       0.776562       0.776706       0.776562       0              0              0              0              
89	0	0	78764.4        0.81064        0.786771       0.78691        0.786746       0              0              757.898        621.131        
90	0	0	79783.7        0.797607       0.797412       0.797607       0.797412       0              0              0              0              
91	0	0	80933.5        0.808805       0.808602       0.808805       0.808602       0              0              0              0              
92	0	0	82111.5        0.820614       0.820361       0.820614       0.820361       0              0              0              0              
93	0	0	83314.9        0.833031       0.832736       0.833031       0.832736       0              0              0              0              
94	0	0	84617.9        0.846228       0.84579        0.846228       0.84579        0              0              0              0              
95	0	0	86020          0.86636        0.859619       0.861186       0.859608       0              0              456.886        394.563        
96	0	0	87504.3        0.874437       0.874101       0.874437       0.874101       0              0              0              0              
97	0	0	89035.1        0.889982       0.889585       0.889982       0.889585       0              0              0              0              
98	0	0	90709          0.906543       0.90606        0.906543       0.90606        0              0              0              0              
99	0	0	92492.2        0.924277       0.923652       0.924277       0.923652       0              0              0              0              
100	0	0	94377.6        0.944253       0.942499       0.944253       0.942499       0              0              0              0              
101	0	0	96393.5        0.963217       0.962575       0.963217       0.962575       0              0              0              0              
102	0	0	98606.8        0.985091       0.984324       0.985091       0.984324       0              0              0              0              
103	0	0	100922         1.00875        1.00784        1.00875        1.00784        0              0              0              0              
104	0	0	103485         1.03451        1.0334         1.03451        1.0334         0              0              0              0              
105	0	0	106284         1.06275        1.06132        1.06275        1.06132        0              0              0              0              
106	0	0	109396         1.09987        1.09198        1.09441        1.09197        0              0              509.542        460.68         
107	0	0	112819         1.13673        1.12581        1.12769        1.12579        0              0              482.871        400.117        
108	0	0	116605         1.16655        1.16353        1.16655        1.16353        0              0              0              0              
109	0	0	120828         1.20853        1.20582        1.20853        1.20582        0              0              0              0              
110	0	0	125664         1.25743        1.25391        1.25743        1.25391        0              0              0              0              
111	0	0	131206         1.31379        1.30918        1.31379        1.30918        0              0              0              0              
112	0	0	137723         1.38372        1.37371        1.37998        1.3737         0              0              484.595        405.849        
