i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	45655.8        0.457129       0.457136       0.457129       0.457136       0              0              0              0              
1	0	0	45791.2        0.458538       0.458545       0.458538       0.458545       0              0              0              0              
2	0	0	45968.5        0.459964       0.459972       0.459964       0.459972       0              0              0              0              
3	0	0	46060.2        0.461409       0.461416       0.461409       0.461416       0              0              0              0              
4	0	0	46261.2        0.462872       0.462879       0.462872       0.462879       0              0              0              0              
5	0	0	46426.9        0.464354       0.464361       0.464354       0.464361       0              0              0              0              
6	0	0	46536.6        0.465854       0.465861       0.465854       0.465861       0              0              0              0              
7	0	0	46682.3        0.467373       0.467381       0.467373       0.467381       0              0              0              0              
8	0	0	46809.1        0.479852       0.468927       0.468911       0.468919       0              0              484.273        413.931        
9	0	0	46970.2        0.470469       0.470478       0.470469       0.470478       0              0              0              0              
10	0	0	47112.4        0.472048       0.472056       0.472048       0.472056       0              0              0              0              
11	0	0	47296.3        0.473649       0.473656       0.473649       0.473656       0              0              0              0              
12	0	0	47442.9        0.47527        0.475277       0.47527        0.475277       0              0              0              0              
13	0	0	47579.7        0.476912       0.47692        0.476912       0.47692        0              0              0              0              
14	0	0	47783.5        0.478578       0.478585       0.478578       0.478585       0              0              0              0              
15	0	0	47970.3        0.480266       0.480275       0.480266       0.480275       0              0              0              0              
16	0	0	48176.4        0.481981       0.481989       0.481981       0.481989       0              0              0              0              
17	0	0	48266.1        0.483718       0.483726       0.483718       0.483726       0              0              0              0              
18	0	0	48484.9        0.485481       0.485487       0.485481       0.485487       0              0              0              0              
19	0	0	48641.5        0.487266       0.487274       0.487266       0.487274       0              0              0              0              
20	0	0	48835.7        0.489078       0.489086       0.489078       0.489086       0              0              0              0              
21	0	0	49027.6        0.490917       0.490926       0.490917       0.490926       0              0              0              0              
22	0	0	49288.7        0.492784       0.492794       0.492784       0.492794       0              0              0              0              
23	0	0	49400          0.49468        0.494689       0.49468        0.494689       0              0              0              0              
24	0	0	49571.8        0.496603       0.496611       0.496603       0.496611       0              0              0              0              
25	0	0	49777.4        0.498554       0.498563       0.498554       0.498563       0              0              0              0              
26	0	0	49965.5        0.500536       0.500544       0.500536       0.500544       0              0              0              0              
27	0	0	50180.4        0.502548       0.502556       0.502548       0.502556       0              0              0              0              
28	0	0	50402.2        0.504593       0.5046         0.504593       0.5046         0              0              0              0              
29	0	0	50628.9        0.506672       0.506678       0.506672       0.506678       0              0              0              0              
30	0	0	50782.3        0.508778       0.508788       0.508778       0.508788       0              0              0              0              
31	0	0	51077.7        0.510924       0.510932       0.510924       0.510932       0              0              0              0              
32	0	0	51270.6        0.513105       0.513112       0.513105       0.513112       0              0              0              0              
33	0	0	51450.2        0.51532        0.515327       0.51532        0.515327       0              0              0              0              
34	0	0	51649.7        0.517573       0.517578       0.517573       0.517578       0              0              0              0              
35	0	0	51901.2        0.51986        0.519867       0.51986        0.519867       0              0              0              0              
36	0	0	52163.3        0.522189       0.522195       0.522189       0.522195       0              0              0              0              
37	0	0	52425.1        0.52456        0.524565       0.52456        0.524565       0              0              0              0              
38	0	0	52619.7        0.526969       0.526976       0.526969       0.526976       0              0              0              0              
39	0	0	52894.6        0.529424       0.52943        0.529424       0.52943        0              0              0              0              
40	0	0	53084.4        0.531917       0.531926       0.531917       0.531926       0              0              0              0              
41	0	0	53388.8        0.53446        0.534468       0.53446        0.534468       0              0              0              0              
42	0	0	53628.2        0.537048       0.537056       0.537048       0.537056       0              0              0              0              
43	0	0	53893.9        0.539686       0.539692       0.539686       0.539692       0              0              0              0              
44	0	0	54177.8        0.542373       0.542378       0.542373       0.542378       0              0              0              0              
45	0	0	54453.1        0.545112       0.545116       0.545112       0.545116       0              0              0              0              
46	0	0	54655.2        0.547899       0.547903       0.547899       0.547903       0              0              0              0              
47	0	0	54986.9        0.550739       0.550746       0.550739       0.550746       0              0              0              0              
48	0	0	55301.7        0.553638       0.553646       0.553638       0.553646       0              0              0              0              
49	0	0	55534.4        0.556596       0.556602       0.556596       0.556602       0              0              0              0              
50	0	0	55844.5        0.559611       0.559617       0.559611       0.559617       0              0              0              0              
51	0	0	56170.6        0.562689       0.562695       0.562689       0.562695       0              0              0              0              
