i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	49063.6        0.491273       0.491284       0.491273       0.491284       0              0              0              0              
1	0	0	49227.7        0.493145       0.493155       0.493145       0.493155       0              0              0              0              
2	0	0	49439.2        0.495043       0.495055       0.495043       0.495055       0              0              0              0              
3	0	0	49594.5        0.496971       0.496982       0.496971       0.496982       0              0              0              0              
4	0	0	49825          0.498928       0.498939       0.498928       0.498939       0              0              0              0              
5	0	0	50041.7        0.500916       0.500928       0.500916       0.500928       0              0              0              0              
6	0	0	50220.7        0.502934       0.502946       0.502934       0.502946       0              0              0              0              
7	0	0	50424          0.505212       0.505039       0.504984       0.504996       2.78479        2.78172        0              0              
8	0	0	50666.1        0.509846       0.507223       0.507068       0.50708        9.36034        5.58838        0              0              
9	0	0	50861.9        0.509184       0.509197       0.509184       0.509197       0              0              0              0              
10	0	0	51051.3        0.511334       0.511346       0.511334       0.511346       0              0              0              0              
11	0	0	51263.7        0.51352        0.513531       0.51352        0.513531       0              0              0              0              
12	0	0	51497.5        0.515739       0.515752       0.515739       0.515752       0              0              0              0              
13	0	0	51672.5        0.517996       0.51801        0.517996       0.51801        0              0              0              0              
14	0	0	51871.9        0.520292       0.520303       0.520292       0.520303       0              0              0              0              
15	0	0	52176.3        0.522624       0.522637       0.522624       0.522637       0              0              0              0              
16	0	0	52390.9        0.524999       0.525012       0.524999       0.525012       0              0              0              0              
17	0	0	52655.2        0.527417       0.527429       0.527417       0.527429       0              0              0              0              
18	0	0	52847.2        0.529877       0.529887       0.529877       0.529887       0              0              0              0              
19	0	0	53164.4        0.532378       0.532391       0.532378       0.532391       0              0              0              0              
20	0	0	53385.9        0.534929       0.53494        0.534929       0.53494        0              0              0              0              
21	0	0	53631.5        0.537523       0.537534       0.537523       0.537534       0              0              0              0              
22	0	0	53957.3        0.540167       0.540178       0.540167       0.540178       0              0              0              0              
