i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	42615.1        0.426697       0.426701       0.426697       0.426701       0              0              0              0              
1	0	0	42769.5        0.427763       0.427768       0.427763       0.427768       0              0              0              0              
2	0	0	42871.5        0.428841       0.428846       0.428841       0.428846       0              0              0              0              
3	0	0	42954.6        0.42993        0.429934       0.42993        0.429934       0              0              0              0              
4	0	0	43139.9        0.4428         0.431048       0.431031       0.431035       0              0              479.958        435.033        
5	0	0	43169.4        0.432143       0.432147       0.432143       0.432147       0              0              0              0              
6	0	0	43287          0.433266       0.43327        0.433266       0.43327        0              0              0              0              
7	0	0	43438.7        0.434401       0.434406       0.434401       0.434406       0              0              0              0              
8	0	0	43536.1        0.435549       0.435554       0.435549       0.435554       0              0              0              0              
9	0	0	43655.9        0.447694       0.436722       0.436709       0.436714       0              0              471.511        397.231        
10	0	0	43777.4        0.437881       0.437887       0.437881       0.437887       0              0              0              0              
11	0	0	43872.8        0.439068       0.439072       0.439068       0.439072       0              0              0              0              
12	0	0	43964.6        0.440266       0.44027        0.440266       0.44027        0              0              0              0              
13	0	0	44159.3        0.441479       0.441482       0.441479       0.441482       0              0              0              0              
14	0	0	44239.1        0.442703       0.442708       0.442703       0.442708       0              0              0              0              
15	0	0	44354.3        0.443941       0.443947       0.443941       0.443947       0              0              0              0              
16	0	0	44505.3        0.445197       0.445201       0.445197       0.445201       0              0              0              0              
17	0	0	44582.5        0.446463       0.446468       0.446463       0.446468       0              0              0              0              
18	0	0	44706.3        0.447745       0.447749       0.447745       0.447749       0              0              0              0              
19	0	0	44896.8        0.449042       0.449046       0.449042       0.449046       0              0              0              0              
20	0	0	44930.6        0.450353       0.450358       0.450353       0.450358       0              0              0              0              
21	0	0	45054.7        0.451679       0.451683       0.451679       0.451683       0              0              0              0              
22	0	0	45291.6        0.453022       0.453026       0.453022       0.453026       0              0              0              0              
23	0	0	45353.4        0.45438        0.454385       0.45438        0.454385       0              0              0              0              
24	0	0	45572.4        0.455755       0.455761       0.455755       0.455761       0              0              0              0              
25	0	0	45729          0.45715        0.457155       0.45715        0.457155       0              0              0              0              
26	0	0	45782.9        0.45856        0.458565       0.45856        0.458565       0              0              0              0              
27	0	0	45971.9        0.459988       0.459992       0.459988       0.459992       0              0              0              0              
28	0	0	46084          0.461433       0.461437       0.461433       0.461437       0              0              0              0              
29	0	0	46278.6        0.462896       0.4629         0.462896       0.4629         0              0              0              0              
30	0	0	46369.3        0.464377       0.464382       0.464377       0.464382       0              0              0              0              
31	0	0	46554.2        0.46588        0.465882       0.46588        0.465882       0              0              0              0              
32	0	0	46694.2        0.467396       0.467402       0.467396       0.467402       0              0              0              0              
33	0	0	46823.5        0.468937       0.468941       0.468937       0.468941       0              0              0              0              
34	0	0	47026.3        0.470497       0.470501       0.470497       0.470501       0              0              0              0              
35	0	0	47139.7        0.472672       0.472152       0.472076       0.472081       3.88351        3.79709        0              0              
36	0	0	47314.1        0.476038       0.473763       0.473679       0.473682       13.6806        9.30488        0              0              
37	0	0	47476.3        0.4753         0.475305       0.4753         0.475305       0              0              0              0              
38	0	0	47606          0.476946       0.476949       0.476946       0.476949       0              0              0              0              
39	0	0	47767.7        0.478612       0.478615       0.478612       0.478615       0              0              0              0              
40	0	0	47936.9        0.480298       0.480304       0.480298       0.480304       0              0              0              0              
41	0	0	48212.5        0.482015       0.482019       0.482015       0.482019       0              0              0              0              
42	0	0	48382.6        0.483756       0.483759       0.483756       0.483759       0              0              0              0              
43	0	0	48537          0.485519       0.485523       0.485519       0.485523       0              0              0              0              
44	0	0	48626.4        0.487309       0.487311       0.487309       0.487311       0              0              0              0              
45	0	0	48862.6        0.489122       0.489125       0.489122       0.489125       0              0              0              0              
46	0	0	49032.9        0.490961       0.490965       0.490961       0.490965       0              0              0              0              
47	0	0	49198.3        0.49283        0.492831       0.49283        0.492831       0              0              0              0              
48	0	0	49420.9        0.494721       0.494726       0.494721       0.494726       0              0              0              0              
49	0	0	49557.5        0.496646       0.496649       0.496646       0.496649       0              0              0              0              
50	0	0	49830.6        0.498599       0.498602       0.498599       0.498602       0              0              0              0              
51	0	0	50015          0.500583       0.500585       0.500583       0.500585       0              0              0              0              
52	0	0	50198.8        0.502597       0.5026         0.502597       0.5026         0              0              0              0              
53	0	0	50393.3        0.504646       0.504645       0.504646       0.504645       0              0              0              0              
54	0	0	50569.9        0.519687       0.506736       0.506721       0.506721       0              0              525.772        446.202        
55	0	0	50811.6        0.508829       0.508831       0.508829       0.508831       0              0              0              0              
56	0	0	51016.8        0.510973       0.510975       0.510973       0.510975       0              0              0              0              
57	0	0	51262.1        0.513157       0.513155       0.513157       0.513155       0              0              0              0              
58	0	0	51447.1        0.515368       0.51537        0.515368       0.51537        0              0              0              0              
59	0	0	51634.3        0.517624       0.517621       0.517624       0.517621       0              0              0              0              
60	0	0	51862.9        0.519911       0.519909       0.519911       0.519909       0              0              0              0              
61	0	0	52133.3        0.522238       0.522237       0.522238       0.522237       0              0              0              0              
62	0	0	52406.4        0.524606       0.524607       0.524606       0.524607       0              0              0              0              
63	0	0	52600.8        0.527026       0.527018       0.527026       0.527018       0              0              0              0              
64	0	0	52902.7        0.529801       0.529531       0.529474       0.529473       2.94581        2.9245         0              0              
65	0	0	53123.7        0.534645       0.532124       0.531969       0.53197        8.98397        5.62343        0              0              
66	0	0	53423.9        0.536813       0.534622       0.534518       0.534514       11.0422        7.12074        0              0              
67	0	0	53686.6        0.537111       0.537106       0.537111       0.537106       0              0              0              0              
68	0	0	53906.2        0.539751       0.539744       0.539751       0.539744       0              0              0              0              
69	0	0	54179.9        0.542439       0.542432       0.542439       0.542432       0              0              0              0              
70	0	0	54523.2        0.545181       0.545174       0.545181       0.545174       0              0              0              0              
71	0	0	54740.2        0.547971       0.547966       0.547971       0.547966       0              0              0              0              
72	0	0	55003.1        0.567638       0.550826       0.550818       0.550811       0              0              598.481        515.784        
73	0	0	55249.2        0.553714       0.553711       0.553714       0.553711       0              0              0              0              
74	0	0	55519.4        0.556673       0.556667       0.556673       0.556667       0              0              0              0              
75	0	0	55849          0.559694       0.559684       0.559694       0.559684       0              0              0              0              
76	0	0	56278.8        0.562775       0.562767       0.562775       0.562767       0              0              0              0              
77	0	0	56477.4        0.565923       0.565912       0.565923       0.565912       0              0              0              0              
78	0	0	56873.2        0.569137       0.569125       0.569137       0.569125       0              0              0              0              
79	0	0	57177.3        0.572421       0.572406       0.572421       0.572406       0              0              0              0              
80	0	0	57507.5        0.575774       0.57576        0.575774       0.57576        0              0              0              0              
81	0	0	57859.1        0.579203       0.579187       0.579203       0.579187       0              0              0              0              
82	0	0	58126.5        0.582705       0.582688       0.582705       0.582688       0              0              0              0              
83	0	0	58514.4        0.586284       0.586268       0.586284       0.586268       0              0              0              0              
84	0	0	58854.6        0.589951       0.589929       0.589951       0.589929       0              0              0              0              
85	0	0	59255.7        0.593697       0.593678       0.593697       0.593678       0              0              0              0              
86	0	0	59633.1        0.597539       0.597515       0.597539       0.597515       0              0              0              0              
87	0	0	59998          0.601467       0.601443       0.601467       0.601443       0              0              0              0              
88	0	0	60442.8        0.62894        0.605495       0.605501       0.60547        0              0              688.452        587.929        
89	0	0	60886.9        0.609633       0.6096         0.609633       0.6096         0              0              0              0              
90	0	0	61299.1        0.613865       0.613835       0.613865       0.613835       0              0              0              0              
91	0	0	61695.9        0.627394       0.618191       0.618214       0.618178       0              0              499.804        449.457        
92	0	0	62200.2        0.622674       0.622636       0.622674       0.622636       0              0              0              0              
93	0	0	62565.4        0.62725        0.62721        0.62725        0.62721        0              0              0              0              
94	0	0	63051.2        0.631951       0.631908       0.631951       0.631908       0              0              0              0              
95	0	0	63675.6        0.644722       0.636863       0.63679        0.636746       4.0253         3.77614        463.492        410.923        
96	0	0	64100.6        0.643377       0.641777       0.641771       0.641717       16.9554        11.6748        0              0              
97	0	0	64639.4        0.646891       0.646833       0.646891       0.646833       0              0              0              0              
98	0	0	65183.2        0.652159       0.652101       0.652159       0.652101       0              0              0              0              
99	0	0	65735.9        0.657597       0.657529       0.657597       0.657529       0              0              0              0              
100	0	0	66373.4        0.663191       0.663127       0.663191       0.663127       0              0              0              0              
101	0	0	66881.8        0.67745        0.66891        0.668969       0.668898       0              0              500.231        369.143        
102	0	0	67523.4        0.674942       0.674856       0.674942       0.674856       0              0              0              0              
