i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	47589.7        0.476741       0.476751       0.476741       0.476751       0              0              0              0              
1	0	0	47769.6        0.478405       0.478414       0.478405       0.478414       0              0              0              0              
2	0	0	47913.7        0.480091       0.4801         0.480091       0.4801         0              0              0              0              
3	0	0	48120.1        0.481802       0.481811       0.481802       0.481811       0              0              0              0              
4	0	0	48268          0.483535       0.483545       0.483535       0.483545       0              0              0              0              
5	0	0	48432.1        0.485293       0.485303       0.485293       0.485303       0              0              0              0              
6	0	0	48639.9        0.487077       0.487087       0.487077       0.487087       0              0              0              0              
7	0	0	48797.2        0.4982         0.488909       0.488887       0.488896       0              0              459.224        379.629        
8	0	0	49033.5        0.490725       0.490733       0.490725       0.490733       0              0              0              0              
9	0	0	49190.4        0.492586       0.492597       0.492586       0.492597       0              0              0              0              
10	0	0	49366.6        0.494476       0.494487       0.494476       0.494487       0              0              0              0              
11	0	0	49549.1        0.496397       0.496407       0.496397       0.496407       0              0              0              0              
12	0	0	49694.7        0.498342       0.498354       0.498342       0.498354       0              0              0              0              
13	0	0	49930.7        0.50032        0.50033        0.50032        0.50033        0              0              0              0              
14	0	0	50184          0.502329       0.502339       0.502329       0.502339       0              0              0              0              
15	0	0	50358.2        0.50437        0.50438        0.50437        0.50438        0              0              0              0              
16	0	0	50609.7        0.506443       0.506453       0.506443       0.506453       0              0              0              0              
17	0	0	50790          0.590727       0.508604       0.50855        0.50856        0              0              942.653        787.315        
18	0	0	50982.6        0.510689       0.5107         0.510689       0.5107         0              0              0              0              
19	0	0	51218.9        0.512864       0.512874       0.512864       0.512874       0              0              0              0              
20	0	0	51431.7        0.515075       0.515085       0.515075       0.515085       0              0              0              0              
21	0	0	51677.9        0.529246       0.517345       0.517321       0.517333       0              0              516.242        426.29         
22	0	0	51928.8        0.519607       0.519619       0.519607       0.519619       0              0              0              0              
23	0	0	52062.8        0.521929       0.521943       0.521929       0.521943       0              0              0              0              
24	0	0	52372          0.524296       0.524306       0.524296       0.524306       0              0              0              0              
25	0	0	52618          0.526702       0.526713       0.526702       0.526713       0              0              0              0              
26	0	0	52905.5        0.529155       0.529163       0.529155       0.529163       0              0              0              0              
27	0	0	53052.2        0.531644       0.531655       0.531644       0.531655       0              0              0              0              
28	0	0	53326.2        0.53418        0.53419        0.53418        0.53419        0              0              0              0              
