i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	42135.8        0.421803       0.421807       0.421803       0.421807       0              0              0              0              
1	0	0	42255.4        0.42282        0.422824       0.42282        0.422824       0              0              0              0              
2	0	0	42391.7        0.423847       0.423851       0.423847       0.423851       0              0              0              0              
3	0	0	42484          0.424885       0.424889       0.424885       0.424889       0              0              0              0              
4	0	0	42580.8        0.425934       0.425938       0.425934       0.425938       0              0              0              0              
5	0	0	42677.7        0.426992       0.426996       0.426992       0.426996       0              0              0              0              
6	0	0	42751          0.428061       0.428066       0.428061       0.428066       0              0              0              0              
7	0	0	42901.4        0.429141       0.429146       0.429141       0.429146       0              0              0              0              
8	0	0	42908.9        0.430233       0.430236       0.430233       0.430236       0              0              0              0              
9	0	0	43036.1        0.431333       0.431338       0.431333       0.431338       0              0              0              0              
10	0	0	43251.7        0.448843       0.432465       0.432449       0.432452       0              0              543.4          415.261        
11	0	0	43332.9        0.433574       0.433579       0.433574       0.433579       0              0              0              0              
12	0	0	43412          0.434714       0.434717       0.434714       0.434717       0              0              0              0              
13	0	0	43552.2        0.439316       0.436047       0.435865       0.435868       8.1927         4.80478        0              0              
14	0	0	43704.6        0.437027       0.437032       0.437027       0.437032       0              0              0              0              
15	0	0	43759.2        0.438202       0.438208       0.438202       0.438208       0              0              0              0              
16	0	0	43907.2        0.439391       0.439396       0.439391       0.439396       0              0              0              0              
17	0	0	44058.1        0.440596       0.440599       0.440596       0.440599       0              0              0              0              
18	0	0	44135.5        0.44181        0.441814       0.44181        0.441814       0              0              0              0              
19	0	0	44210.2        0.443038       0.443042       0.443038       0.443042       0              0              0              0              
20	0	0	44394.2        0.44428        0.444284       0.44428        0.444284       0              0              0              0              
21	0	0	44496.6        0.445537       0.445541       0.445537       0.445541       0              0              0              0              
22	0	0	44640.6        0.446809       0.446812       0.446809       0.446812       0              0              0              0              
23	0	0	44748.7        0.448094       0.448097       0.448094       0.448097       0              0              0              0              
24	0	0	44928.5        0.449395       0.449398       0.449395       0.449398       0              0              0              0              
25	0	0	45052.8        0.450712       0.450716       0.450712       0.450716       0              0              0              0              
26	0	0	45228.1        0.452045       0.452049       0.452045       0.452049       0              0              0              0              
27	0	0	45294.9        0.453393       0.453397       0.453393       0.453397       0              0              0              0              
28	0	0	45418.9        0.454758       0.454761       0.454758       0.454761       0              0              0              0              
