i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	85220.3        0.426696       0.426701       0.426696       0.426701       0              0              0              0              
1	0	0	85438.2        0.427762       0.427766       0.427762       0.427766       0              0              0              0              
2	0	0	85560.3        0.428838       0.428842       0.428838       0.428842       0              0              0              0              
3	0	0	85939.9        0.429925       0.42993        0.429925       0.42993        0              0              0              0              
4	0	0	86068.6        0.431025       0.43103        0.431025       0.43103        0              0              0              0              
5	0	0	86410.5        0.432136       0.432141       0.432136       0.432141       0              0              0              0              
6	0	0	86656.7        0.433261       0.433265       0.433261       0.433265       0              0              0              0              
7	0	0	86822.7        0.434396       0.4344         0.434396       0.4344         0              0              0              0              
8	0	0	86977.4        0.435542       0.435547       0.435542       0.435547       0              0              0              0              
9	0	0	87251.5        0.44217        0.436712       0.436702       0.436706       0              0              469.019        425.16         
10	0	0	87443.7        0.437874       0.437878       0.437874       0.437878       0              0              0              0              
11	0	0	87718.9        0.439058       0.439063       0.439058       0.439063       0              0              0              0              
12	0	0	87931          0.440256       0.44026        0.440256       0.44026        0              0              0              0              
13	0	0	88180          0.441467       0.441471       0.441467       0.441471       0              0              0              0              
14	0	0	88429.6        0.442691       0.442696       0.442691       0.442696       0              0              0              0              
15	0	0	88798.8        0.443931       0.443935       0.443931       0.443935       0              0              0              0              
16	0	0	88949.7        0.445184       0.445189       0.445184       0.445189       0              0              0              0              
17	0	0	89220.5        0.446451       0.446456       0.446451       0.446456       0              0              0              0              
18	0	0	89561.1        0.447733       0.447738       0.447733       0.447738       0              0              0              0              
19	0	0	89723.5        0.461494       0.449043       0.449031       0.449036       0              0              643.642        510.459        
20	0	0	90001.2        0.450342       0.450348       0.450342       0.450348       0              0              0              0              
21	0	0	90202.3        0.45167        0.451675       0.45167        0.451675       0              0              0              0              
22	0	0	90491.4        0.464922       0.453026       0.453012       0.453018       0              0              631.74         551.276        
23	0	0	90773.8        0.454372       0.454376       0.454372       0.454376       0              0              0              0              
24	0	0	91068.2        0.455748       0.455752       0.455748       0.455752       0              0              0              0              
25	0	0	91311.8        0.45714        0.457144       0.45714        0.457144       0              0              0              0              
26	0	0	91547.4        0.458573       0.458559       0.458549       0.458553       1.86882        1.86882        0              0              
27	0	0	91898.9        0.460237       0.46003        0.459975       0.459979       2.36994        2.32652        0              0              
28	0	0	92189.2        0.462976       0.461501       0.46142        0.461424       9.12224        5.40666        0              0              
29	0	0	92503          0.462883       0.462887       0.462883       0.462887       0              0              0              0              
30	0	0	92773.2        0.464363       0.464368       0.464363       0.464368       0              0              0              0              
31	0	0	93160.8        0.465865       0.465869       0.465865       0.465869       0              0              0              0              
32	0	0	93405.5        0.467386       0.46739        0.467386       0.46739        0              0              0              0              
33	0	0	93667.8        0.468926       0.468929       0.468926       0.468929       0              0              0              0              
34	0	0	93955.1        0.470483       0.470488       0.470483       0.470488       0              0              0              0              
35	0	0	94344          0.472064       0.472068       0.472064       0.472068       0              0              0              0              
36	0	0	94686.8        0.473664       0.47367        0.473664       0.47367        0              0              0              0              
37	0	0	95005.4        0.475289       0.475293       0.475289       0.475293       0              0              0              0              
38	0	0	95288.7        0.477024       0.476952       0.476937       0.476939       3.14255        3.13501        0              0              
39	0	0	95609.4        0.48002        0.478671       0.478602       0.478606       9.98829        6.19095        0              0              
40	0	0	95917.9        0.486052       0.4803         0.480292       0.480295       0              0              497.77         416.795        
41	0	0	96353.5        0.482007       0.48201        0.482007       0.48201        0              0              0              0              
42	0	0	96595          0.483743       0.483748       0.483743       0.483748       0              0              0              0              
43	0	0	96964.7        0.485506       0.48551        0.485506       0.48551        0              0              0              0              
44	0	0	97301.9        0.487293       0.487297       0.487293       0.487297       0              0              0              0              
45	0	0	97787.9        0.489109       0.489111       0.489109       0.489111       0              0              0              0              
46	0	0	98081.5        0.507564       0.490964       0.490949       0.490952       0              0              723.997        571.921        
47	0	0	98467.9        0.492815       0.492819       0.492815       0.492819       0              0              0              0              
48	0	0	98791.1        0.494712       0.494714       0.494712       0.494714       0              0              0              0              
49	0	0	99207.6        0.496634       0.496638       0.496634       0.496638       0              0              0              0              
50	0	0	99603.4        0.498587       0.49859        0.498587       0.49859        0              0              0              0              
51	0	0	100077         0.500572       0.500574       0.500572       0.500574       0              0              0              0              
52	0	0	100402         0.502586       0.502588       0.502586       0.502588       0              0              0              0              
53	0	0	100759         0.51152        0.504639       0.50463        0.504633       0              0              539.551        444.767        
54	0	0	101132         0.506708       0.506708       0.506708       0.506708       0              0              0              0              
55	0	0	101681         0.508815       0.508819       0.508815       0.508819       0              0              0              0              
56	0	0	102073         0.510963       0.510964       0.510963       0.510964       0              0              0              0              
57	0	0	102474         0.513142       0.513143       0.513142       0.513143       0              0              0              0              
58	0	0	103033         0.51536        0.51536        0.51536        0.51536        0              0              0              0              
59	0	0	103400         0.517614       0.517614       0.517614       0.517614       0              0              0              0              
60	0	0	103843         0.519904       0.519904       0.519904       0.519904       0              0              0              0              
61	0	0	104322         0.522234       0.522234       0.522234       0.522234       0              0              0              0              
62	0	0	104827         0.524604       0.524604       0.524604       0.524604       0              0              0              0              
63	0	0	105196         0.527017       0.527016       0.527017       0.527016       0              0              0              0              
64	0	0	105788         0.52947        0.529469       0.52947        0.529469       0              0              0              0              
65	0	0	106263         0.531969       0.531968       0.531969       0.531968       0              0              0              0              
66	0	0	106769         0.534512       0.53451        0.534512       0.53451        0              0              0              0              
67	0	0	107257         0.537104       0.537099       0.537104       0.537099       0              0              0              0              
68	0	0	107721         0.53974        0.539736       0.53974        0.539736       0              0              0              0              
69	0	0	108288         0.542423       0.542421       0.542423       0.542421       0              0              0              0              
70	0	0	108852         0.561471       0.54517        0.545165       0.545157       0              0              744.233        593.333        
71	0	0	109502         0.547955       0.547949       0.547955       0.547949       0              0              0              0              
72	0	0	109912         0.550797       0.550793       0.550797       0.550793       0              0              0              0              
73	0	0	110612         0.5537         0.553693       0.5537         0.553693       0              0              0              0              
74	0	0	111103         0.556655       0.556651       0.556655       0.556651       0              0              0              0              
75	0	0	111780         0.55968        0.559669       0.55968        0.559669       0              0              0              0              
76	0	0	112438         0.562759       0.562751       0.562759       0.562751       0              0              0              0              
