i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	76527.5        0.382751       0.382752       0.382751       0.382752       0              0              0              0              
1	0	0	76614          0.383425       0.383426       0.383425       0.383426       0              0              0              0              
2	0	0	76776.6        0.384105       0.384106       0.384105       0.384106       0              0              0              0              
3	0	0	76917.4        0.384789       0.38479        0.384789       0.38479        0              0              0              0              
4	0	0	77039.9        0.385479       0.38548        0.385479       0.38548        0              0              0              0              
5	0	0	77204.5        0.386174       0.386175       0.386174       0.386175       0              0              0              0              
6	0	0	77371.6        0.386875       0.386876       0.386875       0.386876       0              0              0              0              
7	0	0	77431.3        0.387581       0.387582       0.387581       0.387582       0              0              0              0              
8	0	0	77600.3        0.388293       0.388293       0.388293       0.388293       0              0              0              0              
9	0	0	77736.8        0.38901        0.389011       0.38901        0.389011       0              0              0              0              
10	0	0	77879.5        0.396582       0.389739       0.389732       0.389733       0              0              488.267        376.828        
11	0	0	77997.3        0.390461       0.390462       0.390461       0.390462       0              0              0              0              
12	0	0	78139.2        0.391195       0.391196       0.391195       0.391196       0              0              0              0              
13	0	0	78315.5        0.391936       0.391936       0.391936       0.391936       0              0              0              0              
14	0	0	78461.9        0.392682       0.392683       0.392682       0.392683       0              0              0              0              
15	0	0	78637.8        0.399969       0.393442       0.393435       0.393436       0              0              482.121        442.094        
16	0	0	78751.8        0.394194       0.394194       0.394194       0.394194       0              0              0              0              
17	0	0	78927.4        0.394959       0.394959       0.394959       0.394959       0              0              0              0              
18	0	0	79026.9        0.395729       0.395731       0.395729       0.395731       0              0              0              0              
19	0	0	79277.4        0.396508       0.396509       0.396508       0.396509       0              0              0              0              
20	0	0	79394.8        0.397293       0.397293       0.397293       0.397293       0              0              0              0              
21	0	0	79532.4        0.398083       0.398084       0.398083       0.398084       0              0              0              0              
22	0	0	79784.1        0.398881       0.398882       0.398881       0.398882       0              0              0              0              
23	0	0	79852.8        0.399687       0.399687       0.399687       0.399687       0              0              0              0              
24	0	0	80024.9        0.400498       0.400498       0.400498       0.400498       0              0              0              0              
25	0	0	80160.7        0.401316       0.401317       0.401316       0.401317       0              0              0              0              
26	0	0	80342.8        0.402141       0.402142       0.402141       0.402142       0              0              0              0              
27	0	0	80523.6        0.402974       0.402975       0.402974       0.402975       0              0              0              0              
28	0	0	80718.3        0.403815       0.403815       0.403815       0.403815       0              0              0              0              
29	0	0	80910          0.404662       0.404663       0.404662       0.404663       0              0              0              0              
30	0	0	81005.8        0.405518       0.405519       0.405518       0.405519       0              0              0              0              
31	0	0	81195          0.417197       0.406389       0.40638        0.406381       0              0              585.604        451.013        
32	0	0	81360.2        0.40725        0.407251       0.40725        0.407251       0              0              0              0              
33	0	0	81500.6        0.408129       0.408129       0.408129       0.408129       0              0              0              0              
34	0	0	81673.4        0.409014       0.409015       0.409014       0.409015       0              0              0              0              
35	0	0	81915.9        0.409908       0.409909       0.409908       0.409909       0              0              0              0              
36	0	0	82004.3        0.410811       0.410811       0.410811       0.410811       0              0              0              0              
37	0	0	82289.8        0.411721       0.411722       0.411721       0.411722       0              0              0              0              
38	0	0	82434.3        0.431764       0.412655       0.412641       0.412641       0              0              717.173        511.859        
39	0	0	82643.7        0.413569       0.41357        0.413569       0.41357        0              0              0              0              
40	0	0	82823.2        0.414506       0.414506       0.414506       0.414506       0              0              0              0              
41	0	0	82975.2        0.415451       0.415452       0.415451       0.415452       0              0              0              0              
42	0	0	83191.5        0.416404       0.416406       0.416404       0.416406       0              0              0              0              
43	0	0	83555.2        0.417371       0.417371       0.417371       0.417371       0              0              0              0              
44	0	0	83588.2        0.418346       0.418345       0.418346       0.418345       0              0              0              0              
45	0	0	83749.3        0.419327       0.419327       0.419327       0.419327       0              0              0              0              
46	0	0	83948.8        0.420319       0.420319       0.420319       0.420319       0              0              0              0              
47	0	0	84162          0.428785       0.421328       0.42132        0.42132        0              0              519.399        391.337        
48	0	0	84431          0.422332       0.422332       0.422332       0.422332       0              0              0              0              
