i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	82423          0.420486       0.412528       0.412519       0.412522       0              0              528.654        433.665        
1	0	0	82653.6        0.413446       0.41345        0.413446       0.41345        0              0              0              0              
2	0	0	82813.6        0.414382       0.414385       0.414382       0.414385       0              0              0              0              
3	0	0	82984          0.415327       0.415329       0.415327       0.415329       0              0              0              0              
4	0	0	83123.6        0.422679       0.416288       0.41628        0.416283       0              0              488.807        402.635        
5	0	0	83314.1        0.417241       0.417245       0.417241       0.417245       0              0              0              0              
6	0	0	83529.3        0.418212       0.418216       0.418212       0.418216       0              0              0              0              
7	0	0	83870.7        0.419195       0.419198       0.419195       0.419198       0              0              0              0              
8	0	0	83928.2        0.420186       0.420189       0.420186       0.420189       0              0              0              0              
9	0	0	84119.8        0.421186       0.421189       0.421186       0.421189       0              0              0              0              
10	0	0	84328          0.422196       0.422199       0.422196       0.422199       0              0              0              0              
11	0	0	84594.7        0.423217       0.42322        0.423217       0.42322        0              0              0              0              
12	0	0	84730.9        0.424248       0.424251       0.424248       0.424251       0              0              0              0              
13	0	0	84972.4        0.425289       0.425292       0.425289       0.425292       0              0              0              0              
14	0	0	85187          0.42634        0.426343       0.42634        0.426343       0              0              0              0              
15	0	0	85340.5        0.427401       0.427405       0.427401       0.427405       0              0              0              0              
16	0	0	85601.6        0.435253       0.428515       0.428475       0.428478       2.41403        2.41132        497.945        437.184        
17	0	0	85819.6        0.431283       0.429647       0.42956        0.429563       8.40531        4.96095        0              0              
18	0	0	86124.7        0.430656       0.430659       0.430656       0.430659       0              0              0              0              
19	0	0	86282.5        0.436933       0.431771       0.431764       0.431767       0              0              458.016        383.492        
20	0	0	86597.4        0.432883       0.432887       0.432883       0.432887       0              0              0              0              
21	0	0	86743          0.434015       0.434018       0.434015       0.434018       0              0              0              0              
22	0	0	87019.3        0.435159       0.435162       0.435159       0.435162       0              0              0              0              
23	0	0	87142.1        0.436314       0.436317       0.436314       0.436317       0              0              0              0              
24	0	0	87376.5        0.437482       0.437485       0.437482       0.437485       0              0              0              0              
25	0	0	87605.3        0.438662       0.438665       0.438662       0.438665       0              0              0              0              
26	0	0	87925.3        0.439856       0.439858       0.439856       0.439858       0              0              0              0              
27	0	0	88168.5        0.441063       0.441066       0.441063       0.441066       0              0              0              0              
28	0	0	88346.2        0.442283       0.442286       0.442283       0.442286       0              0              0              0              
29	0	0	88542.7        0.443517       0.443519       0.443517       0.443519       0              0              0              0              
30	0	0	88832          0.444764       0.444767       0.444764       0.444767       0              0              0              0              
31	0	0	89141.8        0.446025       0.446029       0.446025       0.446029       0              0              0              0              
32	0	0	89414.6        0.447828       0.44737        0.447304       0.447307       3.61989        3.22968        0              0              
33	0	0	89640.2        0.450004       0.448677       0.448596       0.448599       7.57457        3.40666        0              0              
34	0	0	89938.7        0.451456       0.449981       0.449903       0.449906       8.96819        5.50428        0              0              
35	0	0	90204.8        0.451226       0.451229       0.451226       0.451229       0              0              0              0              
36	0	0	90451.3        0.452565       0.452567       0.452565       0.452567       0              0              0              0              
37	0	0	90674          0.453919       0.453921       0.453919       0.453921       0              0              0              0              
38	0	0	90989.7        0.455288       0.455291       0.455288       0.455291       0              0              0              0              
39	0	0	91262.3        0.456676       0.456678       0.456676       0.456678       0              0              0              0              
40	0	0	91474.3        0.458079       0.458081       0.458079       0.458081       0              0              0              0              
41	0	0	91784.3        0.4595         0.459502       0.4595         0.459502       0              0              0              0              
42	0	0	92105.1        0.460939       0.460941       0.460939       0.460941       0              0              0              0              
43	0	0	92413.1        0.462396       0.462398       0.462396       0.462398       0              0              0              0              
