i	j	k	Dose(Gy)       
0	0	0	4.52865e-08    
1	0	0	4.55272e-08    
2	0	0	4.56625e-08    
3	0	0	4.58569e-08    
4	0	0	4.59742e-08    
5	0	0	4.61377e-08    
6	0	0	4.62498e-08    
7	0	0	4.6391e-08     
8	0	0	4.65371e-08    
9	0	0	4.67238e-08    
10	0	0	4.68376e-08    
11	0	0	4.70156e-08    
12	0	0	4.71852e-08    
13	0	0	4.73923e-08    
14	0	0	4.75032e-08    
15	0	0	4.76982e-08    
16	0	0	4.78565e-08    
17	0	0	4.7997e-08     
18	0	0	4.81888e-08    
19	0	0	4.83524e-08    
20	0	0	4.8532e-08     
21	0	0	4.86666e-08    
22	0	0	4.88314e-08    
23	0	0	4.90494e-08    
24	0	0	4.92027e-08    
25	0	0	4.9431e-08     
26	0	0	4.96241e-08    
27	0	0	4.97884e-08    
28	0	0	5.0035e-08     
29	0	0	5.02201e-08    
30	0	0	5.04379e-08    
31	0	0	5.06213e-08    
32	0	0	5.08316e-08    
33	0	0	5.10729e-08    
34	0	0	5.12773e-08    
35	0	0	5.14914e-08    
36	0	0	5.17143e-08    
37	0	0	5.19585e-08    
38	0	0	5.22075e-08    
39	0	0	5.24203e-08    
40	0	0	5.26516e-08    
41	0	0	5.28839e-08    
42	0	0	5.31375e-08    
43	0	0	5.34037e-08    
44	0	0	5.36398e-08    
45	0	0	5.39043e-08    
46	0	0	5.42052e-08    
47	0	0	5.44459e-08    
48	0	0	5.47433e-08    
49	0	0	5.49827e-08    
50	0	0	5.5301e-08     
51	0	0	5.55426e-08    
52	0	0	5.59193e-08    
53	0	0	5.61991e-08    
54	0	0	5.64674e-08    
55	0	0	5.68301e-08    
56	0	0	5.71716e-08    
57	0	0	5.74459e-08    
58	0	0	5.78229e-08    
59	0	0	5.81934e-08    
60	0	0	5.85432e-08    
61	0	0	5.88637e-08    
62	0	0	5.92531e-08    
63	0	0	5.96267e-08    
64	0	0	6.0037e-08     
65	0	0	6.04919e-08    
66	0	0	6.08367e-08    
67	0	0	6.12557e-08    
68	0	0	6.16917e-08    
69	0	0	6.20975e-08    
70	0	0	6.25803e-08    
71	0	0	6.30774e-08    
72	0	0	6.3586e-08     
73	0	0	6.4103e-08     
74	0	0	6.46547e-08    
75	0	0	6.52057e-08    
76	0	0	6.57268e-08    
77	0	0	6.62926e-08    
78	0	0	6.68836e-08    
79	0	0	6.74365e-08    
80	0	0	6.8031e-08     
81	0	0	6.8656e-08     
82	0	0	6.93413e-08    
83	0	0	6.99826e-08    
84	0	0	7.07344e-08    
85	0	0	7.14442e-08    
86	0	0	7.21956e-08    
87	0	0	7.29847e-08    
88	0	0	7.37816e-08    
89	0	0	7.46283e-08    
90	0	0	7.55172e-08    
91	0	0	7.64656e-08    
92	0	0	7.74393e-08    
93	0	0	7.84137e-08    
94	0	0	7.94837e-08    
95	0	0	8.05673e-08    
96	0	0	8.17648e-08    
97	0	0	8.2994e-08     
98	0	0	8.42639e-08    
99	0	0	8.56254e-08    
100	0	0	8.701e-08      
101	0	0	8.8609e-08     
102	0	0	9.01773e-08    
103	0	0	9.19385e-08    
104	0	0	9.37406e-08    
105	0	0	9.5733e-08     
106	0	0	9.78758e-08    
107	0	0	1.00203e-07    
108	0	0	1.02672e-07    
109	0	0	1.05405e-07    
110	0	0	1.08381e-07    
111	0	0	1.11646e-07    
112	0	0	1.15272e-07    
113	0	0	1.19348e-07    
114	0	0	1.23973e-07    
115	0	0	1.2926e-07     
116	0	0	1.35331e-07    
117	0	0	1.42559e-07    
118	0	0	1.51389e-07    
119	0	0	1.62346e-07    
120	0	0	1.76827e-07    
