i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	78751.6        0.393801       0.393803       0.393801       0.393803       0              0              0              0              
1	0	0	78870.6        0.394563       0.394565       0.394563       0.394565       0              0              0              0              
2	0	0	79081          0.395332       0.395334       0.395332       0.395334       0              0              0              0              
3	0	0	79108.2        0.396107       0.396108       0.396107       0.396108       0              0              0              0              
4	0	0	79311.3        0.396887       0.396889       0.396887       0.396889       0              0              0              0              
5	0	0	79557.8        0.397676       0.397678       0.397676       0.397678       0              0              0              0              
6	0	0	79657.5        0.398471       0.398472       0.398471       0.398472       0              0              0              0              
7	0	0	79854.1        0.399272       0.399274       0.399272       0.399274       0              0              0              0              
8	0	0	79952.1        0.40008        0.400082       0.40008        0.400082       0              0              0              0              
9	0	0	80086.9        0.400896       0.400897       0.400896       0.400897       0              0              0              0              
10	0	0	80324.8        0.401718       0.401719       0.401718       0.401719       0              0              0              0              
11	0	0	80497          0.402548       0.402549       0.402548       0.402549       0              0              0              0              
12	0	0	80697.7        0.403384       0.403386       0.403384       0.403386       0              0              0              0              
13	0	0	80848          0.404229       0.404231       0.404229       0.404231       0              0              0              0              
14	0	0	80947.5        0.405081       0.405082       0.405081       0.405082       0              0              0              0              
15	0	0	81107.8        0.40594        0.405941       0.40594        0.405941       0              0              0              0              
16	0	0	81321.7        0.406806       0.406808       0.406806       0.406808       0              0              0              0              
17	0	0	81458.7        0.40768        0.407682       0.40768        0.407682       0              0              0              0              
18	0	0	81721.3        0.408564       0.408565       0.408564       0.408565       0              0              0              0              
19	0	0	81865.9        0.409454       0.409456       0.409454       0.409456       0              0              0              0              
20	0	0	82058.9        0.410353       0.410355       0.410353       0.410355       0              0              0              0              
21	0	0	82167.7        0.41126        0.411262       0.41126        0.411262       0              0              0              0              
22	0	0	82383.3        0.412176       0.412177       0.412176       0.412177       0              0              0              0              
23	0	0	82565.8        0.413099       0.413101       0.413099       0.413101       0              0              0              0              
24	0	0	82690.4        0.414032       0.414033       0.414032       0.414033       0              0              0              0              
25	0	0	82991          0.414973       0.414975       0.414973       0.414975       0              0              0              0              
26	0	0	83123.1        0.415924       0.415925       0.415924       0.415925       0              0              0              0              
27	0	0	83277.2        0.416883       0.416884       0.416883       0.416884       0              0              0              0              
28	0	0	83550.9        0.417852       0.417853       0.417852       0.417853       0              0              0              0              
29	0	0	83655.5        0.41883        0.418831       0.41883        0.418831       0              0              0              0              
30	0	0	83964.3        0.419817       0.419818       0.419817       0.419818       0              0              0              0              
31	0	0	84044.2        0.426803       0.420822       0.420813       0.420816       0              0              478.416        431.35         
32	0	0	84277.3        0.421821       0.421822       0.421821       0.421822       0              0              0              0              
33	0	0	84464.8        0.422838       0.422839       0.422838       0.422839       0              0              0              0              
34	0	0	84634.7        0.423864       0.423865       0.423864       0.423865       0              0              0              0              
35	0	0	84908.3        0.4249         0.424902       0.4249         0.424902       0              0              0              0              
36	0	0	85046.8        0.436495       0.425958       0.425949       0.42595        0              0              588.178        499.394        
37	0	0	85243.8        0.427006       0.427007       0.427006       0.427007       0              0              0              0              
38	0	0	85542.1        0.428075       0.428076       0.428075       0.428076       0              0              0              0              
39	0	0	85709.1        0.429156       0.429156       0.429156       0.429156       0              0              0              0              
40	0	0	85984          0.430247       0.430248       0.430247       0.430248       0              0              0              0              
41	0	0	86210.7        0.431349       0.431351       0.431349       0.431351       0              0              0              0              
42	0	0	86388.4        0.432465       0.432465       0.432465       0.432465       0              0              0              0              
43	0	0	86704.3        0.433592       0.433592       0.433592       0.433592       0              0              0              0              
44	0	0	86827.9        0.43473        0.434731       0.43473        0.434731       0              0              0              0              
45	0	0	87154.1        0.435882       0.435882       0.435882       0.435882       0              0              0              0              
46	0	0	87369.3        0.437044       0.437046       0.437044       0.437046       0              0              0              0              
47	0	0	87537.7        0.438221       0.438222       0.438221       0.438222       0              0              0              0              
48	0	0	87765.3        0.43941        0.43941        0.43941        0.43941        0              0              0              0              
49	0	0	88163.8        0.445526       0.440617       0.440612       0.440613       0              0              454.247        389.172        
50	0	0	88301          0.441828       0.441829       0.441828       0.441829       0              0              0              0              
51	0	0	88549.7        0.443058       0.443058       0.443058       0.443058       0              0              0              0              
52	0	0	88735.3        0.4443         0.444301       0.4443         0.444301       0              0              0              0              
53	0	0	89056.8        0.44556        0.445558       0.44556        0.445558       0              0              0              0              
54	0	0	89262.5        0.456758       0.446838       0.44683        0.44683        0              0              585.467        513.017        
55	0	0	89529.9        0.448116       0.448116       0.448116       0.448116       0              0              0              0              
56	0	0	89903.5        0.449418       0.449418       0.449418       0.449418       0              0              0              0              
57	0	0	90236.9        0.450736       0.450737       0.450736       0.450737       0              0              0              0              
58	0	0	90338          0.452071       0.45207        0.452071       0.45207        0              0              0              0              
59	0	0	90544          0.453417       0.453417       0.453417       0.453417       0              0              0              0              
60	0	0	90858.5        0.45478        0.454781       0.45478        0.454781       0              0              0              0              
61	0	0	91059          0.45616        0.456161       0.45616        0.456161       0              0              0              0              
62	0	0	91404.6        0.45756        0.457557       0.45756        0.457557       0              0              0              0              
63	0	0	91718.3        0.458974       0.458972       0.458974       0.458972       0              0              0              0              
64	0	0	91991.2        0.460403       0.460404       0.460403       0.460404       0              0              0              0              
65	0	0	92276.2        0.461856       0.461854       0.461856       0.461854       0              0              0              0              
66	0	0	92571          0.473052       0.46333        0.463324       0.463323       0              0              593.07         501.42         
67	0	0	92875.3        0.469482       0.464815       0.46481        0.46481        0              0              452.377        380.214        
68	0	0	93176.2        0.466317       0.466316       0.466317       0.466316       0              0              0              0              
69	0	0	93535.9        0.467844       0.467842       0.467844       0.467842       0              0              0              0              
70	0	0	93832.4        0.469392       0.469388       0.469392       0.469388       0              0              0              0              
71	0	0	94046.7        0.470956       0.470954       0.470956       0.470954       0              0              0              0              
72	0	0	94416.3        0.472543       0.47254        0.472543       0.47254        0              0              0              0              
73	0	0	94687.6        0.474148       0.474147       0.474148       0.474147       0              0              0              0              
74	0	0	95025.7        0.480783       0.475782       0.47578        0.475776       0              0              468.893        455.86         
75	0	0	95316.9        0.477428       0.477426       0.477428       0.477426       0              0              0              0              
76	0	0	95789.2        0.479446       0.479144       0.479104       0.479101       3.84651        3.72107        0              0              
77	0	0	95991.8        0.481989       0.480836       0.480801       0.480798       14.7396        9.66813        0              0              
78	0	0	96453.7        0.487367       0.482526       0.482523       0.482519       0              0              463.835        373.296        
79	0	0	96725.7        0.484268       0.484264       0.484268       0.484264       0              0              0              0              
80	0	0	97120.5        0.486042       0.486035       0.486042       0.486035       0              0              0              0              
81	0	0	97469.2        0.496103       0.487838       0.487835       0.48783        0              0              567.493        451.064        
82	0	0	97836          0.489659       0.489653       0.489659       0.489653       0              0              0              0              
83	0	0	98231.1        0.491508       0.491502       0.491508       0.491502       0              0              0              0              
84	0	0	98571.4        0.493384       0.493378       0.493384       0.493378       0              0              0              0              
85	0	0	98939.8        0.49529        0.495282       0.49529        0.495282       0              0              0              0              
86	0	0	99341.3        0.497221       0.497214       0.497221       0.497214       0              0              0              0              
87	0	0	99774.7        0.499185       0.499177       0.499185       0.499177       0              0              0              0              
88	0	0	100143         0.501176       0.501169       0.501176       0.501169       0              0              0              0              
89	0	0	100558         0.503203       0.503193       0.503203       0.503193       0              0              0              0              
90	0	0	100993         0.505256       0.505249       0.505256       0.505249       0              0              0              0              
91	0	0	101316         0.507347       0.507337       0.507347       0.507337       0              0              0              0              
92	0	0	101715         0.515714       0.509463       0.509464       0.509457       0              0              522.377        428.654        
93	0	0	102180         0.516375       0.511618       0.511623       0.511612       1.60947        1.60947        472.027        419.113        
94	0	0	102621         0.513908       0.51383        0.513814       0.513802       1.76883        1.76392        0              0              
95	0	0	103085         0.516229       0.51607        0.51604        0.516029       2.34395        2.3075         0              0              
96	0	0	103576         0.558134       0.518397       0.518308       0.518294       8.76487        5.16615        932.395        797.288        
97	0	0	103981         0.52061        0.520597       0.52061        0.520597       0              0              0              0              
98	0	0	104522         0.522953       0.522939       0.522953       0.522939       0              0              0              0              
99	0	0	104829         0.525338       0.525322       0.525338       0.525322       0              0              0              0              
100	0	0	105371         0.52776        0.527744       0.52776        0.527744       0              0              0              0              
101	0	0	105952         0.530227       0.530212       0.530227       0.530212       0              0              0              0              
