i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	83775.8        0.419421       0.419424       0.419421       0.419424       0              0              0              0              
1	0	0	84021.6        0.420414       0.420418       0.420414       0.420418       0              0              0              0              
2	0	0	84240.2        0.421417       0.421421       0.421417       0.421421       0              0              0              0              
3	0	0	84347.3        0.422429       0.422433       0.422429       0.422433       0              0              0              0              
4	0	0	84552          0.423451       0.423455       0.423451       0.423455       0              0              0              0              
5	0	0	84826.8        0.424494       0.42449        0.424484       0.424489       2.0631         2.0631         0              0              
6	0	0	85014          0.425997       0.425598       0.425528       0.425532       2.93087        2.80082        0              0              
7	0	0	85246.3        0.428003       0.426634       0.426582       0.426586       12.142         7.93113        0              0              
8	0	0	85442.1        0.427648       0.427651       0.427648       0.427651       0              0              0              0              
9	0	0	85650.1        0.428723       0.428727       0.428723       0.428727       0              0              0              0              
10	0	0	85907.7        0.42981        0.429814       0.42981        0.429814       0              0              0              0              
11	0	0	86096.1        0.430909       0.430912       0.430909       0.430912       0              0              0              0              
12	0	0	86392.4        0.432019       0.432023       0.432019       0.432023       0              0              0              0              
13	0	0	86466.2        0.43314        0.433144       0.43314        0.433144       0              0              0              0              
14	0	0	86879.2        0.434274       0.434278       0.434274       0.434278       0              0              0              0              
15	0	0	87009.6        0.437143       0.435512       0.435421       0.435425       8.31531        4.8411         0              0              
16	0	0	87199.4        0.436578       0.436583       0.436578       0.436583       0              0              0              0              
17	0	0	87440.8        0.437749       0.437753       0.437749       0.437753       0              0              0              0              
18	0	0	87751.6        0.438933       0.438937       0.438933       0.438937       0              0              0              0              
19	0	0	87934.8        0.44013        0.440134       0.44013        0.440134       0              0              0              0              
20	0	0	88175.2        0.44134        0.441343       0.44134        0.441343       0              0              0              0              
21	0	0	88472.6        0.447966       0.442571       0.442563       0.442567       0              0              472.924        419.355        
22	0	0	88621.8        0.443802       0.443804       0.443802       0.443804       0              0              0              0              
23	0	0	88992.5        0.445052       0.445056       0.445052       0.445056       0              0              0              0              
24	0	0	89162          0.446317       0.446322       0.446317       0.446322       0              0              0              0              
25	0	0	89373.1        0.463443       0.447614       0.447597       0.447601       0              0              543.541        442.536        
26	0	0	89741.7        0.448893       0.448897       0.448893       0.448897       0              0              0              0              
27	0	0	89912.4        0.450203       0.450207       0.450203       0.450207       0              0              0              0              
28	0	0	90218.4        0.451529       0.451532       0.451529       0.451532       0              0              0              0              
29	0	0	90503.4        0.45287        0.452874       0.45287        0.452874       0              0              0              0              
30	0	0	90668.3        0.454228       0.454231       0.454228       0.454231       0              0              0              0              
31	0	0	90971.9        0.4556         0.455604       0.4556         0.455604       0              0              0              0              
32	0	0	91268          0.45699        0.456993       0.45699        0.456993       0              0              0              0              
33	0	0	91577.7        0.458398       0.458401       0.458398       0.458401       0              0              0              0              
34	0	0	91899.2        0.459821       0.459826       0.459821       0.459826       0              0              0              0              
35	0	0	92108.4        0.461264       0.461268       0.461264       0.461268       0              0              0              0              
36	0	0	92481.1        0.462725       0.462729       0.462725       0.462729       0              0              0              0              
37	0	0	92720.9        0.473875       0.464217       0.464205       0.464208       0              0              589.911        551.2          
38	0	0	93018.9        0.465701       0.465706       0.465701       0.465706       0              0              0              0              
39	0	0	93365.2        0.46722        0.467223       0.46722        0.467223       0              0              0              0              
40	0	0	93636.4        0.468758       0.46876        0.468758       0.46876        0              0              0              0              
41	0	0	93964.6        0.470315       0.470318       0.470315       0.470318       0              0              0              0              
42	0	0	94254.7        0.471891       0.471895       0.471891       0.471895       0              0              0              0              
43	0	0	94691.4        0.473493       0.473495       0.473493       0.473495       0              0              0              0              
44	0	0	94867.7        0.475114       0.475115       0.475114       0.475115       0              0              0              0              
45	0	0	95181.2        0.476755       0.476756       0.476755       0.476756       0              0              0              0              
46	0	0	95583.7        0.478452       0.478433       0.47842        0.478422       1.31641        1.31629        0              0              
47	0	0	95985.8        0.480159       0.480128       0.480108       0.480111       1.42523        1.42678        0              0              
48	0	0	96198.3        0.481886       0.481842       0.481818       0.481822       1.59679        1.59364        0              0              
49	0	0	96635.7        0.483654       0.483582       0.483555       0.483557       1.87022        1.86515        0              0              
50	0	0	96968.8        0.491155       0.485357       0.485315       0.485317       2.42397        2.3945         495.36         407.529        
51	0	0	97251.6        0.488585       0.487181       0.4871         0.487101       8.75371        5.20711        0              0              
52	0	0	97733.6        0.488912       0.488912       0.488912       0.488912       0              0              0              0              
53	0	0	98048.1        0.490749       0.49075        0.490749       0.49075        0              0              0              0              
54	0	0	98353.1        0.497164       0.492619       0.492613       0.492614       0              0              457.696        393.567        
55	0	0	98876.1        0.494506       0.494507       0.494506       0.494507       0              0              0              0              
56	0	0	99140.8        0.496426       0.496428       0.496426       0.496428       0              0              0              0              
57	0	0	99553.1        0.498378       0.498377       0.498378       0.498377       0              0              0              0              
58	0	0	99967.9        0.500357       0.500357       0.500357       0.500357       0              0              0              0              
59	0	0	100495         0.512202       0.502377       0.50237        0.502369       0              0              613.146        522.003        
60	0	0	100754         0.509338       0.504417       0.504412       0.504411       0              0              475.092        364.826        
61	0	0	101251         0.506487       0.506486       0.506487       0.506486       0              0              0              0              
62	0	0	101583         0.508597       0.508594       0.508597       0.508594       0              0              0              0              
63	0	0	102002         0.510734       0.510735       0.510734       0.510735       0              0              0              0              
64	0	0	102457         0.512914       0.512911       0.512914       0.512911       0              0              0              0              
65	0	0	102896         0.515125       0.515123       0.515125       0.515123       0              0              0              0              
66	0	0	103354         0.517378       0.517371       0.517378       0.517371       0              0              0              0              
67	0	0	103781         0.519662       0.519658       0.519662       0.519658       0              0              0              0              
68	0	0	104232         0.521988       0.521983       0.521988       0.521983       0              0              0              0              
69	0	0	104757         0.528994       0.524354       0.524355       0.524348       0              0              472.12         401.595        
70	0	0	105288         0.532372       0.526764       0.52676        0.526757       0              0              505.558        415.446        
71	0	0	105694         0.529213       0.529207       0.529213       0.529207       0              0              0              0              
72	0	0	106141         0.531704       0.531699       0.531704       0.531699       0              0              0              0              
