i	j	k	Dose(Gy)       
0	0	0	3.84548e-08    
1	0	0	3.8744e-08     
2	0	0	3.88008e-08    
3	0	0	3.88261e-08    
4	0	0	3.89318e-08    
5	0	0	3.90362e-08    
6	0	0	3.91322e-08    
7	0	0	3.91812e-08    
8	0	0	3.92547e-08    
9	0	0	3.9314e-08     
10	0	0	3.93918e-08    
11	0	0	3.94429e-08    
12	0	0	3.95373e-08    
13	0	0	3.96048e-08    
14	0	0	3.97055e-08    
15	0	0	3.98103e-08    
16	0	0	3.98397e-08    
17	0	0	3.99926e-08    
18	0	0	3.99925e-08    
19	0	0	4.0046e-08     
20	0	0	4.01464e-08    
21	0	0	4.02349e-08    
22	0	0	4.03669e-08    
23	0	0	4.04653e-08    
24	0	0	4.04976e-08    
25	0	0	4.06199e-08    
26	0	0	4.06986e-08    
27	0	0	4.0768e-08     
28	0	0	4.08324e-08    
29	0	0	4.09182e-08    
30	0	0	4.10387e-08    
31	0	0	4.1129e-08     
32	0	0	4.1271e-08     
33	0	0	4.13196e-08    
34	0	0	4.13976e-08    
35	0	0	4.15365e-08    
36	0	0	4.15744e-08    
37	0	0	4.1719e-08     
38	0	0	4.17869e-08    
39	0	0	4.19092e-08    
40	0	0	4.19826e-08    
41	0	0	4.20638e-08    
42	0	0	4.2234e-08     
43	0	0	4.23195e-08    
44	0	0	4.24114e-08    
45	0	0	4.24913e-08    
46	0	0	4.25888e-08    
47	0	0	4.27131e-08    
48	0	0	4.28104e-08    
49	0	0	4.28884e-08    
50	0	0	4.30474e-08    
51	0	0	4.30781e-08    
52	0	0	4.32434e-08    
53	0	0	4.33221e-08    
54	0	0	4.34788e-08    
55	0	0	4.35957e-08    
56	0	0	4.37115e-08    
57	0	0	4.38372e-08    
58	0	0	4.39281e-08    
59	0	0	4.41045e-08    
60	0	0	4.41867e-08    
61	0	0	4.42973e-08    
62	0	0	4.44178e-08    
63	0	0	4.45695e-08    
64	0	0	4.4659e-08     
65	0	0	4.47887e-08    
66	0	0	4.49537e-08    
67	0	0	4.51153e-08    
68	0	0	4.51927e-08    
69	0	0	4.5358e-08     
70	0	0	4.54455e-08    
71	0	0	4.55763e-08    
72	0	0	4.5763e-08     
73	0	0	4.58888e-08    
74	0	0	4.60217e-08    
75	0	0	4.61602e-08    
76	0	0	4.63671e-08    
77	0	0	4.64775e-08    
78	0	0	4.66366e-08    
79	0	0	4.67723e-08    
80	0	0	4.69329e-08    
81	0	0	4.70951e-08    
82	0	0	4.72752e-08    
83	0	0	4.73927e-08    
84	0	0	4.75536e-08    
85	0	0	4.774e-08      
86	0	0	4.79113e-08    
87	0	0	4.80603e-08    
88	0	0	4.82609e-08    
89	0	0	4.84343e-08    
90	0	0	4.85976e-08    
91	0	0	4.87881e-08    
92	0	0	4.89697e-08    
93	0	0	4.91328e-08    
94	0	0	4.92766e-08    
95	0	0	4.9482e-08     
96	0	0	4.97532e-08    
97	0	0	4.98895e-08    
98	0	0	5.00988e-08    
99	0	0	5.02925e-08    
100	0	0	5.04788e-08    
101	0	0	5.06833e-08    
102	0	0	5.09207e-08    
103	0	0	5.11427e-08    
104	0	0	5.13623e-08    
105	0	0	5.15635e-08    
106	0	0	5.18015e-08    
107	0	0	5.1986e-08     
108	0	0	5.22419e-08    
109	0	0	5.25422e-08    
110	0	0	5.27309e-08    
111	0	0	5.29685e-08    
112	0	0	5.32668e-08    
113	0	0	5.35043e-08    
114	0	0	5.37243e-08    
115	0	0	5.40106e-08    
116	0	0	5.43312e-08    
117	0	0	5.45224e-08    
118	0	0	5.48652e-08    
119	0	0	5.51147e-08    
120	0	0	5.5389e-08     
121	0	0	5.57202e-08    
122	0	0	5.59778e-08    
123	0	0	5.62916e-08    
124	0	0	5.66249e-08    
125	0	0	5.68924e-08    
126	0	0	5.7245e-08     
127	0	0	5.76108e-08    
128	0	0	5.79844e-08    
129	0	0	5.82628e-08    
130	0	0	5.86381e-08    
131	0	0	5.90086e-08    
132	0	0	5.94374e-08    
133	0	0	5.98105e-08    
134	0	0	6.01832e-08    
135	0	0	6.05275e-08    
136	0	0	6.09631e-08    
137	0	0	6.14126e-08    
138	0	0	6.18988e-08    
139	0	0	6.22723e-08    
140	0	0	6.27376e-08    
141	0	0	6.32017e-08    
142	0	0	6.37554e-08    
143	0	0	6.42441e-08    
144	0	0	6.47777e-08    
145	0	0	6.53349e-08    
146	0	0	6.5929e-08     
147	0	0	6.64958e-08    
148	0	0	6.70749e-08    
149	0	0	6.76407e-08    
150	0	0	6.82379e-08    
151	0	0	6.89163e-08    
152	0	0	6.95681e-08    
153	0	0	7.02298e-08    
154	0	0	7.0997e-08     
155	0	0	7.17044e-08    
156	0	0	7.25069e-08    
157	0	0	7.32708e-08    
158	0	0	7.40847e-08    
159	0	0	7.49271e-08    
160	0	0	7.58907e-08    
161	0	0	7.67657e-08    
162	0	0	7.77666e-08    
163	0	0	7.88101e-08    
164	0	0	7.98783e-08    
165	0	0	8.10218e-08    
166	0	0	8.22302e-08    
167	0	0	8.34419e-08    
168	0	0	8.47504e-08    
169	0	0	8.6128e-08     
170	0	0	8.7578e-08     
171	0	0	8.91685e-08    
172	0	0	9.08249e-08    
173	0	0	9.25648e-08    
174	0	0	9.44862e-08    
175	0	0	9.65389e-08    
176	0	0	9.87448e-08    
177	0	0	1.01098e-07    
178	0	0	1.03725e-07    
179	0	0	1.06569e-07    
180	0	0	1.09679e-07    
181	0	0	1.13109e-07    
182	0	0	1.16975e-07    
183	0	0	1.21322e-07    
184	0	0	1.26273e-07    
185	0	0	1.31995e-07    
186	0	0	1.38831e-07    
187	0	0	1.47115e-07    
188	0	0	1.5756e-07     
189	0	0	1.71348e-07    
190	0	0	1.89428e-07    
191	0	0	2.12656e-07    
192	0	0	2.37739e-07    
193	0	0	2.55441e-07    
194	0	0	2.50938e-07    
195	0	0	2.15379e-07    
196	0	0	1.55566e-07    
197	0	0	9.10447e-08    
198	0	0	4.33197e-08    
199	0	0	1.5972e-08     
