i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	88957.5        0.445315       0.445321       0.445315       0.445321       0              0              0              0              
1	0	0	89118.7        0.446583       0.446589       0.446583       0.446589       0              0              0              0              
2	0	0	89486.2        0.455076       0.447879       0.447865       0.447871       0              0              523.943        498.337        
3	0	0	89691          0.449163       0.449169       0.449163       0.449169       0              0              0              0              
4	0	0	89992.6        0.450476       0.450482       0.450476       0.450482       0              0              0              0              
5	0	0	90281.5        0.451804       0.451811       0.451804       0.451811       0              0              0              0              
6	0	0	90460          0.453149       0.453155       0.453149       0.453155       0              0              0              0              
7	0	0	90803.3        0.454509       0.454515       0.454509       0.454515       0              0              0              0              
8	0	0	91125.4        0.455885       0.455893       0.455885       0.455893       0              0              0              0              
9	0	0	91380          0.45728        0.457287       0.45728        0.457287       0              0              0              0              
10	0	0	91662          0.458692       0.458698       0.458692       0.458698       0              0              0              0              
11	0	0	92011.9        0.460121       0.460128       0.460121       0.460128       0              0              0              0              
12	0	0	92170.2        0.461567       0.461574       0.461567       0.461574       0              0              0              0              
13	0	0	92477.1        0.463032       0.463038       0.463032       0.463038       0              0              0              0              
14	0	0	92745.3        0.47362        0.464529       0.464514       0.464521       0              0              578.138        521.114        
15	0	0	93103.8        0.466015       0.466022       0.466015       0.466022       0              0              0              0              
16	0	0	93444.7        0.467538       0.467544       0.467538       0.467544       0              0              0              0              
17	0	0	93691.5        0.469078       0.469085       0.469078       0.469085       0              0              0              0              
18	0	0	93987.2        0.47064        0.470646       0.47064        0.470646       0              0              0              0              
19	0	0	94382.4        0.472714       0.472274       0.472222       0.472229       5.08518        4.76752        0              0              
20	0	0	94617.2        0.474787       0.473853       0.473824       0.473832       20.7522        14.953         0              0              
21	0	0	94995.7        0.47545        0.475456       0.47545        0.475456       0              0              0              0              
22	0	0	95309.8        0.477097       0.477103       0.477097       0.477103       0              0              0              0              
23	0	0	95629.6        0.484603       0.478778       0.478767       0.478772       0              0              497.311        416.284        
24	0	0	95982.5        0.485133       0.48047        0.480458       0.480464       0              0              458.394        410.108        
25	0	0	96363.5        0.482173       0.482181       0.482173       0.482181       0              0              0              0              
26	0	0	96602.2        0.483913       0.48392        0.483913       0.48392        0              0              0              0              
27	0	0	97024          0.485678       0.485685       0.485678       0.485685       0              0              0              0              
28	0	0	97397.7        0.48747        0.487475       0.48747        0.487475       0              0              0              0              
29	0	0	97740.8        0.489285       0.489292       0.489285       0.489292       0              0              0              0              
30	0	0	98082.5        0.491127       0.491134       0.491127       0.491134       0              0              0              0              
31	0	0	98428          0.492997       0.493003       0.492997       0.493003       0              0              0              0              
32	0	0	98785.9        0.494892       0.4949         0.494892       0.4949         0              0              0              0              
33	0	0	99276.4        0.502741       0.496833       0.496818       0.496826       0              0              506.625        467.858        
34	0	0	99694.2        0.498776       0.498782       0.498776       0.498782       0              0              0              0              
35	0	0	100009         0.500762       0.500768       0.500762       0.500768       0              0              0              0              
36	0	0	100368         0.502778       0.502783       0.502778       0.502783       0              0              0              0              
37	0	0	100885         0.504827       0.504831       0.504827       0.504831       0              0              0              0              
38	0	0	101239         0.506906       0.506912       0.506906       0.506912       0              0              0              0              
39	0	0	101549         0.509018       0.509024       0.509018       0.509024       0              0              0              0              
40	0	0	102127         0.511165       0.511171       0.511165       0.511171       0              0              0              0              
41	0	0	102559         0.513351       0.513354       0.513351       0.513354       0              0              0              0              
42	0	0	102929         0.515567       0.515572       0.515567       0.515572       0              0              0              0              
43	0	0	103497         0.533226       0.51784        0.517825       0.517829       0              0              721.441        652.177        
44	0	0	103924         0.520119       0.520124       0.520119       0.520124       0              0              0              0              
45	0	0	104366         0.528475       0.522464       0.522453       0.522458       0              0              520.346        424.648        
46	0	0	104751         0.524826       0.524831       0.524826       0.524831       0              0              0              0              
47	0	0	105369         0.527242       0.527246       0.527242       0.527246       0              0              0              0              
48	0	0	105731         0.529701       0.529704       0.529701       0.529704       0              0              0              0              
49	0	0	106272         0.532201       0.532204       0.532201       0.532204       0              0              0              0              
50	0	0	106817         0.534745       0.534751       0.534745       0.534751       0              0              0              0              
51	0	0	107194         0.537341       0.537343       0.537341       0.537343       0              0              0              0              
52	0	0	107874         0.539981       0.539984       0.539981       0.539984       0              0              0              0              
53	0	0	108390         0.542671       0.542675       0.542671       0.542675       0              0              0              0              
54	0	0	108869         0.545415       0.545417       0.545415       0.545417       0              0              0              0              
55	0	0	109507         0.548208       0.548212       0.548208       0.548212       0              0              0              0              
56	0	0	110007         0.551076       0.551064       0.55106        0.551061       2.75624        2.75624        0              0              
57	0	0	110636         0.555262       0.554048       0.553966       0.553966       8.45601        5.07918        0              0              
58	0	0	111202         0.561009       0.556935       0.55693        0.556929       0              0              460.573        429.469        
59	0	0	111809         0.559954       0.559954       0.559954       0.559954       0              0              0              0              
60	0	0	112431         0.587205       0.56313        0.563039       0.56304        9.27437        5.55998        834.879        607.704        
61	0	0	113105         0.566195       0.566191       0.566195       0.566191       0              0              0              0              
62	0	0	113738         0.569413       0.569408       0.569413       0.569408       0              0              0              0              
63	0	0	114326         0.5727         0.572694       0.5727         0.572694       0              0              0              0              
64	0	0	115052         0.576056       0.576052       0.576056       0.576052       0              0              0              0              
65	0	0	115728         0.57949        0.579483       0.57949        0.579483       0              0              0              0              
66	0	0	116384         0.582997       0.582992       0.582997       0.582992       0              0              0              0              
67	0	0	117154         0.586587       0.58658        0.586587       0.58658        0              0              0              0              
68	0	0	117839         0.590258       0.590251       0.590258       0.590251       0              0              0              0              
69	0	0	118612         0.594016       0.594008       0.594016       0.594008       0              0              0              0              
70	0	0	119239         0.597859       0.597851       0.597859       0.597851       0              0              0              0              
71	0	0	120137         0.601796       0.601788       0.601796       0.601788       0              0              0              0              
72	0	0	120914         0.605836       0.605823       0.605836       0.605823       0              0              0              0              
73	0	0	121797         0.614619       0.609967       0.609972       0.60996        0              0              499.637        489.348        
74	0	0	122546         0.614218       0.6142         0.614218       0.6142         0              0              0              0              
75	0	0	123523         0.618564       0.618551       0.618564       0.618551       0              0              0              0              
76	0	0	124390         0.627811       0.623023       0.623037       0.623017       0              0              509.036        376.64         
77	0	0	125295         0.627624       0.627603       0.627624       0.627603       0              0              0              0              
78	0	0	126192         0.63234        0.632312       0.63234        0.632312       0              0              0              0              
79	0	0	127153         0.642413       0.637158       0.637179       0.637152       0              0              531.15         440.71         
80	0	0	128307         0.642164       0.642132       0.642164       0.642132       0              0              0              0              
81	0	0	129376         0.651841       0.647266       0.647296       0.647259       0              0              506.722        461.01         
82	0	0	130503         0.652577       0.652541       0.652577       0.652541       0              0              0              0              
83	0	0	131503         0.658015       0.65798        0.658015       0.65798        0              0              0              0              
84	0	0	132686         0.663626       0.663585       0.663626       0.663585       0              0              0              0              
85	0	0	133911         0.675386       0.669376       0.669416       0.669369       0              0              568.605        465.557        
86	0	0	135098         0.675395       0.67534        0.675395       0.67534        0              0              0              0              
87	0	0	136260         0.681555       0.681505       0.681555       0.681505       0              0              0              0              
88	0	0	137586         0.68793        0.687873       0.68793        0.687873       0              0              0              0              
89	0	0	138849         0.694527       0.694461       0.694527       0.694461       0              0              0              0              
90	0	0	140256         0.701351       0.701278       0.701351       0.701278       0              0              0              0              
91	0	0	141696         0.708426       0.708343       0.708426       0.708343       0              0              0              0              
92	0	0	143165         0.715752       0.715666       0.715752       0.715666       0              0              0              0              
93	0	0	144785         0.723366       0.72327        0.723366       0.72327        0              0              0              0              
94	0	0	146344         0.731272       0.73117        0.731272       0.73117        0              0              0              0              
95	0	0	147955         0.745703       0.73939        0.739499       0.739381       0              0              594.098        468.145        
96	0	0	149599         0.74805        0.747925       0.74805        0.747925       0              0              0              0              
97	0	0	151496         0.75697        0.756828       0.75697        0.756828       0              0              0              0              
98	0	0	153275         0.769896       0.766121       0.766268       0.766117       0              0              498.482        411.955        
99	0	0	155304         0.775989       0.775819       0.775989       0.775819       0              0              0              0              
100	0	0	157272         0.786154       0.785967       0.786154       0.785967       0              0              0              0              
101	0	0	159472         0.796801       0.796595       0.796801       0.796595       0              0              0              0              
102	0	0	161644         0.807975       0.807743       0.807975       0.807743       0              0              0              0              
103	0	0	164061         0.819712       0.819455       0.819712       0.819455       0              0              0              0              
104	0	0	166465         0.832072       0.831781       0.832072       0.831781       0              0              0              0              
105	0	0	169147         0.845098       0.844776       0.845098       0.844776       0              0              0              0              
106	0	0	171883         0.858865       0.858506       0.858865       0.858506       0              0              0              0              
107	0	0	174795         0.873455       0.873041       0.873455       0.873041       0              0              0              0              
108	0	0	177950         0.904772       0.888484       0.888937       0.888467       0              0              857.501        702.184        
