i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	81104.5        0.405966       0.405968       0.405966       0.405968       0              0              0              0              
1	0	0	81228.9        0.406869       0.406842       0.406832       0.406834       1.86438        1.86391        0              0              
2	0	0	81545.6        0.408003       0.407759       0.407707       0.407709       2.37039        2.33156        0              0              
3	0	0	81655          0.410349       0.40867        0.408589       0.408592       9.01979        5.41293        0              0              
4	0	0	81856.8        0.40948        0.409483       0.40948        0.409483       0              0              0              0              
5	0	0	81928.5        0.410378       0.410381       0.410378       0.410381       0              0              0              0              
6	0	0	82214.2        0.411286       0.411288       0.411286       0.411288       0              0              0              0              
7	0	0	82348.9        0.412201       0.412203       0.412201       0.412203       0              0              0              0              
8	0	0	82597.7        0.413125       0.413127       0.413125       0.413127       0              0              0              0              
9	0	0	82750.8        0.414057       0.41406        0.414057       0.41406        0              0              0              0              
10	0	0	82868.6        0.420978       0.415007       0.414999       0.415001       0              0              475.573        398.907        
11	0	0	83110.4        0.415949       0.415951       0.415949       0.415951       0              0              0              0              
12	0	0	83364.2        0.416908       0.416911       0.416908       0.416911       0              0              0              0              
13	0	0	83552.5        0.417878       0.417881       0.417878       0.417881       0              0              0              0              
14	0	0	83742.4        0.418857       0.418859       0.418857       0.418859       0              0              0              0              
15	0	0	83888.3        0.419845       0.419847       0.419845       0.419847       0              0              0              0              
16	0	0	84154.7        0.420842       0.420845       0.420842       0.420845       0              0              0              0              
17	0	0	84307.1        0.427337       0.421856       0.421849       0.421852       0              0              465.61         397.158        
18	0	0	84436.3        0.422867       0.422869       0.422867       0.422869       0              0              0              0              
19	0	0	84656.1        0.423893       0.423896       0.423893       0.423896       0              0              0              0              
20	0	0	84929          0.424931       0.424933       0.424931       0.424933       0              0              0              0              
21	0	0	85145.3        0.425979       0.425982       0.425979       0.425982       0              0              0              0              
22	0	0	85355.2        0.427038       0.427041       0.427038       0.427041       0              0              0              0              
23	0	0	85602.8        0.428109       0.428111       0.428109       0.428111       0              0              0              0              
24	0	0	85745.1        0.429189       0.429192       0.429189       0.429192       0              0              0              0              
25	0	0	85961.5        0.430281       0.430284       0.430281       0.430284       0              0              0              0              
26	0	0	86225          0.431384       0.431387       0.431384       0.431387       0              0              0              0              
27	0	0	86356.5        0.4325         0.432502       0.4325         0.432502       0              0              0              0              
28	0	0	86599.5        0.433626       0.433628       0.433626       0.433628       0              0              0              0              
29	0	0	86821.7        0.434764       0.434766       0.434764       0.434766       0              0              0              0              
30	0	0	87068.4        0.435915       0.435917       0.435915       0.435917       0              0              0              0              
31	0	0	87323.9        0.437078       0.43708        0.437078       0.43708        0              0              0              0              
32	0	0	87539.8        0.438253       0.438256       0.438253       0.438256       0              0              0              0              
33	0	0	87772.6        0.439443       0.439445       0.439443       0.439445       0              0              0              0              
34	0	0	88103.1        0.440645       0.440647       0.440645       0.440647       0              0              0              0              
35	0	0	88310.2        0.442086       0.44189        0.441862       0.441864       3.67969        3.63912        0              0              
36	0	0	88605          0.444421       0.443142       0.443091       0.443094       12.0537        8.04249        0              0              
37	0	0	88770.1        0.444335       0.444337       0.444335       0.444337       0              0              0              0              
38	0	0	89005.9        0.445592       0.445594       0.445592       0.445594       0              0              0              0              
39	0	0	89291.8        0.446865       0.446866       0.446865       0.446866       0              0              0              0              
40	0	0	89542.5        0.448151       0.448153       0.448151       0.448153       0              0              0              0              
41	0	0	89741.4        0.449452       0.449454       0.449452       0.449454       0              0              0              0              
42	0	0	90014.3        0.450768       0.45077        0.450768       0.45077        0              0              0              0              
43	0	0	90361.1        0.4521         0.452102       0.4521         0.452102       0              0              0              0              
44	0	0	90507.2        0.453449       0.453449       0.453449       0.453449       0              0              0              0              
45	0	0	90882.2        0.454812       0.454813       0.454812       0.454813       0              0              0              0              
46	0	0	91256.5        0.456194       0.456196       0.456194       0.456196       0              0              0              0              
47	0	0	91397.2        0.457592       0.457594       0.457592       0.457594       0              0              0              0              
48	0	0	91748.9        0.46473        0.459014       0.459008       0.459009       0              0              486.791        400.896        
49	0	0	92002.6        0.460441       0.460442       0.460441       0.460442       0              0              0              0              
50	0	0	92308.6        0.470666       0.461898       0.461892       0.461892       0              0              573.511        456.519        
51	0	0	92434.8        0.46336        0.46336        0.46336        0.46336        0              0              0              0              
52	0	0	92804.3        0.464845       0.464846       0.464845       0.464846       0              0              0              0              
53	0	0	93169.6        0.46635        0.466352       0.46635        0.466352       0              0              0              0              
54	0	0	93452.4        0.467876       0.467877       0.467876       0.467877       0              0              0              0              
55	0	0	93766.1        0.469422       0.469423       0.469422       0.469423       0              0              0              0              
56	0	0	94081.1        0.470988       0.470988       0.470988       0.470988       0              0              0              0              
57	0	0	94347.5        0.472575       0.472574       0.472575       0.472574       0              0              0              0              
58	0	0	94761.1        0.474185       0.474182       0.474185       0.474182       0              0              0              0              
59	0	0	94969.7        0.47581        0.475811       0.47581        0.475811       0              0              0              0              
60	0	0	95432.9        0.477462       0.477463       0.477462       0.477463       0              0              0              0              
61	0	0	95745          0.479138       0.479138       0.479138       0.479138       0              0              0              0              
62	0	0	96092.6        0.480837       0.480836       0.480837       0.480836       0              0              0              0              
63	0	0	96356.5        0.482557       0.482557       0.482557       0.482557       0              0              0              0              
64	0	0	96795.6        0.484304       0.484304       0.484304       0.484304       0              0              0              0              
65	0	0	97069          0.492593       0.486079       0.486074       0.486074       0              0              521.923        423.607        
66	0	0	97418.4        0.487934       0.487881       0.487871       0.487869       2.5881         2.58684        0              0              
67	0	0	97883.4        0.495957       0.489782       0.489695       0.489692       8.29497        4.95179        465.341        397.796        
68	0	0	98129.8        0.491541       0.49154        0.491541       0.49154        0              0              0              0              
69	0	0	98589.9        0.493418       0.493416       0.493418       0.493416       0              0              0              0              
70	0	0	99097.7        0.495326       0.495322       0.495326       0.495322       0              0              0              0              
71	0	0	99328.2        0.49726        0.497256       0.49726        0.497256       0              0              0              0              
72	0	0	99855.6        0.499223       0.49922        0.499223       0.49922        0              0              0              0              
73	0	0	100171         0.501219       0.501214       0.501219       0.501214       0              0              0              0              
74	0	0	100643         0.503244       0.50324        0.503244       0.50324        0              0              0              0              
75	0	0	101015         0.51892        0.505308       0.505302       0.505297       0              0              684.797        528.472        
76	0	0	101390         0.513249       0.507394       0.507391       0.507386       0              0              506.459        426.152        
77	0	0	101709         0.509511       0.509507       0.509511       0.509507       0              0              0              0              
78	0	0	102194         0.511668       0.511663       0.511668       0.511663       0              0              0              0              
79	0	0	102631         0.513881       0.513861       0.513861       0.513855       1.76703        1.71209        0              0              
80	0	0	103124         0.516318       0.51614        0.516089       0.516085       2.03047        1.85825        0              0              
81	0	0	103557         0.519743       0.518442       0.518356       0.518349       7.12587        3.28349        0              0              
82	0	0	104055         0.520698       0.520668       0.52066        0.520654       1.3988         1.39779        0              0              
83	0	0	104530         0.523059       0.523014       0.523009       0.522998       1.54119        1.53978        0              0              
84	0	0	104948         0.525456       0.525402       0.52539        0.525382       1.74691        1.7446         0              0              
85	0	0	105542         0.528179       0.527878       0.52782        0.527809       2.66332        2.54279        0              0              
86	0	0	105975         0.53168        0.530372       0.530292       0.530279       7.72928        4.2661         0              0              
87	0	0	106482         0.541453       0.532865       0.532802       0.532793       10.1954        6.36318        561.283        463.533        
88	0	0	106996         0.535367       0.535352       0.535367       0.535352       0              0              0              0              
89	0	0	107449         0.53802        0.537968       0.537973       0.537959       2.60321        2.60498        0              0              
90	0	0	108018         0.541966       0.540697       0.540628       0.540613       8.27008        4.96995        0              0              
91	0	0	108437         0.543333       0.543315       0.543333       0.543315       0              0              0              0              
92	0	0	109085         0.552707       0.546077       0.546088       0.54607        0              0              548.205        441.509        
93	0	0	109592         0.565387       0.548896       0.548902       0.548879       0              0              594.342        465.738        
94	0	0	110190         0.551765       0.551742       0.551765       0.551742       0              0              0              0              
95	0	0	110809         0.554688       0.554662       0.554688       0.554662       0              0              0              0              
96	0	0	111389         0.56216        0.557649       0.557668       0.557642       0              0              476.934        439.399        
97	0	0	111975         0.560705       0.560682       0.560705       0.560682       0              0              0              0              
98	0	0	112499         0.563809       0.563782       0.563809       0.563782       0              0              0              0              
99	0	0	113275         0.566982       0.56695        0.566982       0.56695        0              0              0              0              
100	0	0	113865         0.570213       0.570185       0.570213       0.570185       0              0              0              0              
101	0	0	114557         0.573523       0.573489       0.573523       0.573489       0              0              0              0              
102	0	0	115155         0.576902       0.576865       0.576902       0.576865       0              0              0              0              
103	0	0	115967         0.580353       0.580316       0.580353       0.580316       0              0              0              0              
104	0	0	116664         0.58389        0.583848       0.58389        0.583848       0              0              0              0              
105	0	0	117330         0.60142        0.587469       0.587506       0.587458       0              0              727.32         567.136        
106	0	0	118061         0.591201       0.591152       0.591201       0.591152       0              0              0              0              
107	0	0	118824         0.594987       0.594932       0.594987       0.594932       0              0              0              0              
108	0	0	119598         0.603267       0.598811       0.598866       0.598805       0              0              485.737        379.918        
109	0	0	120324         0.602842       0.60277        0.602842       0.60277        0              0              0              0              
110	0	0	121169         0.606915       0.606833       0.606915       0.606833       0              0              0              0              
111	0	0	121996         0.616075       0.611006       0.61111        0.611          0              0              512.633        435.994        
112	0	0	122853         0.61544        0.615278       0.61544        0.615278       0              0              0              0              
113	0	0	123739         0.620766       0.619694       0.620766       0.619694       0              0              0              0              
114	0	0	124563         0.624194       0.624126       0.624194       0.624126       0              0              0              0              
115	0	0	125557         0.628817       0.628744       0.628817       0.628744       0              0              0              0              
116	0	0	126513         0.63357        0.633489       0.63357        0.633489       0              0              0              0              
117	0	0	127537         0.645442       0.638378       0.638456       0.638369       0              0              588.509        553.711        
118	0	0	128686         0.643494       0.643391       0.643494       0.643391       0              0              0              0              
119	0	0	129604         0.648662       0.64856        0.648662       0.64856        0              0              0              0              
120	0	0	130850         0.653998       0.653884       0.653998       0.653884       0              0              0              0              
121	0	0	131897         0.659497       0.659372       0.659497       0.659372       0              0              0              0              
122	0	0	132976         0.66517        0.665029       0.66517        0.665029       0              0              0              0              
123	0	0	134223         0.671039       0.670866       0.671039       0.670866       0              0              0              0              
124	0	0	135404         0.677167       0.676899       0.677167       0.676899       0              0              0              0              
125	0	0	136613         0.689368       0.683133       0.684059       0.683126       0              0              548.485        451.182        
126	0	0	137933         0.689657       0.689513       0.689657       0.689513       0              0              0              0              
127	0	0	139274         0.696317       0.696164       0.696317       0.696164       0              0              0              0              
128	0	0	140724         0.703224       0.703052       0.703224       0.703052       0              0              0              0              
129	0	0	142091         0.710378       0.710187       0.710378       0.710187       0              0              0              0              
130	0	0	143594         0.720782       0.717594       0.717792       0.717589       0              0              449.872        351.068        
131	0	0	145109         0.725494       0.725271       0.725494       0.725271       0              0              0              0              
132	0	0	146781         0.733507       0.733256       0.733507       0.733256       0              0              0              0              
133	0	0	148428         0.741846       0.741564       0.741846       0.741564       0              0              0              0              
134	0	0	150152         0.754881       0.750231       0.750672       0.750223       0              0              520.224        484.932        
135	0	0	151871         0.764328       0.759228       0.760149       0.759221       0              0              521.395        454.375        
136	0	0	153884         0.768908       0.768594       0.768908       0.768594       0              0              0              0              
137	0	0	155794         0.778838       0.778444       0.778764       0.778421       2.61105        2.59942        0              0              
138	0	0	157847         0.789935       0.788775       0.789066       0.788701       8.94736        5.45622        0              0              
139	0	0	160069         0.803309       0.799479       0.799886       0.799474       0              0              494.39         406.916        
140	0	0	162351         0.812023       0.810846       0.811249       0.810787       9.95564        6.2851         0              0              
141	0	0	164793         0.826866       0.822684       0.823205       0.822678       0              0              512.76         417.902        
142	0	0	167237         0.835824       0.835206       0.835824       0.835206       0              0              0              0              
143	0	0	169871         0.849191       0.848427       0.849191       0.848427       0              0              0              0              
144	0	0	172691         0.863997       0.862437       0.863997       0.862437       0              0              0              0              
145	0	0	175658         0.879181       0.8772         0.879181       0.8772         0              0              0              0              
146	0	0	178787         0.897111       0.892859       0.89431        0.892852       2.59494        2.59494        477.643        395.187        
147	0	0	182199         0.915679       0.909581       0.910439       0.90952        4.02952        3.75451        595.172        456.929        
148	0	0	185730         0.933077       0.927409       0.92842        0.927375       17.1357        12.1768        560.652        461.411        
149	0	0	189530         0.947694       0.946496       0.947694       0.946496       0              0              0              0              
150	0	0	193804         0.971374       0.967058       0.968429       0.967052       0              0              501.788        417.44         
151	0	0	198136         0.990824       0.989231       0.990824       0.989231       0              0              0              0              
152	0	0	203034         1.01514        1.01326        1.01514        1.01326        0              0              0              0              
153	0	0	208398         1.04215        1.03945        1.04215        1.03945        0              0              0              0              
154	0	0	214095         1.07289        1.06803        1.07059        1.06802        0              0              475.093        400.721        
155	0	0	220429         1.10705        1.09955        1.10259        1.09954        0              0              610.515        553.154        
156	0	0	227390         1.13824        1.13449        1.13824        1.13449        0              0              0              0              
