i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	90697.5        0.454088       0.454095       0.454088       0.454095       0              0              0              0              
1	0	0	90939.3        0.455459       0.455466       0.455459       0.455466       0              0              0              0              
2	0	0	91220.2        0.456847       0.456854       0.456847       0.456854       0              0              0              0              
3	0	0	91563.7        0.458252       0.45826        0.458252       0.45826        0              0              0              0              
4	0	0	91831.8        0.465099       0.459689       0.459675       0.459682       0              0              476.527        424.34         
5	0	0	92116.7        0.461117       0.461123       0.461117       0.461123       0              0              0              0              
6	0	0	92400          0.462574       0.462582       0.462574       0.462582       0              0              0              0              
7	0	0	92651.9        0.464051       0.464058       0.464051       0.464058       0              0              0              0              
8	0	0	92945.9        0.465546       0.465554       0.465546       0.465554       0              0              0              0              
9	0	0	93337.3        0.467062       0.467069       0.467062       0.467069       0              0              0              0              
10	0	0	93526          0.468595       0.468603       0.468595       0.468603       0              0              0              0              
11	0	0	93915.2        0.47015        0.470157       0.47015        0.470157       0              0              0              0              
12	0	0	94241.8        0.471724       0.471733       0.471724       0.471733       0              0              0              0              
13	0	0	94645.8        0.473323       0.47333        0.473323       0.47333        0              0              0              0              
14	0	0	94886.5        0.479713       0.474955       0.474941       0.474949       0              0              459.827        405.147        
15	0	0	95252.8        0.476583       0.476589       0.476583       0.476589       0              0              0              0              
16	0	0	95601.9        0.478245       0.478252       0.478245       0.478252       0              0              0              0              
17	0	0	95839.8        0.479929       0.479937       0.479929       0.479937       0              0              0              0              
18	0	0	96252.7        0.481639       0.481647       0.481639       0.481647       0              0              0              0              
19	0	0	96563.2        0.483372       0.483379       0.483372       0.483379       0              0              0              0              
20	0	0	96957.7        0.48513        0.485137       0.48513        0.485137       0              0              0              0              
21	0	0	97177.1        0.486912       0.486918       0.486912       0.486918       0              0              0              0              
22	0	0	97545          0.488719       0.488725       0.488719       0.488725       0              0              0              0              
23	0	0	97959.7        0.490551       0.490558       0.490551       0.490558       0              0              0              0              
24	0	0	98264.3        0.492411       0.492418       0.492411       0.492418       0              0              0              0              
25	0	0	98725.8        0.494298       0.494306       0.494298       0.494306       0              0              0              0              
26	0	0	99103.6        0.496215       0.496223       0.496215       0.496223       0              0              0              0              
27	0	0	99443.5        0.498161       0.498169       0.498161       0.498169       0              0              0              0              
28	0	0	99935.1        0.521446       0.500157       0.500138       0.500144       0              0              790.377        634.735        
29	0	0	100307         0.502145       0.502151       0.502145       0.502151       0              0              0              0              
30	0	0	100730         0.504182       0.504189       0.504182       0.504189       0              0              0              0              
31	0	0	101099         0.506252       0.506259       0.506252       0.506259       0              0              0              0              
32	0	0	101542         0.508356       0.508362       0.508356       0.508362       0              0              0              0              
33	0	0	102003         0.516972       0.510508       0.510494       0.5105         0              0              526.992        423.845        
34	0	0	102391         0.512664       0.512672       0.512664       0.512672       0              0              0              0              
35	0	0	102851         0.514873       0.514879       0.514873       0.514879       0              0              0              0              
36	0	0	103261         0.517117       0.517124       0.517117       0.517124       0              0              0              0              
37	0	0	103791         0.519399       0.519406       0.519399       0.519406       0              0              0              0              
38	0	0	104282         0.521722       0.521728       0.521722       0.521728       0              0              0              0              
39	0	0	104671         0.524084       0.52409        0.524084       0.52409        0              0              0              0              
40	0	0	105165         0.530966       0.526499       0.526487       0.526492       0              0              465.373        364.303        
41	0	0	105636         0.52893        0.528936       0.52893        0.528936       0              0              0              0              
42	0	0	106114         0.53142        0.531424       0.53142        0.531424       0              0              0              0              
43	0	0	106656         0.533952       0.533957       0.533952       0.533957       0              0              0              0              
44	0	0	107136         0.536531       0.536535       0.536531       0.536535       0              0              0              0              
45	0	0	107659         0.539156       0.539161       0.539156       0.539161       0              0              0              0              
46	0	0	108267         0.541833       0.541838       0.541833       0.541838       0              0              0              0              
47	0	0	108738         0.54456        0.544564       0.54456        0.544564       0              0              0              0              
48	0	0	109332         0.551962       0.547349       0.547337       0.547342       0              0              477.92         384.811        
49	0	0	109823         0.56055        0.550186       0.55017        0.550174       0              0              640.289        538.172        
50	0	0	110422         0.553058       0.553061       0.553058       0.553061       0              0              0              0              
51	0	0	110944         0.556004       0.556005       0.556004       0.556005       0              0              0              0              
52	0	0	111678         0.559007       0.55901        0.559007       0.55901        0              0              0              0              
53	0	0	112251         0.566145       0.562083       0.562078       0.562077       0              0              460.076        375.384        
54	0	0	112768         0.565206       0.565206       0.565206       0.565206       0              0              0              0              
