i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	86737.9        0.440597       0.434391       0.434379       0.434384       0              0              490.816        452.217        
1	0	0	86973.1        0.435526       0.435531       0.435526       0.435531       0              0              0              0              
2	0	0	87276.6        0.436685       0.436689       0.436685       0.436689       0              0              0              0              
3	0	0	87447.2        0.437856       0.437861       0.437856       0.437861       0              0              0              0              
4	0	0	87612.2        0.439039       0.439045       0.439039       0.439045       0              0              0              0              
5	0	0	87939          0.440237       0.440242       0.440237       0.440242       0              0              0              0              
6	0	0	88154.3        0.441447       0.441453       0.441447       0.441453       0              0              0              0              
7	0	0	88461.5        0.442672       0.442677       0.442672       0.442677       0              0              0              0              
8	0	0	88721          0.443911       0.443916       0.443911       0.443916       0              0              0              0              
9	0	0	88860.7        0.445163       0.445168       0.445163       0.445168       0              0              0              0              
10	0	0	89279          0.44643        0.446435       0.44643        0.446435       0              0              0              0              
11	0	0	89451.7        0.447711       0.447717       0.447711       0.447717       0              0              0              0              
12	0	0	89570.9        0.449006       0.449012       0.449006       0.449012       0              0              0              0              
13	0	0	89923.7        0.450331       0.450329       0.450318       0.450323       1.01253        1.01295        0              0              
14	0	0	90194.3        0.451667       0.45166        0.451645       0.45165        1.04756        1.04821        0              0              
15	0	0	90480.7        0.453011       0.453002       0.452987       0.452992       1.09409        1.09409        0              0              
16	0	0	90731.2        0.454377       0.454361       0.454347       0.45435        1.15078        1.15181        0              0              
17	0	0	91107.7        0.455752       0.455738       0.45572        0.455726       1.21864        1.21886        0              0              
18	0	0	91296          0.457148       0.457131       0.457114       0.457118       1.294          1.29324        0              0              
19	0	0	91628.5        0.458567       0.458541       0.458522       0.458527       1.39065        1.39089        0              0              
20	0	0	91834.5        0.460003       0.459969       0.459948       0.459953       1.52224        1.52122        0              0              
21	0	0	92122.5        0.461478       0.461424       0.461393       0.461397       1.46623        1.38252        0              0              
22	0	0	92522.8        0.462975       0.462893       0.462857       0.46286        1.64174        1.49643        0              0              
23	0	0	92792.8        0.464526       0.464381       0.464339       0.464341       2.01372        1.74317        0              0              
