i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	78322.8        0.404758       0.391895       0.391886       0.391888       0              0              618.339        512.961        
1	0	0	78567.2        0.392633       0.392634       0.392633       0.392634       0              0              0              0              
2	0	0	78568          0.393385       0.393387       0.393385       0.393387       0              0              0              0              
3	0	0	78804.8        0.394143       0.394145       0.394143       0.394145       0              0              0              0              
4	0	0	78940.7        0.394909       0.39491        0.394909       0.39491        0              0              0              0              
5	0	0	79014          0.410234       0.39569        0.395679       0.395681       0              0              644.767        588.131        
6	0	0	79194.1        0.396456       0.396458       0.396456       0.396458       0              0              0              0              
7	0	0	79437.6        0.39724        0.397242       0.39724        0.397242       0              0              0              0              
8	0	0	79533.4        0.398032       0.398033       0.398032       0.398033       0              0              0              0              
9	0	0	79670.4        0.398829       0.39883        0.398829       0.39883        0              0              0              0              
10	0	0	79871          0.399633       0.399635       0.399633       0.399635       0              0              0              0              
11	0	0	80080.8        0.400444       0.400446       0.400444       0.400446       0              0              0              0              
12	0	0	80228.9        0.401263       0.401264       0.401263       0.401264       0              0              0              0              
13	0	0	80335.6        0.402088       0.40209        0.402088       0.40209        0              0              0              0              
14	0	0	80585.3        0.402921       0.402923       0.402921       0.402923       0              0              0              0              
15	0	0	80694.3        0.403761       0.403763       0.403761       0.403763       0              0              0              0              
16	0	0	80802.1        0.404608       0.404609       0.404608       0.404609       0              0              0              0              
17	0	0	81035.8        0.432013       0.405476       0.405463       0.405464       0              0              794.14         749.127        
18	0	0	81173.9        0.406325       0.406326       0.406325       0.406326       0              0              0              0              
19	0	0	81314.8        0.407194       0.407196       0.407194       0.407196       0              0              0              0              
20	0	0	81597.7        0.408072       0.408074       0.408072       0.408074       0              0              0              0              
21	0	0	81704.2        0.408958       0.408959       0.408958       0.408959       0              0              0              0              
22	0	0	81975.7        0.43272        0.409865       0.409852       0.409854       0              0              760.05         615.986        
23	0	0	82125.3        0.410755       0.410757       0.410755       0.410757       0              0              0              0              
24	0	0	82245.8        0.411666       0.411667       0.411666       0.411667       0              0              0              0              
25	0	0	82550.5        0.412586       0.412587       0.412586       0.412587       0              0              0              0              
26	0	0	82574.3        0.413513       0.413514       0.413513       0.413514       0              0              0              0              
27	0	0	82892          0.41445        0.414451       0.41445        0.414451       0              0              0              0              
28	0	0	82966.9        0.415395       0.415396       0.415395       0.415396       0              0              0              0              
29	0	0	83187.7        0.416349       0.41635        0.416349       0.41635        0              0              0              0              
30	0	0	83426.5        0.417312       0.417314       0.417312       0.417314       0              0              0              0              
31	0	0	83583.2        0.418285       0.418286       0.418285       0.418286       0              0              0              0              
32	0	0	83794          0.419268       0.419268       0.419268       0.419268       0              0              0              0              
33	0	0	84055.9        0.420259       0.420261       0.420259       0.420261       0              0              0              0              
34	0	0	84238.1        0.426464       0.421269       0.421262       0.421263       0              0              454.534        417.15         
35	0	0	84389.7        0.422273       0.422275       0.422273       0.422275       0              0              0              0              
36	0	0	84626.6        0.423295       0.423297       0.423295       0.423297       0              0              0              0              
37	0	0	84738.9        0.424327       0.424328       0.424327       0.424328       0              0              0              0              
38	0	0	85068.5        0.425369       0.42537        0.425369       0.42537        0              0              0              0              
39	0	0	85131.2        0.426423       0.426423       0.426423       0.426423       0              0              0              0              
40	0	0	85481.4        0.435659       0.427492       0.427485       0.427486       0              0              540.936        443.342        
41	0	0	85639.4        0.428559       0.428561       0.428559       0.428561       0              0              0              0              
42	0	0	85909.1        0.429645       0.429647       0.429645       0.429647       0              0              0              0              
43	0	0	86090.7        0.430743       0.430744       0.430743       0.430744       0              0              0              0              
44	0	0	86390.9        0.431852       0.431853       0.431852       0.431853       0              0              0              0              
45	0	0	86509.6        0.432974       0.432973       0.432974       0.432973       0              0              0              0              
46	0	0	86782.1        0.434107       0.434106       0.434107       0.434106       0              0              0              0              
47	0	0	87022.2        0.43525        0.43525        0.43525        0.43525        0              0              0              0              
48	0	0	87235.4        0.436406       0.436407       0.436406       0.436407       0              0              0              0              
49	0	0	87433.7        0.437577       0.437576       0.437577       0.437576       0              0              0              0              
50	0	0	87731.2        0.438758       0.438759       0.438758       0.438759       0              0              0              0              
51	0	0	88018.5        0.439955       0.439955       0.439955       0.439955       0              0              0              0              
