i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	77848.4        0.390001       0.390002       0.390001       0.390002       0              0              0              0              
1	0	0	78202.1        0.390732       0.390733       0.390732       0.390733       0              0              0              0              
2	0	0	78269.6        0.391469       0.391471       0.391469       0.391471       0              0              0              0              
3	0	0	78374.2        0.392212       0.392214       0.392212       0.392214       0              0              0              0              
4	0	0	78557.4        0.392961       0.392963       0.392961       0.392963       0              0              0              0              
5	0	0	78705.5        0.393716       0.393718       0.393716       0.393718       0              0              0              0              
6	0	0	78819          0.394477       0.394479       0.394477       0.394479       0              0              0              0              
7	0	0	79041          0.395246       0.395247       0.395246       0.395247       0              0              0              0              
8	0	0	79195.1        0.39602        0.396021       0.39602        0.396021       0              0              0              0              
9	0	0	79265.9        0.3968         0.396802       0.3968         0.396802       0              0              0              0              
10	0	0	79457.7        0.397587       0.397589       0.397587       0.397589       0              0              0              0              
11	0	0	79600.5        0.398381       0.398382       0.398381       0.398382       0              0              0              0              
12	0	0	79709.4        0.39918        0.399182       0.39918        0.399182       0              0              0              0              
13	0	0	79921.9        0.399987       0.399989       0.399987       0.399989       0              0              0              0              
14	0	0	80118.2        0.400802       0.400803       0.400802       0.400803       0              0              0              0              
15	0	0	80239.6        0.401623       0.401624       0.401623       0.401624       0              0              0              0              
16	0	0	80384          0.40245        0.402452       0.40245        0.402452       0              0              0              0              
17	0	0	80616.4        0.403287       0.403288       0.403287       0.403288       0              0              0              0              
18	0	0	80815.8        0.40413        0.404131       0.40413        0.404131       0              0              0              0              
19	0	0	80927.9        0.40498        0.404982       0.40498        0.404982       0              0              0              0              
20	0	0	81070.3        0.405838       0.40584        0.405838       0.40584        0              0              0              0              
21	0	0	81290.2        0.406704       0.406705       0.406704       0.406705       0              0              0              0              
22	0	0	81447.8        0.407577       0.407579       0.407577       0.407579       0              0              0              0              
23	0	0	81611.4        0.408459       0.40846        0.408459       0.40846        0              0              0              0              
24	0	0	81823.9        0.409349       0.409349       0.409349       0.409349       0              0              0              0              
25	0	0	81970.1        0.410245       0.410247       0.410245       0.410247       0              0              0              0              
26	0	0	82182          0.411151       0.411153       0.411151       0.411153       0              0              0              0              
27	0	0	82322.6        0.412066       0.412067       0.412066       0.412067       0              0              0              0              
28	0	0	82569.7        0.420158       0.412996       0.412989       0.41299        0              0              507.999        447.961        
29	0	0	82639.7        0.41392        0.413921       0.41392        0.413921       0              0              0              0              
30	0	0	82950.3        0.41486        0.414861       0.41486        0.414861       0              0              0              0              
31	0	0	83128          0.41581        0.415811       0.41581        0.415811       0              0              0              0              
32	0	0	83344.5        0.416768       0.416769       0.416768       0.416769       0              0              0              0              
33	0	0	83501.6        0.417737       0.417737       0.417737       0.417737       0              0              0              0              
34	0	0	83662          0.424778       0.41872        0.418713       0.418714       0              0              479.777        426.973        
35	0	0	83854.9        0.4197         0.4197         0.4197         0.4197         0              0              0              0              
36	0	0	84099.2        0.420696       0.420696       0.420696       0.420696       0              0              0              0              
37	0	0	84255.7        0.421702       0.421702       0.421702       0.421702       0              0              0              0              
38	0	0	84477.1        0.429364       0.422722       0.422717       0.422718       0              0              500.434        415.071        
39	0	0	84615.1        0.42374        0.423743       0.42374        0.423743       0              0              0              0              
40	0	0	84852.7        0.424777       0.424779       0.424777       0.424779       0              0              0              0              
41	0	0	85018.2        0.425823       0.425825       0.425823       0.425825       0              0              0              0              
42	0	0	85324.9        0.426881       0.426882       0.426881       0.426882       0              0              0              0              
43	0	0	85629.4        0.42795        0.427951       0.42795        0.427951       0              0              0              0              
44	0	0	85751.3        0.42903        0.429031       0.42903        0.429031       0              0              0              0              
45	0	0	85897.6        0.43012        0.430121       0.43012        0.430121       0              0              0              0              
46	0	0	86197.5        0.431221       0.431223       0.431221       0.431223       0              0              0              0              
47	0	0	86473.2        0.432335       0.432337       0.432335       0.432337       0              0              0              0              
48	0	0	86607.3        0.433463       0.433462       0.433463       0.433462       0              0              0              0              
49	0	0	86849.3        0.486704       0.434625       0.434598       0.434599       0              0              958.407        796.126        
50	0	0	87100.1        0.435748       0.435749       0.435748       0.435749       0              0              0              0              
51	0	0	87287.8        0.43691        0.436911       0.43691        0.436911       0              0              0              0              
52	0	0	87529          0.438086       0.438085       0.438086       0.438085       0              0              0              0              
53	0	0	87768.2        0.439274       0.439272       0.439274       0.439272       0              0              0              0              
54	0	0	88077.9        0.440473       0.440473       0.440473       0.440473       0              0              0              0              
55	0	0	88297.1        0.449453       0.441695       0.44169        0.441688       0              0              536.13         474.616        
56	0	0	88536.7        0.442916       0.442916       0.442916       0.442916       0              0              0              0              
57	0	0	88850.7        0.453525       0.444165       0.444157       0.444158       0              0              577.628        463.305        
58	0	0	89086.9        0.445415       0.445415       0.445415       0.445415       0              0              0              0              
59	0	0	89294.7        0.446686       0.446686       0.446686       0.446686       0              0              0              0              
60	0	0	89570.4        0.447973       0.447971       0.447973       0.447971       0              0              0              0              
61	0	0	89735.8        0.449273       0.449271       0.449273       0.449271       0              0              0              0              
62	0	0	90064.1        0.450588       0.450586       0.450588       0.450586       0              0              0              0              
63	0	0	90331          0.451917       0.451916       0.451917       0.451916       0              0              0              0              
64	0	0	90581.3        0.453264       0.453263       0.453264       0.453263       0              0              0              0              
65	0	0	90856.7        0.454626       0.454625       0.454626       0.454625       0              0              0              0              
66	0	0	91191          0.456008       0.456005       0.456008       0.456005       0              0              0              0              
67	0	0	91390.8        0.457402       0.457401       0.457402       0.457401       0              0              0              0              
68	0	0	91637.3        0.458817       0.458813       0.458817       0.458813       0              0              0              0              
69	0	0	91992.8        0.460246       0.460244       0.460246       0.460244       0              0              0              0              
70	0	0	92272          0.468091       0.461698       0.461694       0.461692       0              0              507.552        438.627        
71	0	0	92582.3        0.463163       0.463159       0.463163       0.463159       0              0              0              0              
72	0	0	92843.5        0.469767       0.46465        0.464648       0.464644       0              0              468.15         397.368        
73	0	0	93097.4        0.466149       0.466148       0.466149       0.466148       0              0              0              0              
74	0	0	93466.8        0.467674       0.467672       0.467674       0.467672       0              0              0              0              
75	0	0	93716.9        0.469219       0.469214       0.469219       0.469214       0              0              0              0              
76	0	0	94020.9        0.47078        0.470777       0.47078        0.470777       0              0              0              0              
77	0	0	94372.5        0.472362       0.472361       0.472362       0.472361       0              0              0              0              
78	0	0	94673.7        0.473969       0.473966       0.473969       0.473966       0              0              0              0              
79	0	0	94991.6        0.475596       0.475593       0.475596       0.475593       0              0              0              0              
80	0	0	95360.3        0.477246       0.477241       0.477246       0.477241       0              0              0              0              
81	0	0	95706.8        0.478918       0.478913       0.478918       0.478913       0              0              0              0              
82	0	0	96128.6        0.480616       0.48061        0.480616       0.48061        0              0              0              0              
83	0	0	96387.5        0.482333       0.482329       0.482333       0.482329       0              0              0              0              
84	0	0	96763.3        0.484081       0.484072       0.484081       0.484072       0              0              0              0              
85	0	0	97070.1        0.485847       0.48584        0.485847       0.48584        0              0              0              0              
86	0	0	97388.8        0.500727       0.487643       0.487638       0.487633       0              0              665.918        553.069        
