i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	77500.1        0.388146       0.388147       0.388146       0.388147       0              0              0              0              
1	0	0	77759.9        0.388862       0.388863       0.388862       0.388863       0              0              0              0              
2	0	0	77884.2        0.389584       0.389585       0.389584       0.389585       0              0              0              0              
3	0	0	78057.6        0.390312       0.390313       0.390312       0.390313       0              0              0              0              
4	0	0	78081.2        0.391045       0.391046       0.391045       0.391046       0              0              0              0              
5	0	0	78315.6        0.391784       0.391786       0.391784       0.391786       0              0              0              0              
6	0	0	78470.5        0.39253        0.392531       0.39253        0.392531       0              0              0              0              
7	0	0	78658.5        0.393281       0.393283       0.393281       0.393283       0              0              0              0              
8	0	0	78780.4        0.39404        0.394041       0.39404        0.394041       0              0              0              0              
9	0	0	78830.2        0.394803       0.394805       0.394803       0.394805       0              0              0              0              
10	0	0	79068.6        0.395573       0.395575       0.395573       0.395575       0              0              0              0              
11	0	0	79180.3        0.39635        0.396351       0.39635        0.396351       0              0              0              0              
12	0	0	79316.2        0.397133       0.397134       0.397133       0.397134       0              0              0              0              
13	0	0	79554.2        0.397923       0.397924       0.397923       0.397924       0              0              0              0              
14	0	0	79659.8        0.398719       0.39872        0.398719       0.39872        0              0              0              0              
15	0	0	79927.6        0.399523       0.399524       0.399523       0.399524       0              0              0              0              
16	0	0	79921.8        0.400332       0.400334       0.400332       0.400334       0              0              0              0              
17	0	0	80237.1        0.401151       0.401151       0.401151       0.401151       0              0              0              0              
18	0	0	80318.2        0.401974       0.401976       0.401974       0.401976       0              0              0              0              
19	0	0	80476.9        0.402805       0.402807       0.402805       0.402807       0              0              0              0              
20	0	0	80654          0.409614       0.403653       0.403644       0.403646       0              0              469.142        379.275        
21	0	0	80831.7        0.40449        0.404492       0.40449        0.404492       0              0              0              0              
22	0	0	81066.4        0.405344       0.405345       0.405344       0.405345       0              0              0              0              
