i	j	k	Dose(Gy)       
0	0	0	3.98379e-08    
1	0	0	4.00861e-08    
2	0	0	4.01305e-08    
3	0	0	4.02064e-08    
4	0	0	4.03157e-08    
5	0	0	4.04236e-08    
6	0	0	4.04673e-08    
7	0	0	4.05704e-08    
8	0	0	4.06733e-08    
9	0	0	4.07449e-08    
10	0	0	4.08431e-08    
11	0	0	4.0926e-08     
12	0	0	4.10637e-08    
13	0	0	4.11204e-08    
14	0	0	4.11548e-08    
15	0	0	4.12873e-08    
16	0	0	4.13843e-08    
17	0	0	4.14532e-08    
18	0	0	4.15713e-08    
19	0	0	4.16785e-08    
20	0	0	4.17346e-08    
21	0	0	4.18693e-08    
22	0	0	4.19728e-08    
23	0	0	4.20317e-08    
24	0	0	4.21665e-08    
25	0	0	4.22238e-08    
26	0	0	4.23943e-08    
27	0	0	4.24264e-08    
28	0	0	4.25571e-08    
29	0	0	4.27032e-08    
30	0	0	4.28119e-08    
31	0	0	4.2918e-08     
32	0	0	4.29782e-08    
33	0	0	4.30984e-08    
34	0	0	4.32098e-08    
35	0	0	4.33676e-08    
36	0	0	4.34346e-08    
37	0	0	4.35764e-08    
38	0	0	4.3642e-08     
39	0	0	4.38356e-08    
40	0	0	4.3923e-08     
41	0	0	4.40543e-08    
42	0	0	4.41815e-08    
43	0	0	4.43177e-08    
44	0	0	4.44143e-08    
45	0	0	4.45276e-08    
46	0	0	4.46349e-08    
47	0	0	4.47882e-08    
48	0	0	4.48847e-08    
49	0	0	4.50543e-08    
50	0	0	4.52054e-08    
51	0	0	4.53049e-08    
52	0	0	4.54187e-08    
53	0	0	4.55774e-08    
54	0	0	4.56807e-08    
55	0	0	4.58483e-08    
56	0	0	4.60022e-08    
57	0	0	4.61372e-08    
58	0	0	4.62712e-08    
59	0	0	4.64562e-08    
60	0	0	4.66109e-08    
61	0	0	4.67399e-08    
62	0	0	4.68782e-08    
63	0	0	4.70989e-08    
64	0	0	4.72e-08       
65	0	0	4.73912e-08    
66	0	0	4.75186e-08    
67	0	0	4.76923e-08    
68	0	0	4.78422e-08    
69	0	0	4.80764e-08    
70	0	0	4.81983e-08    
71	0	0	4.84042e-08    
72	0	0	4.85391e-08    
73	0	0	4.87395e-08    
74	0	0	4.89065e-08    
75	0	0	4.912e-08      
76	0	0	4.93184e-08    
77	0	0	4.94377e-08    
78	0	0	4.96831e-08    
79	0	0	4.98676e-08    
80	0	0	5.00023e-08    
81	0	0	5.02187e-08    
82	0	0	5.04095e-08    
83	0	0	5.06725e-08    
84	0	0	5.08477e-08    
85	0	0	5.11133e-08    
86	0	0	5.13291e-08    
87	0	0	5.15248e-08    
88	0	0	5.17538e-08    
89	0	0	5.20013e-08    
90	0	0	5.22236e-08    
91	0	0	5.24633e-08    
92	0	0	5.26626e-08    
93	0	0	5.29557e-08    
94	0	0	5.32212e-08    
95	0	0	5.34337e-08    
96	0	0	5.37417e-08    
97	0	0	5.39722e-08    
98	0	0	5.42441e-08    
99	0	0	5.44916e-08    
100	0	0	5.4812e-08     
101	0	0	5.50781e-08    
102	0	0	5.53842e-08    
103	0	0	5.56264e-08    
104	0	0	5.59465e-08    
105	0	0	5.62743e-08    
106	0	0	5.6554e-08     
107	0	0	5.6857e-08     
108	0	0	5.71943e-08    
109	0	0	5.75735e-08    
110	0	0	5.78835e-08    
111	0	0	5.81667e-08    
112	0	0	5.86071e-08    
113	0	0	5.89489e-08    
114	0	0	5.93395e-08    
115	0	0	5.96968e-08    
116	0	0	6.01249e-08    
117	0	0	6.04909e-08    
118	0	0	6.09003e-08    
119	0	0	6.12978e-08    
120	0	0	6.1743e-08     
121	0	0	6.21865e-08    
122	0	0	6.26487e-08    
123	0	0	6.31544e-08    
124	0	0	6.36555e-08    
125	0	0	6.41704e-08    
126	0	0	6.46795e-08    
127	0	0	6.52715e-08    
128	0	0	6.58575e-08    
129	0	0	6.63073e-08    
130	0	0	6.69768e-08    
131	0	0	6.75371e-08    
132	0	0	6.81545e-08    
133	0	0	6.87999e-08    
134	0	0	6.93904e-08    
135	0	0	7.01327e-08    
136	0	0	7.0826e-08     
137	0	0	7.15841e-08    
138	0	0	7.23185e-08    
139	0	0	7.30961e-08    
140	0	0	7.39618e-08    
141	0	0	7.48079e-08    
142	0	0	7.57118e-08    
143	0	0	7.66134e-08    
144	0	0	7.76043e-08    
145	0	0	7.8545e-08     
146	0	0	7.96534e-08    
147	0	0	8.07764e-08    
148	0	0	8.19534e-08    
149	0	0	8.32389e-08    
150	0	0	8.44323e-08    
151	0	0	8.58181e-08    
152	0	0	8.72835e-08    
153	0	0	8.88191e-08    
154	0	0	9.04518e-08    
155	0	0	9.21988e-08    
156	0	0	9.40835e-08    
157	0	0	9.60901e-08    
158	0	0	9.82552e-08    
159	0	0	1.00572e-07    
160	0	0	1.03148e-07    
161	0	0	1.05913e-07    
162	0	0	1.08962e-07    
163	0	0	1.12287e-07    
164	0	0	1.16068e-07    
165	0	0	1.20278e-07    
166	0	0	1.25075e-07    
167	0	0	1.30604e-07    
168	0	0	1.37079e-07    
169	0	0	1.4488e-07     
170	0	0	1.54436e-07    
171	0	0	1.66988e-07    
172	0	0	1.84118e-07    
173	0	0	2.07065e-07    
174	0	0	2.35471e-07    
175	0	0	2.60479e-07    
176	0	0	2.65518e-07    
177	0	0	2.34152e-07    
178	0	0	1.69254e-07    
179	0	0	9.58071e-08    
180	0	0	4.15609e-08    
181	0	0	1.33477e-08    
182	0	0	2.96096e-09    
183	0	0	4.27491e-10    
184	0	0	6.06744e-11    
185	0	0	4.77738e-12    
186	0	0	2.68387e-13    
187	0	0	1.69481e-13    
188	0	0	3.02524e-13    
189	0	0	1.85321e-13    
190	0	0	2.62818e-13    
191	0	0	3.39021e-13    
192	0	0	1.90747e-13    
193	0	0	1.53871e-13    
194	0	0	2.54627e-13    
195	0	0	2.15245e-13    
196	0	0	1.32332e-13    
197	0	0	9.17103e-14    
198	0	0	1.72038e-13    
199	0	0	9.51173e-14    
