i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	79922.3        0.399734       0.399736       0.399734       0.399736       0              0              0              0              
1	0	0	80049.5        0.400546       0.400548       0.400546       0.400548       0              0              0              0              
2	0	0	80171.5        0.401365       0.401367       0.401365       0.401367       0              0              0              0              
3	0	0	80291.9        0.402191       0.402192       0.402191       0.402192       0              0              0              0              
4	0	0	80534.8        0.403023       0.403025       0.403023       0.403025       0              0              0              0              
5	0	0	80735.6        0.403864       0.403866       0.403864       0.403866       0              0              0              0              
6	0	0	80824          0.415238       0.404721       0.404712       0.404714       0              0              580.314        505.562        
7	0	0	81018.5        0.405567       0.405569       0.405567       0.405569       0              0              0              0              
8	0	0	81254.4        0.40643        0.406433       0.40643        0.406433       0              0              0              0              
9	0	0	81375.7        0.414532       0.40731        0.407301       0.407304       0              0              507.052        431.585        
10	0	0	81585.6        0.40818        0.408182       0.40818        0.408182       0              0              0              0              
11	0	0	81772.7        0.409067       0.409069       0.409067       0.409069       0              0              0              0              
12	0	0	81977.1        0.409962       0.409965       0.409962       0.409965       0              0              0              0              
13	0	0	82163.8        0.416464       0.410875       0.410866       0.410869       0              0              462.666        418.859        
14	0	0	82159.8        0.411778       0.41178        0.411778       0.41178        0              0              0              0              
15	0	0	82472.5        0.412697       0.412699       0.412697       0.412699       0              0              0              0              
16	0	0	82633.4        0.413625       0.413628       0.413625       0.413628       0              0              0              0              
17	0	0	82813.6        0.414563       0.414565       0.414563       0.414565       0              0              0              0              
18	0	0	83017.4        0.426971       0.415519       0.415509       0.415511       0              0              603.893        533.386        
19	0	0	83261.2        0.416465       0.416466       0.416465       0.416466       0              0              0              0              
20	0	0	83350          0.417429       0.41743        0.417429       0.41743        0              0              0              0              
21	0	0	83634.8        0.418402       0.418404       0.418402       0.418404       0              0              0              0              
22	0	0	83783.3        0.419385       0.419387       0.419385       0.419387       0              0              0              0              
23	0	0	83965.7        0.420377       0.420379       0.420377       0.420379       0              0              0              0              
24	0	0	84243.9        0.42138        0.421382       0.42138        0.421382       0              0              0              0              
25	0	0	84330.5        0.422392       0.422394       0.422392       0.422394       0              0              0              0              
26	0	0	84628.7        0.423415       0.423417       0.423415       0.423417       0              0              0              0              
27	0	0	84772.4        0.424448       0.424449       0.424448       0.424449       0              0              0              0              
28	0	0	84970.9        0.42549        0.425492       0.42549        0.425492       0              0              0              0              
29	0	0	85331.8        0.426545       0.426546       0.426545       0.426546       0              0              0              0              
30	0	0	85494.8        0.427609       0.427612       0.427609       0.427612       0              0              0              0              
31	0	0	85685.3        0.428686       0.428688       0.428686       0.428688       0              0              0              0              
32	0	0	85842.8        0.429772       0.429775       0.429772       0.429775       0              0              0              0              
33	0	0	86105          0.43087        0.430872       0.43087        0.430872       0              0              0              0              
34	0	0	86291          0.43198        0.431982       0.43198        0.431982       0              0              0              0              
35	0	0	86600.9        0.433103       0.433104       0.433103       0.433104       0              0              0              0              
36	0	0	86779.1        0.434235       0.434237       0.434235       0.434237       0              0              0              0              
37	0	0	87015.6        0.435381       0.435383       0.435381       0.435383       0              0              0              0              
38	0	0	87168.6        0.446067       0.436548       0.436539       0.43654        0              0              574.75         515.588        
39	0	0	87538.1        0.437709       0.437711       0.437709       0.437711       0              0              0              0              
40	0	0	87750.7        0.438892       0.438895       0.438892       0.438895       0              0              0              0              
41	0	0	87965.6        0.440091       0.440092       0.440091       0.440092       0              0              0              0              
