i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          O18_D          O18_T          

0	0	0	82856.2        0.427211       0.414793       0.41478        0.414783       0              0              616.581        500.767        0              0              
1	0	0	83019.5        0.415728       0.415731       0.415728       0.415731       0              0              0              0              0              0              
2	0	0	83277.3        0.422715       0.416694       0.416685       0.416688       0              0              477.924        419.037        0              0              
3	0	0	83418          0.417651       0.417655       0.417651       0.417655       0              0              0              0              0              0              
4	0	0	83714.4        0.418627       0.41863        0.418627       0.41863        0              0              0              0              0              0              
5	0	0	83821.8        0.419612       0.419616       0.419612       0.419616       0              0              0              0              0              0              
6	0	0	84041.7        0.420608       0.420611       0.420608       0.420611       0              0              0              0              0              0              
7	0	0	84329.9        0.421613       0.421617       0.421613       0.421617       0              0              0              0              0              0              
8	0	0	84466.1        0.422629       0.422632       0.422629       0.422632       0              0              0              0              0              0              
9	0	0	84651.7        0.423654       0.423657       0.423654       0.423657       0              0              0              0              0              0              
10	0	0	84816.3        0.424688       0.424692       0.424688       0.424692       0              0              0              0              0              0              
11	0	0	85060.5        0.425734       0.425737       0.425734       0.425737       0              0              0              0              0              0              
12	0	0	85292.5        0.42679        0.426793       0.42679        0.426793       0              0              0              0              0              0              
13	0	0	85524.8        0.427857       0.427861       0.427857       0.427861       0              0              0              0              0              0              
14	0	0	85793.3        0.428937       0.428939       0.428937       0.428939       0              0              0              0              0              0              
15	0	0	85964.1        0.430026       0.43003        0.430026       0.43003        0              0              0              0              0              0              
16	0	0	86034.4        0.438464       0.431138       0.431126       0.43113        0              0              516.76         436.201        0              0              
17	0	0	86342.3        0.432238       0.432241       0.432238       0.432241       0              0              0              0              0              0              
18	0	0	86515.6        0.43336        0.433364       0.43336        0.433364       0              0              0              0              0              0              
19	0	0	86726.6        0.434496       0.434499       0.434496       0.434499       0              0              0              0              0              0              
20	0	0	87036.1        0.435643       0.435647       0.435643       0.435647       0              0              0              0              0              0              
21	0	0	87199.6        0.436804       0.436807       0.436804       0.436807       0              0              0              0              0              0              
22	0	0	87534.6        0.437976       0.43798        0.437976       0.43798        0              0              0              0              0              0              
23	0	0	87727.4        0.439163       0.439166       0.439163       0.439166       0              0              0              0              0              0              
24	0	0	87998.2        0.440362       0.440365       0.440362       0.440365       0              0              0              0              0              0              
25	0	0	88172.6        0.441574       0.441577       0.441574       0.441577       0              0              0              0              0              0              
26	0	0	88477.7        0.442799       0.442803       0.442799       0.442803       0              0              0              0              0              0              
27	0	0	88738.2        0.44404        0.444043       0.44404        0.444043       0              0              0              0              0              0              
28	0	0	88967.3        0.445294       0.445297       0.445294       0.445297       0              0              0              0              0              0              
29	0	0	89303.8        0.446562       0.446566       0.446562       0.446566       0              0              0              0              0              0              
30	0	0	89422.8        0.447845       0.447849       0.447845       0.447849       0              0              0              0              0              0              
31	0	0	89693.1        0.449144       0.449146       0.449144       0.449146       0              0              0              0              0              0              
32	0	0	90015.3        0.450457       0.450459       0.450457       0.450459       0              0              0              0              0              0              
33	0	0	90229.2        0.451784       0.451788       0.451784       0.451788       0              0              0              0              0              0              
34	0	0	90483.5        0.45313        0.453131       0.45313        0.453131       0              0              0              0              0              0              
35	0	0	90789.4        0.464586       0.454498       0.454489       0.454491       0              0              598.853        475.163        0              0              
36	0	0	91119          0.455866       0.455869       0.455866       0.455869       0              0              0              0              0              0              
37	0	0	91431.6        0.45726        0.457264       0.45726        0.457264       0              0              0              0              0              0              
38	0	0	91647.2        0.465224       0.458681       0.458673       0.458675       0              0              510.801        437.528        0              0              
39	0	0	91908          0.460101       0.460103       0.460101       0.460103       0              0              0              0              0              0              
40	0	0	92233.5        0.461547       0.461549       0.461547       0.461549       0              0              0              0              0              0              
41	0	0	92463.4        0.46301        0.463013       0.46301        0.463013       0              0              0              0              0              0              
42	0	0	92731.6        0.464493       0.464495       0.464493       0.464495       0              0              0              0              0              0              
43	0	0	93137.8        0.465996       0.465997       0.465996       0.465997       0              0              0              0              0              0              
44	0	0	93413.1        0.467517       0.467519       0.467517       0.467519       0              0              0              0              0              0              
45	0	0	93725.1        0.469059       0.46906        0.469059       0.46906        0              0              0              0              0              0              
46	0	0	94069.3        0.470619       0.470621       0.470619       0.470621       0              0              0              0              0              0              
47	0	0	94354.9        0.483271       0.472215       0.472202       0.472204       0              0              486.266        408.374        0              0              
48	0	0	94618.9        0.473803       0.473807       0.473803       0.473807       0              0              0              0              0              0              
49	0	0	94957          0.475429       0.47543        0.475429       0.47543        0              0              0              0              0              0              
50	0	0	95439.1        0.477076       0.477078       0.477076       0.477078       0              0              0              0              0              0              
51	0	0	95765.6        0.478747       0.47875        0.478747       0.47875        0              0              0              0              0              0              
52	0	0	95939          0.48044        0.480442       0.48044        0.480442       0              0              0              0              0              0              
53	0	0	96307.6        0.482157       0.482157       0.482157       0.482157       0              0              0              0              0              0              
54	0	0	96649.5        0.483895       0.483897       0.483895       0.483897       0              0              0              0              0              0              
55	0	0	97024.4        0.485658       0.485662       0.485658       0.485662       0              0              0              0              0              0              
56	0	0	97392.2        0.487453       0.487452       0.487453       0.487452       0              0              0              0              0              0              
57	0	0	97836          0.48927        0.489269       0.48927        0.489269       0              0              0              0              0              0              
58	0	0	98126.9        0.495676       0.491117       0.491115       0.491113       0              0              458.448        382.925        0              0              
59	0	0	98365.7        0.492981       0.492981       0.492981       0.492981       0              0              0              0              0              0              
60	0	0	98777          0.494878       0.494877       0.494878       0.494877       0              0              0              0              0              0              
61	0	0	99283.2        0.496803       0.496803       0.496803       0.496803       0              0              0              0              0              0              
62	0	0	99641.5        0.498761       0.498759       0.498761       0.498759       0              0              0              0              0              0              
63	0	0	100016         0.500747       0.500744       0.500747       0.500744       0              0              0              0              0              0              
64	0	0	100428         0.50276        0.50276        0.50276        0.50276        0              0              0              0              0              0              
65	0	0	100850         0.504808       0.504808       0.504808       0.504808       0              0              0              0              0              0              
66	0	0	101304         0.506889       0.506889       0.506889       0.506889       0              0              0              0              0              0              
67	0	0	101667         0.509008       0.509003       0.509008       0.509003       0              0              0              0              0              0              
68	0	0	102044         0.511153       0.51115        0.511153       0.51115        0              0              0              0              0              0              
69	0	0	102541         0.513337       0.513332       0.513337       0.513332       0              0              0              0              0              0              
70	0	0	103033         0.515553       0.515552       0.515553       0.515552       0              0              0              0              0              0              
71	0	0	103435         0.522207       0.517814       0.51781        0.517808       0              0              460.569        403.564        0              0              
72	0	0	103826         0.520107       0.520101       0.520107       0.520101       0              0              0              0              0              0              
73	0	0	104397         0.522441       0.522435       0.522441       0.522435       0              0              0              0              0              0              
74	0	0	104775         0.530569       0.524815       0.524813       0.524808       0              0              0              0              488.37         413.114        
75	0	0	105334         0.527229       0.527223       0.527229       0.527223       0              0              0              0              0              0              
76	0	0	105864         0.535072       0.529688       0.529687       0.529682       0              0              500.672        398.035        0              0              
77	0	0	106358         0.532189       0.532185       0.532189       0.532185       0              0              0              0              0              0              
78	0	0	106867         0.534736       0.534733       0.534736       0.534733       0              0              0              0              0              0              
79	0	0	107284         0.537334       0.537327       0.537334       0.537327       0              0              0              0              0              0              
80	0	0	107851         0.539976       0.539968       0.539976       0.539968       0              0              0              0              0              0              
81	0	0	108528         0.542673       0.542662       0.542673       0.542662       0              0              0              0              0              0              
82	0	0	108893         0.545415       0.545405       0.545415       0.545405       0              0              0              0              0              0              
83	0	0	109488         0.548213       0.5482         0.548213       0.5482         0              0              0              0              0              0              
84	0	0	110104         0.551062       0.551051       0.551062       0.551051       0              0              0              0              0              0              
85	0	0	110606         0.55397        0.553957       0.55397        0.553957       0              0              0              0              0              0              
86	0	0	111163         0.556929       0.55692        0.556929       0.55692        0              0              0              0              0              0              
87	0	0	111832         0.559959       0.559944       0.559959       0.559944       0              0              0              0              0              0              
88	0	0	112422         0.563049       0.56303        0.563049       0.56303        0              0              0              0              0              0              
89	0	0	113066         0.566198       0.56618        0.566198       0.56618        0              0              0              0              0              0              
90	0	0	113653         0.569417       0.569397       0.569417       0.569397       0              0              0              0              0              0              
91	0	0	114392         0.572701       0.572683       0.572701       0.572683       0              0              0              0              0              0              
92	0	0	115038         0.579735       0.576045       0.576063       0.576041       0              0              452.824        452.824        0              0              
93	0	0	115740         0.579498       0.579474       0.579498       0.579474       0              0              0              0              0              0              
94	0	0	116403         0.583005       0.582982       0.583005       0.582982       0              0              0              0              0              0              
95	0	0	117131         0.586595       0.586571       0.586595       0.586571       0              0              0              0              0              0              
96	0	0	117864         0.590271       0.590242       0.590271       0.590242       0              0              0              0              0              0              
97	0	0	118565         0.59764        0.594005       0.594029       0.593999       0              0              450.253        394.731        0              0              
98	0	0	119386         0.597873       0.597845       0.597873       0.597845       0              0              0              0              0              0              
99	0	0	120120         0.601819       0.601784       0.601819       0.601784       0              0              0              0              0              0              
100	0	0	120917         0.605854       0.605819       0.605854       0.605819       0              0              0              0              0              0              
