i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	91337          0.45713        0.457137       0.45713        0.457137       0              0              0              0              
1	0	0	91520.3        0.458538       0.458545       0.458538       0.458545       0              0              0              0              
2	0	0	91808.1        0.459963       0.45997        0.459963       0.45997        0              0              0              0              
3	0	0	92241.5        0.461407       0.461415       0.461407       0.461415       0              0              0              0              
4	0	0	92519.1        0.46287        0.462879       0.46287        0.462879       0              0              0              0              
5	0	0	92787.6        0.464352       0.46436        0.464352       0.46436        0              0              0              0              
6	0	0	93012.3        0.465852       0.465859       0.465852       0.465859       0              0              0              0              
7	0	0	93426.7        0.467371       0.467379       0.467371       0.467379       0              0              0              0              
8	0	0	93698.2        0.478281       0.468925       0.468911       0.468918       0              0              589.467        468.365        
9	0	0	93940.1        0.470469       0.470477       0.470469       0.470477       0              0              0              0              
10	0	0	94277          0.472049       0.472056       0.472049       0.472056       0              0              0              0              
11	0	0	94663          0.473649       0.473657       0.473649       0.473657       0              0              0              0              
12	0	0	94912.7        0.475272       0.475279       0.475272       0.475279       0              0              0              0              
13	0	0	95242.4        0.476916       0.476923       0.476916       0.476923       0              0              0              0              
14	0	0	95585.3        0.478581       0.47859        0.478581       0.47859        0              0              0              0              
15	0	0	95932          0.480271       0.480279       0.480271       0.480279       0              0              0              0              
16	0	0	96315.9        0.490456       0.482001       0.481985       0.481993       0              0              570.026        451.955        
17	0	0	96587.9        0.488456       0.483735       0.483722       0.48373        0              0              461.679        384.515        
18	0	0	97024.5        0.485484       0.485492       0.485484       0.485492       0              0              0              0              
19	0	0	97364.9        0.487272       0.48728        0.487272       0.48728        0              0              0              0              
20	0	0	97624.9        0.489086       0.489092       0.489086       0.489092       0              0              0              0              
21	0	0	98048.5        0.490923       0.490932       0.490923       0.490932       0              0              0              0              
22	0	0	98430.8        0.492791       0.492798       0.492791       0.492798       0              0              0              0              
23	0	0	98896.8        0.494687       0.494694       0.494687       0.494694       0              0              0              0              
24	0	0	99126.8        0.496608       0.496617       0.496608       0.496617       0              0              0              0              
25	0	0	99537.3        0.49856        0.498568       0.49856        0.498568       0              0              0              0              
26	0	0	99924.1        0.50054        0.500549       0.50054        0.500549       0              0              0              0              
27	0	0	100353         0.502553       0.50256        0.502553       0.50256        0              0              0              0              
28	0	0	100742         0.504596       0.504604       0.504596       0.504604       0              0              0              0              
29	0	0	101190         0.511797       0.506687       0.506673       0.506681       0              0              483.702        424.723        
30	0	0	101587         0.508781       0.50879        0.508781       0.50879        0              0              0              0              
31	0	0	102075         0.510926       0.510933       0.510926       0.510933       0              0              0              0              
32	0	0	102403         0.513103       0.513111       0.513103       0.513111       0              0              0              0              
33	0	0	102901         0.515319       0.515325       0.515319       0.515325       0              0              0              0              
34	0	0	103443         0.51757        0.517577       0.51757        0.517577       0              0              0              0              
35	0	0	103758         0.51986        0.519867       0.51986        0.519867       0              0              0              0              
36	0	0	104353         0.522188       0.522195       0.522188       0.522195       0              0              0              0              
37	0	0	104769         0.539216       0.52466        0.524558       0.524565       8.42597        5.09171        545.463        466.309        
38	0	0	105287         0.526969       0.526976       0.526969       0.526976       0              0              0              0              
39	0	0	105749         0.529422       0.529429       0.529422       0.529429       0              0              0              0              
40	0	0	106247         0.531921       0.531926       0.531921       0.531926       0              0              0              0              
41	0	0	106791         0.534462       0.534469       0.534462       0.534469       0              0              0              0              
42	0	0	107308         0.537052       0.537058       0.537052       0.537058       0              0              0              0              
43	0	0	107778         0.539689       0.539695       0.539689       0.539695       0              0              0              0              
44	0	0	108327         0.542375       0.54238        0.542375       0.54238        0              0              0              0              
45	0	0	108898         0.545113       0.545117       0.545113       0.545117       0              0              0              0              
46	0	0	109451         0.547901       0.547907       0.547901       0.547907       0              0              0              0              
47	0	0	109952         0.550746       0.55075        0.550746       0.55075        0              0              0              0              
48	0	0	110508         0.553644       0.553649       0.553644       0.553649       0              0              0              0              
49	0	0	111159         0.556601       0.556606       0.556601       0.556606       0              0              0              0              
50	0	0	111735         0.55962        0.559623       0.55962        0.559623       0              0              0              0              
51	0	0	112452         0.572376       0.562712       0.5627         0.562703       0              0              633.222        564.212        
52	0	0	112996         0.565845       0.565847       0.565845       0.565847       0              0              0              0              
53	0	0	113593         0.569055       0.569056       0.569055       0.569056       0              0              0              0              
54	0	0	114273         0.588403       0.572345       0.572332       0.572334       0              0              754.258        599.219        
55	0	0	114811         0.57568        0.57568        0.57568        0.57568        0              0              0              0              
56	0	0	115596         0.579098       0.579101       0.579098       0.579101       0              0              0              0              
57	0	0	116280         0.582598       0.582599       0.582598       0.582599       0              0              0              0              
58	0	0	116988         0.586219       0.586187       0.586181       0.586177       2.07633        2.07522        0              0              
59	0	0	117757         0.589998       0.589873       0.589839       0.589837       2.60808        2.57651        0              0              
60	0	0	118486         0.599595       0.593657       0.593587       0.593582       9.41742        5.72967        502.729        389.411        
61	0	0	119264         0.60276        0.597425       0.59742        0.597418       0              0              519.823        426.331        
62	0	0	119999         0.606455       0.601351       0.601348       0.601344       0              0              514.365        385.176        
63	0	0	120904         0.605373       0.605369       0.605373       0.605369       0              0              0              0              
64	0	0	121646         0.609502       0.609493       0.609502       0.609493       0              0              0              0              
65	0	0	122421         0.6442         0.613745       0.613731       0.613721       0              0              774.521        615.491        
66	0	0	123349         0.618065       0.618056       0.618065       0.618056       0              0              0              0              
67	0	0	124291         0.622526       0.62251        0.622524       0.622509       1.40049        1.40049        0              0              
68	0	0	125178         0.631334       0.627103       0.627096       0.627083       1.47503        1.47599        486.757        403.177        
69	0	0	126133         0.636633       0.631802       0.631799       0.631779       1.65554        1.65521        512.436        388.953        
70	0	0	127131         0.636695       0.636628       0.636627       0.636606       1.94009        1.93712        0              0              
71	0	0	128241         0.645736       0.64161        0.641599       0.641572       2.53927        2.50652        482.893        399.019        
72	0	0	129338         0.651162       0.646762       0.64671        0.646685       9.10492        5.48266        454.334        401.197        
73	0	0	130420         0.677244       0.651971       0.651977       0.651951       0              0              890.616        706.258        
74	0	0	131399         0.657403       0.657372       0.657403       0.657372       0              0              0              0              
75	0	0	132550         0.662992       0.66296        0.662992       0.66296        0              0              0              0              
76	0	0	133776         0.668761       0.668724       0.668761       0.668724       0              0              0              0              
77	0	0	134971         0.682271       0.674683       0.674718       0.674674       0              0              615.755        495.146        
78	0	0	136136         0.685399       0.680822       0.680865       0.680816       0              0              516.121        446.647        
79	0	0	137467         0.687215       0.687163       0.687215       0.687163       0              0              0              0              
80	0	0	138757         0.699614       0.693736       0.693782       0.693728       0              0              569.057        522.785        
81	0	0	140125         0.700588       0.700521       0.700588       0.700521       0              0              0              0              
82	0	0	141514         0.707632       0.707558       0.707632       0.707558       0              0              0              0              
83	0	0	143044         0.714936       0.714855       0.714936       0.714855       0              0              0              0              
84	0	0	144566         0.722529       0.722426       0.722529       0.722426       0              0              0              0              
85	0	0	146076         0.730395       0.73029        0.730395       0.73029        0              0              0              0              
86	0	0	147706         0.738591       0.738465       0.738591       0.738465       0              0              0              0              
87	0	0	149448         0.747163       0.746977       0.747163       0.746977       0              0              0              0              
88	0	0	151243         0.756799       0.755871       0.756799       0.755871       0              0              0              0              
89	0	0	153033         0.768528       0.765058       0.765187       0.765052       0              0              481.311        429.147        
90	0	0	155093         0.774856       0.774705       0.774856       0.774705       0              0              0              0              
91	0	0	157013         0.78498        0.784801       0.78498        0.784801       0              0              0              0              
92	0	0	159174         0.795576       0.795373       0.795576       0.795373       0              0              0              0              
93	0	0	161397         0.806734       0.806464       0.806734       0.806464       0              0              0              0              
94	0	0	163776         0.819046       0.818134       0.819046       0.818134       0              0              0              0              
95	0	0	166199         0.830563       0.830328       0.830563       0.830328       0              0              0              0              
96	0	0	168760         0.843511       0.843239       0.843511       0.843239       0              0              0              0              
97	0	0	171549         0.859991       0.85688        0.857176       0.856875       0              0              471.638        390.918        
