i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	85692.1        0.42921        0.429215       0.42921        0.429215       0              0              0              0              
1	0	0	85982.9        0.430302       0.430307       0.430302       0.430307       0              0              0              0              
2	0	0	86207.1        0.431406       0.431411       0.431406       0.431411       0              0              0              0              
3	0	0	86410.1        0.432521       0.432526       0.432521       0.432526       0              0              0              0              
4	0	0	86625.2        0.454534       0.433665       0.433648       0.433653       0              0              749.178        657.345        
5	0	0	86850          0.434786       0.434791       0.434786       0.434791       0              0              0              0              
6	0	0	87123.9        0.435938       0.435943       0.435938       0.435943       0              0              0              0              
7	0	0	87366.5        0.437102       0.437107       0.437102       0.437107       0              0              0              0              
8	0	0	87482.6        0.438278       0.438283       0.438278       0.438283       0              0              0              0              
9	0	0	87804.3        0.439467       0.439471       0.439467       0.439471       0              0              0              0              
10	0	0	88072.1        0.44067        0.440674       0.44067        0.440674       0              0              0              0              
11	0	0	88247.3        0.441885       0.44189        0.441885       0.44189        0              0              0              0              
12	0	0	88478.7        0.443114       0.443119       0.443114       0.443119       0              0              0              0              
13	0	0	88755.6        0.444356       0.444362       0.444356       0.444362       0              0              0              0              
14	0	0	89028.4        0.445614       0.445619       0.445614       0.445619       0              0              0              0              
15	0	0	89233.8        0.446886       0.446891       0.446886       0.446891       0              0              0              0              
16	0	0	89597.7        0.448173       0.448177       0.448173       0.448177       0              0              0              0              
17	0	0	89846.8        0.449476       0.44948        0.449476       0.44948        0              0              0              0              
18	0	0	90038.3        0.450792       0.450797       0.450792       0.450797       0              0              0              0              
19	0	0	90343.1        0.452125       0.452129       0.452125       0.452129       0              0              0              0              
20	0	0	90603.2        0.453473       0.453478       0.453473       0.453478       0              0              0              0              
21	0	0	90874.9        0.454838       0.454843       0.454838       0.454843       0              0              0              0              
22	0	0	91178          0.456219       0.456224       0.456219       0.456224       0              0              0              0              
23	0	0	91310          0.457616       0.457621       0.457616       0.457621       0              0              0              0              
24	0	0	91679.2        0.45903        0.459035       0.45903        0.459035       0              0              0              0              
25	0	0	92017.7        0.460464       0.460468       0.460464       0.460468       0              0              0              0              
26	0	0	92351.8        0.461915       0.461919       0.461915       0.461919       0              0              0              0              
27	0	0	92617.9        0.46796        0.463398       0.463385       0.463389       1.59371        1.59371        448.022        389.284        
28	0	0	92854.1        0.464982       0.464906       0.464873       0.464878       1.76775        1.7553         0              0              
29	0	0	93161.3        0.466583       0.466424       0.466379       0.466384       2.32451        2.30075        0              0              
30	0	0	93619.7        0.46948        0.467993       0.467906       0.467911       8.60116        5.12684        0              0              
31	0	0	93866.4        0.469455       0.469459       0.469455       0.469459       0              0              0              0              
32	0	0	94150          0.471023       0.471027       0.471023       0.471027       0              0              0              0              
33	0	0	94471.4        0.472609       0.472614       0.472609       0.472614       0              0              0              0              
34	0	0	94819          0.486866       0.474232       0.474221       0.474224       0              0              657.265        555.545        
35	0	0	95035.8        0.518096       0.475881       0.47585        0.475854       0              0              812.694        619.827        
36	0	0	95359.6        0.477502       0.477506       0.477502       0.477506       0              0              0              0              
37	0	0	95736.3        0.479177       0.479181       0.479177       0.479181       0              0              0              0              
38	0	0	96106.7        0.480873       0.48088        0.480873       0.48088        0              0              0              0              
39	0	0	96457.3        0.482598       0.482602       0.482598       0.482602       0              0              0              0              
40	0	0	96730.1        0.489323       0.484354       0.484344       0.484349       0              0              470.488        397.463        
41	0	0	97083.1        0.486116       0.486119       0.486116       0.486119       0              0              0              0              
42	0	0	97542.9        0.487912       0.487917       0.487912       0.487917       0              0              0              0              
43	0	0	97826.4        0.496211       0.489747       0.489736       0.489739       0              0              519.086        453.052        
44	0	0	98254.2        0.491585       0.491589       0.491585       0.491589       0              0              0              0              
45	0	0	98533.5        0.493463       0.493466       0.493463       0.493466       0              0              0              0              
46	0	0	98885.3        0.495368       0.495369       0.495368       0.495369       0              0              0              0              
47	0	0	99309.7        0.4973         0.497302       0.4973         0.497302       0              0              0              0              
48	0	0	99747.2        0.499262       0.499265       0.499262       0.499265       0              0              0              0              
49	0	0	100100         0.501256       0.501258       0.501256       0.501258       0              0              0              0              
50	0	0	100509         0.503281       0.503282       0.503281       0.503282       0              0              0              0              
51	0	0	100918         0.505336       0.505337       0.505336       0.505337       0              0              0              0              
52	0	0	101378         0.507426       0.507425       0.507426       0.507425       0              0              0              0              
53	0	0	101778         0.509546       0.509548       0.509546       0.509548       0              0              0              0              
54	0	0	102199         0.5117         0.511704       0.5117         0.511704       0              0              0              0              
55	0	0	102690         0.513896       0.513896       0.513896       0.513896       0              0              0              0              
56	0	0	103004         0.516124       0.516123       0.516124       0.516123       0              0              0              0              
57	0	0	103546         0.531939       0.5184         0.518387       0.518388       0              0              688.283        536.995        
58	0	0	103993         0.520692       0.520692       0.520692       0.520692       0              0              0              0              
59	0	0	104446         0.523034       0.523035       0.523034       0.523035       0              0              0              0              
60	0	0	104834         0.525418       0.525417       0.525418       0.525417       0              0              0              0              
61	0	0	105438         0.52784        0.527841       0.52784        0.527841       0              0              0              0              
62	0	0	105964         0.530311       0.530311       0.530311       0.530311       0              0              0              0              
63	0	0	106377         0.532825       0.532823       0.532825       0.532823       0              0              0              0              
64	0	0	106974         0.535383       0.535382       0.535383       0.535382       0              0              0              0              
65	0	0	107527         0.53799        0.537989       0.53799        0.537989       0              0              0              0              
66	0	0	107905         0.540646       0.540642       0.540646       0.540642       0              0              0              0              
67	0	0	108516         0.555346       0.543355       0.543349       0.543345       0              0              672.89         531.811        
68	0	0	109127         0.546108       0.546102       0.546108       0.546102       0              0              0              0              
69	0	0	109633         0.548918       0.548911       0.548918       0.548911       0              0              0              0              
70	0	0	110170         0.551781       0.551774       0.551781       0.551774       0              0              0              0              
71	0	0	110828         0.554701       0.554695       0.554701       0.554695       0              0              0              0              
72	0	0	111358         0.557695       0.557677       0.55768        0.557674       2.92707        2.92707        0              0              
73	0	0	112035         0.562          0.56079        0.560724       0.560715       9.03911        5.35434        0              0              
74	0	0	112550         0.563825       0.563817       0.563825       0.563817       0              0              0              0              
75	0	0	113230         0.571288       0.566989       0.566993       0.566983       0              0              472.318        421.7          
76	0	0	113849         0.570229       0.570217       0.570229       0.570217       0              0              0              0              
77	0	0	114592         0.573535       0.573522       0.573535       0.573522       0              0              0              0              
78	0	0	115234         0.58096        0.576909       0.576913       0.5769         0              0              463.356        419.186        
79	0	0	115892         0.58037        0.580351       0.58037        0.580351       0              0              0              0              
80	0	0	116496         0.583894       0.583878       0.583894       0.583878       0              0              0              0              
81	0	0	117334         0.587504       0.587486       0.587504       0.587486       0              0              0              0              
82	0	0	118041         0.591199       0.591178       0.591199       0.591178       0              0              0              0              
83	0	0	118834         0.594979       0.594958       0.594979       0.594958       0              0              0              0              
84	0	0	119584         0.598851       0.598829       0.598851       0.598829       0              0              0              0              
85	0	0	120324         0.602815       0.602792       0.602815       0.602792       0              0              0              0              
86	0	0	121219         0.606882       0.606853       0.606882       0.606853       0              0              0              0              
87	0	0	122021         0.61105        0.611019       0.61105        0.611019       0              0              0              0              
88	0	0	122844         0.615322       0.615289       0.615322       0.615289       0              0              0              0              
89	0	0	123719         0.619709       0.619669       0.619709       0.619669       0              0              0              0              
90	0	0	124682         0.624219       0.624174       0.624214       0.624172       1.04656        1.04686        0              0              
91	0	0	125536         0.628857       0.6288         0.628847       0.628794       1.07529        1.07628        0              0              
92	0	0	126451         0.633617       0.633545       0.633606       0.633539       1.1182         1.1182         0              0              
93	0	0	127552         0.638501       0.638426       0.638487       0.638419       1.16782        1.16831        0              0              
94	0	0	128494         0.653561       0.643457       0.643517       0.643437       1.22646        1.22601        667.47         509.742        
95	0	0	129620         0.64872        0.648613       0.6487         0.648604       1.30084        1.30152        0              0              
96	0	0	130788         0.65746        0.653945       0.65405        0.653931       1.39657        1.39638        457.104        383.824        
97	0	0	131817         0.666629       0.659455       0.659568       0.65942        2.32159        2.03268        598.303        484.529        
98	0	0	133029         0.666332       0.665162       0.665315       0.665086       8.19088        3.66365        0              0              
99	0	0	134253         0.68159        0.671006       0.672258       0.670977       1.939          1.93649        663.031        529.67         
100	0	0	135337         0.677736       0.676931       0.677648       0.676906       2.38929        2.37575        0              0              
101	0	0	136683         0.686601       0.683148       0.683182       0.6831         3.65354        3.5471         453.83         403.012        
102	0	0	138014         0.690406       0.68957        0.689615       0.68953        13.4227        9.04762        0              0              
103	0	0	139238         0.696279       0.696179       0.696279       0.696179       0              0              0              0              
104	0	0	140681         0.703928       0.7031         0.703928       0.7031         0.756771       0.756771       0              0              
105	0	0	142151         0.714411       0.710202       0.710307       0.710196       0.763222       0.763354       505.584        426.79         
106	0	0	143577         0.717715       0.717594       0.717714       0.717594       0.774599       0.774994       0              0              
107	0	0	145164         0.729691       0.72528        0.725407       0.725272       0.786377       0.78656        517.224        473.851        
108	0	0	146755         0.733394       0.733253       0.733393       0.733252       0.796972       0.796972       0              0              
109	0	0	148400         0.745038       0.741555       0.741709       0.741549       0.807637       0.807637       475.112        414.564        
110	0	0	150066         0.750364       0.750186       0.750364       0.750185       0.818789       0.818789       0              0              
111	0	0	151882         0.759376       0.759187       0.759376       0.759186       0.830009       0.830009       0              0              
112	0	0	153853         0.768785       0.768581       0.768784       0.768581       0.84252        0.84252        0              0              
113	0	0	155804         0.779516       0.778474       0.778631       0.7784         8.12903        3.57292        0              0              
114	0	0	157907         0.788928       0.788676       0.788927       0.788675       0.870272       0.870701       0              0              
115	0	0	160129         0.799723       0.799446       0.799722       0.799445       0.885296       0.885386       0              0              
116	0	0	162305         0.81105        0.810746       0.811049       0.810746       0.901854       0.901971       0              0              
117	0	0	164721         0.822965       0.822621       0.822964       0.82262        0.919433       0.919433       0              0              
118	0	0	167229         0.835513       0.835126       0.835511       0.835125       0.938839       0.939448       0              0              
119	0	0	169814         0.848749       0.848317       0.848747       0.848316       0.960672       0.960601       0              0              
120	0	0	172697         0.862748       0.862261       0.862747       0.86226        0.982137       0.982137       0              0              
121	0	0	175629         0.877577       0.877034       0.877575       0.877033       1.0072         1.007          0              0              
122	0	0	178749         0.893366       0.892727       0.893357       0.892723       1.47794        1.20522        0              0              
