i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	80770.9        0.414018       0.403864       0.403854       0.403857       0              0              573.618        479.541        
1	0	0	80816.5        0.404702       0.404704       0.404702       0.404704       0              0              0              0              
2	0	0	81031.8        0.405557       0.405559       0.405557       0.405559       0              0              0              0              
3	0	0	81229          0.40642        0.406423       0.40642        0.406423       0              0              0              0              
4	0	0	81381.5        0.407291       0.407293       0.407291       0.407293       0              0              0              0              
5	0	0	81583          0.40817        0.408172       0.40817        0.408172       0              0              0              0              
6	0	0	81727.4        0.409056       0.409059       0.409056       0.409059       0              0              0              0              
7	0	0	81899          0.409951       0.409954       0.409951       0.409954       0              0              0              0              
8	0	0	82126.7        0.410854       0.410857       0.410854       0.410857       0              0              0              0              
9	0	0	82311.6        0.428724       0.411778       0.411766       0.411768       0              0              691.314        606.917        
10	0	0	82542.8        0.412686       0.412689       0.412686       0.412689       0              0              0              0              
11	0	0	82584.8        0.413614       0.413617       0.413614       0.413617       0              0              0              0              
12	0	0	82841          0.414552       0.414554       0.414552       0.414554       0              0              0              0              
13	0	0	82954.1        0.415497       0.4155         0.415497       0.4155         0              0              0              0              
14	0	0	83177.3        0.416452       0.416454       0.416452       0.416454       0              0              0              0              
15	0	0	83473.9        0.417416       0.417419       0.417416       0.417419       0              0              0              0              
16	0	0	83678.3        0.418391       0.418393       0.418391       0.418393       0              0              0              0              
17	0	0	83876.6        0.419375       0.419378       0.419375       0.419378       0              0              0              0              
18	0	0	84003.5        0.420368       0.420371       0.420368       0.420371       0              0              0              0              
19	0	0	84223.9        0.421371       0.421373       0.421371       0.421373       0              0              0              0              
20	0	0	84324.7        0.422381       0.422385       0.422381       0.422385       0              0              0              0              
21	0	0	84630.1        0.423405       0.423407       0.423405       0.423407       0              0              0              0              
22	0	0	84798.8        0.424439       0.42444        0.424439       0.42444        0              0              0              0              
