i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	84210.3        0.421803       0.421807       0.421803       0.421807       0              0              0              0              
1	0	0	84503.2        0.422819       0.422823       0.422819       0.422823       0              0              0              0              
2	0	0	84698.6        0.423846       0.42385        0.423846       0.42385        0              0              0              0              
3	0	0	84860.9        0.424883       0.424887       0.424883       0.424887       0              0              0              0              
4	0	0	85069.8        0.42593        0.425934       0.42593        0.425934       0              0              0              0              
5	0	0	85368.8        0.426988       0.426993       0.426988       0.426993       0              0              0              0              
6	0	0	85508.6        0.435997       0.428068       0.428058       0.428062       0              0              535.314        437.29         
7	0	0	85714.2        0.429137       0.429141       0.429137       0.429141       0              0              0              0              
8	0	0	85932.1        0.430229       0.430232       0.430229       0.430232       0              0              0              0              
9	0	0	86134.5        0.431331       0.431335       0.431331       0.431335       0              0              0              0              
10	0	0	86399.8        0.432445       0.432449       0.432445       0.432449       0              0              0              0              
11	0	0	86666.5        0.43357        0.433575       0.43357        0.433575       0              0              0              0              
12	0	0	86841.9        0.434709       0.434713       0.434709       0.434713       0              0              0              0              
13	0	0	87139.6        0.446565       0.435874       0.43586        0.435864       0              0              597.48         466.887        
14	0	0	87297.4        0.437023       0.437027       0.437023       0.437027       0              0              0              0              
15	0	0	87624.4        0.438199       0.438203       0.438199       0.438203       0              0              0              0              
16	0	0	87860.1        0.439389       0.439393       0.439389       0.439393       0              0              0              0              
17	0	0	87948.3        0.44059        0.440594       0.44059        0.440594       0              0              0              0              
18	0	0	88398          0.441806       0.44181        0.441806       0.44181        0              0              0              0              
19	0	0	88516.5        0.443035       0.443039       0.443035       0.443039       0              0              0              0              
20	0	0	88742          0.444277       0.444281       0.444277       0.444281       0              0              0              0              
21	0	0	89000.2        0.445534       0.445538       0.445534       0.445538       0              0              0              0              
22	0	0	89242.4        0.446805       0.446808       0.446805       0.446808       0              0              0              0              
23	0	0	89431.4        0.448089       0.448093       0.448089       0.448093       0              0              0              0              
24	0	0	89894.7        0.44939        0.449395       0.44939        0.449395       0              0              0              0              
25	0	0	89953.3        0.460552       0.450719       0.450705       0.45071        0              0              587.296        550.333        
26	0	0	90304.6        0.452038       0.452041       0.452038       0.452041       0              0              0              0              
27	0	0	90577          0.453384       0.453388       0.453384       0.453388       0              0              0              0              
28	0	0	90850.9        0.454748       0.454752       0.454748       0.454752       0              0              0              0              
29	0	0	91147.9        0.456128       0.456132       0.456128       0.456132       0              0              0              0              
30	0	0	91434.9        0.457527       0.457529       0.457527       0.457529       0              0              0              0              
31	0	0	91740.4        0.458941       0.458944       0.458941       0.458944       0              0              0              0              
32	0	0	92058.8        0.460373       0.460377       0.460373       0.460377       0              0              0              0              
33	0	0	92262.6        0.461823       0.461827       0.461823       0.461827       0              0              0              0              
34	0	0	92558.3        0.463291       0.463295       0.463291       0.463295       0              0              0              0              
35	0	0	92803.9        0.464776       0.46478        0.464776       0.46478        0              0              0              0              
36	0	0	93112.5        0.466281       0.466285       0.466281       0.466285       0              0              0              0              
37	0	0	93468.4        0.467805       0.46781        0.467805       0.46781        0              0              0              0              
38	0	0	93791.5        0.469351       0.469355       0.469351       0.469355       0              0              0              0              
39	0	0	94130.6        0.470918       0.470921       0.470918       0.470921       0              0              0              0              
40	0	0	94477.7        0.472505       0.472508       0.472505       0.472508       0              0              0              0              
41	0	0	94883.5        0.474114       0.474117       0.474114       0.474117       0              0              0              0              
42	0	0	95096.2        0.475746       0.475747       0.475746       0.475747       0              0              0              0              
43	0	0	95433.5        0.477397       0.477399       0.477397       0.477399       0              0              0              0              
44	0	0	95705.3        0.47907        0.479073       0.47907        0.479073       0              0              0              0              
45	0	0	96074.8        0.480766       0.48077        0.480766       0.48077        0              0              0              0              
46	0	0	96327.3        0.482489       0.48249        0.482489       0.48249        0              0              0              0              
47	0	0	96692.9        0.484231       0.484234       0.484231       0.484234       0              0              0              0              
48	0	0	97142.9        0.486001       0.486004       0.486001       0.486004       0              0              0              0              
49	0	0	97478.1        0.487797       0.487799       0.487797       0.487799       0              0              0              0              
