i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	84715.5        0.424228       0.424232       0.424228       0.424232       0              0              0              0              
1	0	0	84954.6        0.425268       0.425272       0.425268       0.425272       0              0              0              0              
2	0	0	85189          0.42632        0.426324       0.42632        0.426324       0              0              0              0              
3	0	0	85434.9        0.427382       0.427386       0.427382       0.427386       0              0              0              0              
4	0	0	85660.7        0.428456       0.42846        0.428456       0.42846        0              0              0              0              
5	0	0	85834.5        0.438085       0.429553       0.42954        0.429545       0              0              547.527        430.641        
6	0	0	86073.1        0.430636       0.430641       0.430636       0.430641       0              0              0              0              
7	0	0	86235.9        0.431743       0.431748       0.431743       0.431748       0              0              0              0              
8	0	0	86437.2        0.432861       0.432866       0.432861       0.432866       0              0              0              0              
9	0	0	86704.3        0.433991       0.433996       0.433991       0.433996       0              0              0              0              
10	0	0	86955.4        0.435134       0.435139       0.435134       0.435139       0              0              0              0              
11	0	0	87141          0.441859       0.4363         0.436289       0.436294       0              0              470.718        389.845        
12	0	0	87394.6        0.437457       0.437461       0.437457       0.437461       0              0              0              0              
13	0	0	87567.8        0.438636       0.438641       0.438636       0.438641       0              0              0              0              
14	0	0	87866.5        0.439829       0.439833       0.439829       0.439833       0              0              0              0              
15	0	0	88098.6        0.441035       0.44104        0.441035       0.44104        0              0              0              0              
16	0	0	88345.3        0.442256       0.44226        0.442256       0.44226        0              0              0              0              
17	0	0	88550.3        0.443489       0.443492       0.443489       0.443492       0              0              0              0              
18	0	0	88859.8        0.444736       0.44474        0.444736       0.44474        0              0              0              0              
19	0	0	89158.6        0.445998       0.446003       0.445998       0.446003       0              0              0              0              
20	0	0	89361.4        0.447275       0.447279       0.447275       0.447279       0              0              0              0              
21	0	0	89586          0.450122       0.448639       0.448566       0.44857        9.74894        5.87008        0              0              
22	0	0	89911.9        0.449873       0.449876       0.449873       0.449876       0              0              0              0              
23	0	0	90108.1        0.451194       0.451198       0.451194       0.451198       0              0              0              0              
24	0	0	90439.7        0.452531       0.452535       0.452531       0.452535       0              0              0              0              
25	0	0	90732.2        0.453885       0.453889       0.453885       0.453889       0              0              0              0              
26	0	0	90958          0.455254       0.455259       0.455254       0.455259       0              0              0              0              
27	0	0	91208.9        0.456641       0.456645       0.456641       0.456645       0              0              0              0              
28	0	0	91507.9        0.462901       0.458055       0.458045       0.458048       0              0              456.309        424.882        
29	0	0	91748.6        0.459464       0.459469       0.459464       0.459469       0              0              0              0              
30	0	0	92102.7        0.460902       0.460906       0.460902       0.460906       0              0              0              0              
31	0	0	92375.5        0.462359       0.462363       0.462359       0.462363       0              0              0              0              
32	0	0	92665.3        0.463834       0.463837       0.463834       0.463837       0              0              0              0              
33	0	0	93015.7        0.465326       0.465331       0.465326       0.465331       0              0              0              0              
34	0	0	93237.9        0.46684        0.466843       0.46684        0.466843       0              0              0              0              
35	0	0	93538.5        0.468372       0.468375       0.468372       0.468375       0              0              0              0              
36	0	0	93817.6        0.469923       0.469926       0.469923       0.469926       0              0              0              0              
37	0	0	94157.4        0.471494       0.471498       0.471494       0.471498       0              0              0              0              
38	0	0	94541.9        0.473088       0.473092       0.473088       0.473092       0              0              0              0              
39	0	0	94891.5        0.474704       0.474707       0.474704       0.474707       0              0              0              0              
40	0	0	95081.3        0.482707       0.47635        0.476339       0.476343       0              0              511.865        442.138        
41	0	0	95470.5        0.477998       0.478001       0.477998       0.478001       0              0              0              0              
42	0	0	95909.9        0.47968        0.479684       0.47968        0.479684       0              0              0              0              
43	0	0	96148.7        0.481386       0.48139        0.481386       0.48139        0              0              0              0              
44	0	0	96576.3        0.483117       0.483119       0.483117       0.483119       0              0              0              0              
45	0	0	96887.3        0.489341       0.484882       0.484873       0.484874       0              0              449.247        374.858        
46	0	0	97317          0.486652       0.486654       0.486652       0.486654       0              0              0              0              
47	0	0	97499.3        0.488454       0.488458       0.488454       0.488458       0              0              0              0              
48	0	0	97961.9        0.490285       0.490288       0.490285       0.490288       0              0              0              0              
49	0	0	98279.7        0.504154       0.492155       0.492142       0.492145       0              0              650.778        592.846        
50	0	0	98639.7        0.494028       0.49403        0.494028       0.49403        0              0              0              0              
51	0	0	99042.2        0.49594        0.495942       0.49594        0.495942       0              0              0              0              
52	0	0	99479.6        0.497883       0.497884       0.497883       0.497884       0              0              0              0              
53	0	0	99890.5        0.499856       0.499857       0.499856       0.499857       0              0              0              0              
54	0	0	100322         0.501859       0.501861       0.501859       0.501861       0              0              0              0              
55	0	0	100663         0.503895       0.503894       0.503895       0.503894       0              0              0              0              
56	0	0	101009         0.505959       0.50596        0.505959       0.50596        0              0              0              0              
57	0	0	101481         0.508056       0.508058       0.508056       0.508058       0              0              0              0              
58	0	0	101822         0.51019        0.510189       0.51019        0.510189       0              0              0              0              
59	0	0	102399         0.512357       0.512356       0.512357       0.512356       0              0              0              0              
60	0	0	102786         0.514559       0.514559       0.514559       0.514559       0              0              0              0              
61	0	0	103229         0.5168         0.516799       0.5168         0.516799       0              0              0              0              
62	0	0	103724         0.519077       0.519076       0.519077       0.519076       0              0              0              0              
63	0	0	104143         0.521394       0.521391       0.521394       0.521391       0              0              0              0              
64	0	0	104622         0.523748       0.523747       0.523748       0.523747       0              0              0              0              
65	0	0	105108         0.526146       0.526144       0.526146       0.526144       0              0              0              0              
66	0	0	105548         0.528582       0.528582       0.528582       0.528582       0              0              0              0              
67	0	0	106065         0.537746       0.53107        0.531066       0.531063       0              0              542.608        484.173        
68	0	0	106612         0.533593       0.53359        0.533593       0.53359        0              0              0              0              
69	0	0	107135         0.536164       0.536164       0.536164       0.536164       0              0              0              0              
70	0	0	107560         0.538788       0.538783       0.538788       0.538783       0              0              0              0              
71	0	0	108171         0.541458       0.541452       0.541458       0.541452       0              0              0              0              
72	0	0	108616         0.544197       0.544175       0.544178       0.544171       2.36119        2.36119        0              0              
73	0	0	109216         0.548348       0.547037       0.546945       0.546941       7.55958        4.35599        0              0              
74	0	0	109751         0.549772       0.549765       0.549772       0.549765       0              0              0              0              
75	0	0	110293         0.552651       0.552644       0.552651       0.552644       0              0              0              0              
76	0	0	110957         0.555589       0.555581       0.555589       0.555581       0              0              0              0              
77	0	0	111569         0.558589       0.558578       0.558589       0.558578       0              0              0              0              
78	0	0	112159         0.561646       0.561636       0.561646       0.561636       0              0              0              0              
79	0	0	112900         0.564768       0.56476        0.564768       0.56476        0              0              0              0              
80	0	0	113472         0.56796        0.567949       0.56796        0.567949       0              0              0              0              
81	0	0	114022         0.571217       0.571204       0.571217       0.571204       0              0              0              0              
82	0	0	114712         0.578418       0.574532       0.574542       0.574528       0              0              459.006        394.866        
83	0	0	115434         0.577942       0.577927       0.577942       0.577927       0              0              0              0              
84	0	0	116089         0.581418       0.5814         0.581418       0.5814         0              0              0              0              
85	0	0	116759         0.584968       0.584952       0.584968       0.584952       0              0              0              0              
86	0	0	117488         0.588602       0.588584       0.588602       0.588584       0              0              0              0              
87	0	0	118353         0.592325       0.592303       0.592325       0.592303       0              0              0              0              
88	0	0	119021         0.596134       0.596109       0.596134       0.596109       0              0              0              0              
89	0	0	119810         0.600026       0.600007       0.600026       0.600007       0              0              0              0              
90	0	0	120654         0.60403        0.604001       0.60403        0.604001       0              0              0              0              
91	0	0	121370         0.608122       0.608093       0.608122       0.608093       0              0              0              0              
92	0	0	122211         0.612314       0.612286       0.612314       0.612286       0              0              0              0              
93	0	0	123094         0.61662        0.616587       0.61662        0.616587       0              0              0              0              
94	0	0	123929         0.621035       0.621001       0.621035       0.621001       0              0              0              0              
95	0	0	124842         0.62557        0.625531       0.62557        0.625531       0              0              0              0              
96	0	0	125857         0.630228       0.630186       0.630228       0.630186       0              0              0              0              
97	0	0	126799         0.635017       0.63497        0.635017       0.63497        0              0              0              0              
98	0	0	127929         0.639945       0.639892       0.639945       0.639892       0              0              0              0              
99	0	0	128882         0.645011       0.644954       0.645011       0.644954       0              0              0              0              
100	0	0	129921         0.650224       0.650164       0.650224       0.650164       0              0              0              0              
101	0	0	131098         0.655595       0.655533       0.655595       0.655533       0              0              0              0              
102	0	0	132231         0.661137       0.661068       0.661137       0.661068       0              0              0              0              
103	0	0	133401         0.666848       0.666774       0.666848       0.666774       0              0              0              0              
104	0	0	134494         0.672742       0.672661       0.672742       0.672661       0              0              0              0              
105	0	0	135764         0.678819       0.678737       0.678819       0.678737       0              0              0              0              
106	0	0	137105         0.689972       0.685026       0.685109       0.68502        0              0              531.92         433.841        
107	0	0	138363         0.691611       0.691515       0.691611       0.691515       0              0              0              0              
108	0	0	139656         0.698338       0.698233       0.698338       0.698233       0              0              0              0              
109	0	0	141012         0.705305       0.705188       0.705305       0.705188       0              0              0              0              
110	0	0	142550         0.712524       0.712396       0.712524       0.712396       0              0              0              0              
111	0	0	143999         0.720012       0.719876       0.720012       0.719876       0              0              0              0              
112	0	0	145537         0.736604       0.72765        0.727796       0.727639       0              0              665.877        552.119        
113	0	0	147250         0.735868       0.735711       0.735868       0.735711       0              0              0              0              
114	0	0	148924         0.744285       0.744108       0.744285       0.744108       0              0              0              0              
115	0	0	150581         0.753047       0.752853       0.753047       0.752853       0              0              0              0              
116	0	0	152498         0.762185       0.76197        0.762185       0.76197        0              0              0              0              
117	0	0	154484         0.77172        0.771494       0.77172        0.771494       0              0              0              0              
118	0	0	156474         0.781711       0.781451       0.781711       0.781451       0              0              0              0              
119	0	0	158418         0.792156       0.791866       0.792156       0.791866       0              0              0              0              
120	0	0	160665         0.803093       0.802783       0.803093       0.802783       0              0              0              0              
121	0	0	163003         0.8231         0.81426        0.814586       0.814249       0              0              684.689        559.375        
122	0	0	165455         0.826688       0.826309       0.826688       0.826309       0              0              0              0              
123	0	0	167925         0.839441       0.83901        0.839441       0.83901        0              0              0              0              
124	0	0	170692         0.852904       0.852422       0.852904       0.852422       0              0              0              0              
125	0	0	173533         0.870074       0.866612       0.867167       0.866608       0              0              482.667        425.066        
126	0	0	176555         0.882428       0.881665       0.882428       0.881665       0              0              0              0              
127	0	0	179743         0.898784       0.897629       0.898784       0.897629       0              0              0              0              
128	0	0	183137         0.91536        0.914621       0.91536        0.914621       0              0              0              0              
129	0	0	186881         0.933662       0.932816       0.933662       0.932816       0              0              0              0              
130	0	0	190747         0.953297       0.952317       0.953297       0.952317       0              0              0              0              
131	0	0	194974         0.974414       0.973294       0.974414       0.973294       0              0              0              0              
132	0	0	199549         1.00018        0.995954       0.997266       0.995947       0              0              504.546        482.315        
133	0	0	204511         1.02206        1.02052        1.02206        1.02052        0              0              0              0              
134	0	0	209797         1.04935        1.04731        1.04935        1.04731        0              0              0              0              
135	0	0	215772         1.07897        1.0766         1.07897        1.0766         0              0              0              0              
136	0	0	222261         1.11145        1.10892        1.11145        1.10892        0              0              0              0              
137	0	0	229495         1.14794        1.14483        1.14794        1.14483        0              0              0              0              
138	0	0	237582         1.19236        1.18511        1.18891        1.18505        9.97487        6.34886        542.908        436.473        
139	0	0	246686         1.23539        1.23052        1.23539        1.23052        0              0              0              0              
140	0	0	257171         1.28892        1.28256        1.28892        1.28256        0              0              0              0              
141	0	0	269346         1.35429        1.34306        1.35176        1.34306        0              0              535.794        462.783        
142	0	0	283748         1.42973        1.41469        1.42781        1.41468        0              0              493.007        410.45         
143	0	0	301258         1.52275        1.5016         1.52121        1.50159        0              0              465.146        439.749        
144	0	0	323311         1.64657        1.61128        1.64494        1.61127        0              0              485.87         426.841        
145	0	0	352711         1.84           1.75856        1.84           1.75856        0              0              0              0              
146	0	0	394705         2.21069        1.97261        2.20959        1.97261        0              0              452.539        386.458        
147	0	0	453139         2.92804        2.29638        2.92802        2.29636        3.98698        3.95408        0              0              
148	0	0	523508         4.08791        2.77953        4.08653        2.77944        10.3792        6.56234        495.107        417.823        
149	0	0	569707         5.67082        3.43861        5.66902        3.43857        16.2298        10.9259        471.161        417.651        
150	0	0	530974         7.3653         4.22425        7.36423        4.22424        0              0              502.557        458.413        
151	0	0	386289         8.96863        5.06318        8.9674         5.06316        0              0              471.429        401.29         
152	0	0	206089         10.4909        5.93699        10.4909        5.937          4.33063        4.32449        0              0              
153	0	0	74974          11.8089        6.76254        11.8088        6.76238        12.7428        8.12093        0              0              
154	0	0	18074.8        12.9209        7.48455        12.9209        7.48455        0              0              0              0              
155	0	0	2890.32        14.0328        8.21736        14.0328        8.21736        0              0              0              0              
156	0	0	325.507        15.0305        9.3649         15.0305        9.3649         0              0              0              0              
157	0	0	7.06712        15.6379        10.721         15.6379        10.721         0              0              0              0              
158	0	0	0              0              0              0              0              0              0              0              0              
159	0	0	0              0              0              0              0              0              0              0              0              
160	0	0	0              0              0              0              0              0              0              0              0              
161	0	0	0              0              0              0              0              0              0              0              0              
162	0	0	0              0              0              0              0              0              0              0              0              
163	0	0	0              0              0              0              0              0              0              0              0              
164	0	0	0              0              0              0              0              0              0              0              0              
165	0	0	0              0              0              0              0              0              0              0              0              
166	0	0	0              0              0              0              0              0              0              0              0              
167	0	0	0              0              0              0              0              0              0              0              0              
168	0	0	0              0              0              0              0              0              0              0              0              
169	0	0	0              0              0              0              0              0              0              0              0              
170	0	0	0              0              0              0              0              0              0              0              0              
171	0	0	0              0              0              0              0              0              0              0              0              
172	0	0	0              0              0              0              0              0              0              0              0              
173	0	0	0              0              0              0              0              0              0              0              0              
174	0	0	0              0              0              0              0              0              0              0              0              
175	0	0	0              0              0              0              0              0              0              0              0              
176	0	0	0              0              0              0              0              0              0              0              0              
177	0	0	0              0              0              0              0              0              0              0              0              
178	0	0	0              0              0              0              0              0              0              0              0              
179	0	0	0              0              0              0              0              0              0              0              0              
180	0	0	0              0              0              0              0              0              0              0              0              
181	0	0	0              0              0              0              0              0              0              0              0              
182	0	0	0              0              0              0              0              0              0              0              0              
183	0	0	0              0              0              0              0              0              0              0              0              
184	0	0	0              0              0              0              0              0              0              0              0              
185	0	0	0              0              0              0              0              0              0              0              0              
186	0	0	0              0              0              0              0              0              0              0              0              
187	0	0	0              0              0              0              0              0              0              0              0              
188	0	0	0              0              0              0              0              0              0              0              0              
189	0	0	0              0              0              0              0              0              0              0              0              
190	0	0	0              0              0              0              0              0              0              0              0              
191	0	0	0              0              0              0              0              0              0              0              0              
192	0	0	0              0              0              0              0              0              0              0              0              
193	0	0	0              0              0              0              0              0              0              0              0              
194	0	0	0              0              0              0              0              0              0              0              0              
195	0	0	0              0              0              0              0              0              0              0              0              
196	0	0	0              0              0              0              0              0              0              0              0              
197	0	0	0              0              0              0              0              0              0              0              0              
198	0	0	0              0              0              0              0              0              0              0              0              
199	0	0	0              0              0              0              0              0              0              0              0              
