i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	8512.55        0.426696       0.4267         0.426696       0.4267         0              0              0              0              
1	0	0	8561.08        0.427762       0.427767       0.427762       0.427767       0              0              0              0              
2	0	0	8546.26        0.428838       0.428843       0.428838       0.428843       0              0              0              0              
3	0	0	8598.63        0.429925       0.429931       0.429925       0.429931       0              0              0              0              
4	0	0	8609.16        0.431026       0.43103        0.431026       0.43103        0              0              0              0              
5	0	0	8628.51        0.432136       0.432141       0.432136       0.432141       0              0              0              0              
6	0	0	8650.64        0.433259       0.433264       0.433259       0.433264       0              0              0              0              
7	0	0	8672.45        0.434394       0.434397       0.434394       0.434397       0              0              0              0              
8	0	0	8700.95        0.435539       0.435544       0.435539       0.435544       0              0              0              0              
9	0	0	8719.61        0.436697       0.436702       0.436697       0.436702       0              0              0              0              
10	0	0	8751.93        0.437872       0.437875       0.437872       0.437875       0              0              0              0              
11	0	0	8783.07        0.439055       0.439061       0.439055       0.439061       0              0              0              0              
12	0	0	8784.14        0.440253       0.440257       0.440253       0.440257       0              0              0              0              
13	0	0	8815.29        0.441464       0.441468       0.441464       0.441468       0              0              0              0              
14	0	0	8830.44        0.442687       0.442691       0.442687       0.442691       0              0              0              0              
15	0	0	8875.29        0.443925       0.443929       0.443925       0.443929       0              0              0              0              
16	0	0	8911.15        0.445179       0.445184       0.445179       0.445184       0              0              0              0              
17	0	0	8921.81        0.446448       0.446452       0.446448       0.446452       0              0              0              0              
18	0	0	8938.11        0.447729       0.447732       0.447729       0.447732       0              0              0              0              
19	0	0	8985.57        0.449026       0.449031       0.449026       0.449031       0              0              0              0              
20	0	0	9035.82        0.450344       0.450347       0.450344       0.450347       0              0              0              0              
21	0	0	9018.56        0.45167        0.451675       0.45167        0.451675       0              0              0              0              
22	0	0	9060.1         0.453018       0.45302        0.453018       0.45302        0              0              0              0              
23	0	0	9088.52        0.454376       0.454381       0.454376       0.454381       0              0              0              0              
24	0	0	9096.94        0.45575        0.455755       0.45575        0.455755       0              0              0              0              
25	0	0	9139.21        0.457142       0.457148       0.457142       0.457148       0              0              0              0              
26	0	0	9163.48        0.458557       0.458559       0.458557       0.458559       0              0              0              0              
27	0	0	9181.27        0.459976       0.459983       0.459976       0.459983       0              0              0              0              
