i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     O16_D          O16_T          

0	0	0	9813.96        0.491273       0.491285       0.491273       0.491285       0              0              
1	0	0	9852.15        0.493145       0.493156       0.493145       0.493156       0              0              
2	0	0	9891.82        0.495046       0.495058       0.495046       0.495058       0              0              
3	0	0	9881.11        0.496969       0.496981       0.496969       0.496981       0              0              
4	0	0	9930.45        0.498919       0.49893        0.498919       0.49893        0              0              
5	0	0	10021.7        0.500904       0.500917       0.500904       0.500917       0              0              
6	0	0	10060.8        0.502926       0.502939       0.502926       0.502939       0              0              
7	0	0	10078.2        0.504976       0.504989       0.504976       0.504989       0              0              
8	0	0	10115.8        0.507057       0.507069       0.507057       0.507069       0              0              
9	0	0	10146          0.509166       0.509181       0.509166       0.509181       0              0              
10	0	0	10204.4        0.511318       0.511328       0.511318       0.511328       0              0              
11	0	0	10253          0.5135         0.513513       0.5135         0.513513       0              0              
12	0	0	10331.5        0.515727       0.515739       0.515727       0.515739       0              0              
13	0	0	10346.6        0.517985       0.517999       0.517985       0.517999       0              0              
14	0	0	10376          0.52028        0.520292       0.52028        0.520292       0              0              
15	0	0	10451.3        0.522616       0.522629       0.522616       0.522629       0              0              
16	0	0	10488.3        0.524991       0.525007       0.524991       0.525007       0              0              
17	0	0	10535.2        0.527415       0.527426       0.527415       0.527426       0              0              
18	0	0	10562.1        0.529871       0.529882       0.529871       0.529882       0              0              
19	0	0	10611.4        0.532374       0.532382       0.532374       0.532382       0              0              
20	0	0	10703          0.534918       0.534933       0.534918       0.534933       0              0              
21	0	0	10723.4        0.537515       0.53753        0.537515       0.53753        0              0              
22	0	0	10788.9        0.540165       0.540174       0.540165       0.540174       0              0              
23	0	0	10848.6        0.542858       0.54287        0.542858       0.54287        0              0              
24	0	0	10876.2        0.545602       0.545614       0.545602       0.545614       0              0              
25	0	0	10957.6        0.548395       0.548411       0.548395       0.548411       0              0              
26	0	0	10998.2        0.551252       0.551264       0.551252       0.551264       0              0              
27	0	0	11048.3        0.554158       0.554168       0.554158       0.554168       0              0              
28	0	0	11120          0.557124       0.557132       0.557124       0.557132       0              0              
29	0	0	11174.8        0.560147       0.560157       0.560147       0.560157       0              0              
30	0	0	11264.9        0.563236       0.56325        0.563236       0.56325        0              0              
31	0	0	11327.4        0.566404       0.566409       0.566404       0.566409       0              0              
32	0	0	11361.8        0.569616       0.56963        0.569616       0.56963        0              0              
33	0	0	11446.9        0.572911       0.572919       0.572911       0.572919       0              0              
34	0	0	11502          0.576271       0.576284       0.576271       0.576284       0              0              
35	0	0	11585.3        0.579712       0.579718       0.579712       0.579718       0              0              
36	0	0	11603.6        0.702035       0.583355       0.58321        0.583225       682.689        578.294        
37	0	0	11706.2        0.586802       0.586813       0.586802       0.586813       0              0              
38	0	0	11792.5        0.590475       0.590487       0.590475       0.590487       0              0              
39	0	0	11867          0.594229       0.594247       0.594229       0.594247       0              0              
40	0	0	11917.6        0.598088       0.598093       0.598088       0.598093       0              0              
41	0	0	12025.7        0.602025       0.602037       0.602025       0.602037       0              0              
42	0	0	12095.4        0.606073       0.606076       0.606073       0.606076       0              0              
