i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     O16_D          O16_T          

0	0	0	9306.41        0.466629       0.466637       0.466629       0.466637       0              0              
1	0	0	9345.95        0.468157       0.468165       0.468157       0.468165       0              0              
2	0	0	9349.23        0.565256       0.469794       0.469701       0.46971        588.604        494.707        
3	0	0	9425.22        0.471271       0.471279       0.471271       0.471279       0              0              
4	0	0	9445.88        0.472862       0.47287        0.472862       0.47287        0              0              
5	0	0	9465.4         0.474472       0.474479       0.474472       0.474479       0              0              
6	0	0	9506.78        0.476104       0.476112       0.476104       0.476112       0              0              
7	0	0	9521.9         0.477758       0.477765       0.477758       0.477765       0              0              
8	0	0	9569.28        0.479434       0.479441       0.479434       0.479441       0              0              
9	0	0	9606.96        0.481133       0.481142       0.481133       0.481142       0              0              
10	0	0	9661.16        0.48286        0.482869       0.48286        0.482869       0              0              
11	0	0	9684.17        0.484611       0.48462        0.484611       0.48462        0              0              
12	0	0	9721.44        0.486387       0.486396       0.486387       0.486396       0              0              
13	0	0	9726.53        0.488183       0.488193       0.488183       0.488193       0              0              
14	0	0	9772.21        0.490007       0.490016       0.490007       0.490016       0              0              
15	0	0	9801.54        0.491856       0.491865       0.491856       0.491865       0              0              
16	0	0	9861.52        0.493736       0.493745       0.493736       0.493745       0              0              
17	0	0	9900.38        0.495645       0.495653       0.495645       0.495653       0              0              
18	0	0	9961.37        0.497586       0.497593       0.497586       0.497593       0              0              
19	0	0	9990.11        0.499555       0.499563       0.499555       0.499563       0              0              
20	0	0	10004.7        0.50155        0.501561       0.50155        0.501561       0              0              
21	0	0	10072.6        0.503578       0.503589       0.503578       0.503589       0              0              
22	0	0	10111.4        0.50564        0.505652       0.50564        0.505652       0              0              
23	0	0	10143.8        0.507739       0.507747       0.507739       0.507747       0              0              
24	0	0	10174.9        0.509866       0.509873       0.509866       0.509873       0              0              
25	0	0	10251.3        0.512022       0.512037       0.512022       0.512037       0              0              
26	0	0	10276.1        0.514221       0.514237       0.514221       0.514237       0              0              
27	0	0	10309.5        0.51646        0.516469       0.51646        0.516469       0              0              
