i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	9510.79        0.476741       0.47675        0.476741       0.47675        0              0              0              0              
1	0	0	9564.44        0.478406       0.478416       0.478406       0.478416       0              0              0              0              
2	0	0	9613.54        0.480095       0.480105       0.480095       0.480105       0              0              0              0              
3	0	0	9606.78        0.481806       0.481816       0.481806       0.481816       0              0              0              0              
4	0	0	9675.54        0.483542       0.483553       0.483542       0.483553       0              0              0              0              
5	0	0	9698.02        0.485303       0.485313       0.485303       0.485313       0              0              0              0              
6	0	0	9691.38        0.487086       0.487093       0.487086       0.487093       0              0              0              0              
7	0	0	9755.93        0.488889       0.4889         0.488889       0.4889         0              0              0              0              
8	0	0	9805.17        0.490726       0.490737       0.490726       0.490737       0              0              0              0              
9	0	0	9844.48        0.492591       0.4926         0.492591       0.4926         0              0              0              0              
10	0	0	9855.12        0.494478       0.49449        0.494478       0.49449        0              0              0              0              
11	0	0	9920.79        0.557882       0.496487       0.496404       0.496415       1.34271        1.34271        515.715        421.653        
12	0	0	9939.99        0.498837       0.498539       0.49836        0.498369       1.41778        1.41604        0              0              
13	0	0	10027.4        0.500948       0.500551       0.500343       0.500351       1.58261        1.57986        0              0              
14	0	0	10058.2        0.503227       0.502605       0.502354       0.502363       1.83372        1.82899        0              0              
15	0	0	10068.4        0.505971       0.504737       0.504396       0.504405       2.32582        2.3096         0              0              
16	0	0	10137.2        0.520932       0.507327       0.506475       0.506477       8.32054        4.886          0              0              
17	0	0	10147.8        0.508578       0.508584       0.508578       0.508584       0              0              0              0              
18	0	0	10203.1        0.510722       0.510724       0.510722       0.510724       0              0              0              0              
19	0	0	10231.2        0.512892       0.512898       0.512892       0.512898       0              0              0              0              
20	0	0	10274.8        0.515098       0.515106       0.515098       0.515106       0              0              0              0              
21	0	0	10314.6        0.517345       0.51735        0.517345       0.51735        0              0              0              0              
22	0	0	10376.4        0.519629       0.519636       0.519629       0.519636       0              0              0              0              
23	0	0	10422.9        0.52195        0.521958       0.52195        0.521958       0              0              0              0              
24	0	0	10484          0.524324       0.524324       0.524324       0.524324       0              0              0              0              
25	0	0	10541.5        0.526734       0.526736       0.526734       0.526736       0              0              0              0              
26	0	0	10570.5        0.529188       0.529187       0.529188       0.529187       0              0              0              0              
27	0	0	10584.9        0.53167        0.531674       0.53167        0.531674       0              0              0              0              
28	0	0	10663.8        0.534203       0.534207       0.534203       0.534207       0              0              0              0              
29	0	0	10710.6        0.536788       0.53679        0.536788       0.53679        0              0              0              0              
30	0	0	10782.7        0.53942        0.539421       0.53942        0.539421       0              0              0              0              
31	0	0	10818          0.5421         0.542102       0.5421         0.542102       0              0              0              0              
32	0	0	10875.5        0.544834       0.544832       0.544834       0.544832       0              0              0              0              
33	0	0	10907.8        0.547615       0.547609       0.547615       0.547609       0              0              0              0              
34	0	0	11012.3        0.55045        0.55045        0.55045        0.55045        0              0              0              0              
35	0	0	11056.6        0.553349       0.553346       0.553349       0.553346       0              0              0              0              
36	0	0	11086.1        0.556303       0.556294       0.556303       0.556294       0              0              0              0              
37	0	0	11169.6        0.559303       0.559304       0.559303       0.559304       0              0              0              0              
38	0	0	11228.4        0.562389       0.562376       0.562389       0.562376       0              0              0              0              
39	0	0	11278.3        0.565517       0.565509       0.565517       0.565509       0              0              0              0              
40	0	0	11372.6        0.568722       0.568714       0.568722       0.568714       0              0              0              0              
41	0	0	11409.2        0.572005       0.571986       0.572005       0.571986       0              0              0              0              
42	0	0	11498          0.57534        0.575328       0.57534        0.575328       0              0              0              0              
43	0	0	11543.9        0.578754       0.578743       0.578754       0.578743       0              0              0              0              
44	0	0	11614.9        0.618514       0.58229        0.582252       0.582232       0              0              447.837        407.557        
45	0	0	11712.7        0.585839       0.585805       0.585839       0.585805       0              0              0              0              
46	0	0	11731.8        0.589485       0.589453       0.589485       0.589453       0              0              0              0              
