i	j	k	Dose(Gy)       
0	0	0	4.49886e-09    
1	0	0	4.54094e-09    
2	0	0	4.54768e-09    
3	0	0	4.55159e-09    
4	0	0	4.57159e-09    
5	0	0	4.58861e-09    
6	0	0	4.60567e-09    
7	0	0	4.6106e-09     
8	0	0	4.62359e-09    
9	0	0	4.64605e-09    
10	0	0	4.65434e-09    
11	0	0	4.66143e-09    
12	0	0	4.67562e-09    
13	0	0	4.70397e-09    
14	0	0	4.72256e-09    
15	0	0	4.72367e-09    
16	0	0	4.74204e-09    
17	0	0	4.75026e-09    
18	0	0	4.77493e-09    
19	0	0	4.79064e-09    
20	0	0	4.80981e-09    
21	0	0	4.82837e-09    
22	0	0	4.84464e-09    
23	0	0	4.87481e-09    
24	0	0	4.88615e-09    
25	0	0	4.89495e-09    
26	0	0	4.92994e-09    
27	0	0	4.93768e-09    
28	0	0	4.97201e-09    
29	0	0	4.9779e-09     
30	0	0	4.99008e-09    
31	0	0	5.02198e-09    
32	0	0	5.03533e-09    
33	0	0	5.05266e-09    
34	0	0	5.08377e-09    
35	0	0	5.08857e-09    
36	0	0	5.12399e-09    
37	0	0	5.14767e-09    
38	0	0	5.1721e-09     
39	0	0	5.1866e-09     
40	0	0	5.2093e-09     
41	0	0	5.24623e-09    
42	0	0	5.25262e-09    
43	0	0	5.28903e-09    
44	0	0	5.31115e-09    
45	0	0	5.3337e-09     
46	0	0	5.35645e-09    
47	0	0	5.37978e-09    
48	0	0	5.41069e-09    
49	0	0	5.43582e-09    
50	0	0	5.47071e-09    
51	0	0	5.49195e-09    
52	0	0	5.52783e-09    
53	0	0	5.54942e-09    
54	0	0	5.58248e-09    
55	0	0	5.61208e-09    
56	0	0	5.64518e-09    
57	0	0	5.67318e-09    
58	0	0	5.71702e-09    
59	0	0	5.73919e-09    
60	0	0	5.76674e-09    
61	0	0	5.80984e-09    
62	0	0	5.85101e-09    
63	0	0	5.89528e-09    
64	0	0	5.90979e-09    
65	0	0	5.95112e-09    
66	0	0	6.00009e-09    
67	0	0	6.03045e-09    
68	0	0	6.08008e-09    
69	0	0	6.11376e-09    
70	0	0	6.16339e-09    
71	0	0	6.21585e-09    
72	0	0	6.25217e-09    
73	0	0	6.29177e-09    
74	0	0	6.35142e-09    
75	0	0	6.38917e-09    
76	0	0	6.43515e-09    
77	0	0	6.50467e-09    
78	0	0	6.55399e-09    
79	0	0	6.6102e-09     
80	0	0	6.65939e-09    
81	0	0	6.7095e-09     
82	0	0	6.78199e-09    
83	0	0	6.85051e-09    
84	0	0	6.9172e-09     
85	0	0	6.98182e-09    
86	0	0	7.0512e-09     
87	0	0	7.12758e-09    
88	0	0	7.21196e-09    
89	0	0	7.27992e-09    
90	0	0	7.35808e-09    
91	0	0	7.44034e-09    
92	0	0	7.5293e-09     
93	0	0	7.62509e-09    
94	0	0	7.73085e-09    
95	0	0	7.8347e-09     
96	0	0	7.91642e-09    
97	0	0	8.03745e-09    
98	0	0	8.15242e-09    
99	0	0	8.26353e-09    
100	0	0	8.40242e-09    
101	0	0	8.52314e-09    
102	0	0	8.67031e-09    
103	0	0	8.826e-09      
104	0	0	8.98757e-09    
105	0	0	9.15632e-09    
106	0	0	9.325e-09      
107	0	0	9.52862e-09    
108	0	0	9.73959e-09    
109	0	0	9.96841e-09    
110	0	0	1.02146e-08    
111	0	0	1.04652e-08    
112	0	0	1.0762e-08     
113	0	0	1.10785e-08    
114	0	0	1.14521e-08    
115	0	0	1.18426e-08    
116	0	0	1.22863e-08    
117	0	0	1.28062e-08    
118	0	0	1.33882e-08    
119	0	0	1.40915e-08    
120	0	0	1.49258e-08    
121	0	0	1.59563e-08    
122	0	0	1.73119e-08    
123	0	0	1.92142e-08    
124	0	0	2.20887e-08    
125	0	0	2.62036e-08    
126	0	0	3.02267e-08    
127	0	0	2.91363e-08    
128	0	0	2.04516e-08    
129	0	0	9.82556e-09    
130	0	0	2.83479e-09    
131	0	0	4.62811e-10    
132	0	0	1.43229e-11    
133	0	0	1.35685e-12    
134	0	0	8.88739e-15    
135	0	0	9.82645e-14    
136	0	0	1.01058e-13    
137	0	0	1.31533e-14    
138	0	0	3.12244e-14    
139	0	0	2.9264e-14     
140	0	0	2.67788e-14    
141	0	0	1.56169e-14    
142	0	0	3.35956e-15    
143	0	0	4.97657e-14    
144	0	0	6.34049e-14    
145	0	0	1.87882e-14    
146	0	0	5.18077e-15    
147	0	0	1.55517e-14    
148	0	0	2.07985e-15    
149	0	0	1.31732e-14    
150	0	0	1.54399e-14    
151	0	0	4.62787e-14    
152	0	0	2.22742e-14    
153	0	0	2.59983e-14    
154	0	0	7.68512e-16    
155	0	0	1.69896e-15    
156	0	0	3.39231e-14    
157	0	0	2.43953e-14    
158	0	0	4.61384e-15    
159	0	0	1.29676e-14    
160	0	0	9.68837e-15    
161	0	0	2.59048e-15    
162	0	0	1.23437e-15    
164	0	0	1.85201e-14    
166	0	0	8.26346e-15    
168	0	0	6.66907e-15    
169	0	0	3.07493e-15    
170	0	0	1.90942e-14    
171	0	0	1.32792e-15    
174	0	0	1.83043e-14    
176	0	0	2.19668e-14    
178	0	0	3.71536e-15    
184	0	0	1.99112e-14    
185	0	0	1.41593e-14    
191	0	0	3.51132e-15    
192	0	0	1.24417e-14    
195	0	0	8.86402e-16    
196	0	0	1.97426e-14    
