i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     O16_D          O16_T          

0	0	0	9011.53        0.451105       0.451113       0.451105       0.451113       0              0              
1	0	0	9076.68        0.452445       0.452452       0.452445       0.452452       0              0              
2	0	0	9070.36        0.453799       0.453807       0.453799       0.453807       0              0              
3	0	0	9099.22        0.455169       0.455176       0.455169       0.455176       0              0              
4	0	0	9131.41        0.456555       0.456563       0.456555       0.456563       0              0              
5	0	0	9162.69        0.45796        0.457967       0.45796        0.457967       0              0              
6	0	0	9193           0.45938        0.459389       0.45938        0.459389       0              0              
7	0	0	9216.62        0.46082        0.460827       0.46082        0.460827       0              0              
8	0	0	9233.94        0.462276       0.462282       0.462276       0.462282       0              0              
9	0	0	9272.44        0.463749       0.463758       0.463749       0.463758       0              0              
10	0	0	9299.75        0.778329       0.465423       0.465244       0.46525        863.938        727.491        
11	0	0	9304.04        0.466754       0.46676        0.466754       0.46676        0              0              
12	0	0	9347.63        0.468282       0.468288       0.468282       0.468288       0              0              
13	0	0	9393.2         0.469831       0.469839       0.469831       0.469839       0              0              
14	0	0	9430.78        0.471408       0.471414       0.471408       0.471414       0              0              
15	0	0	9430.2         0.472998       0.473005       0.472998       0.473005       0              0              
16	0	0	9472.07        0.47461        0.474615       0.47461        0.474615       0              0              
17	0	0	9491.35        0.476241       0.476247       0.476241       0.476247       0              0              
18	0	0	9532.04        0.477892       0.477901       0.477892       0.477901       0              0              
19	0	0	9572.13        0.479574       0.47958        0.479574       0.47958        0              0              
20	0	0	9606.03        0.481275       0.481282       0.481275       0.481282       0              0              
21	0	0	9643.72        0.483002       0.483008       0.483002       0.483008       0              0              
22	0	0	9675.84        0.484752       0.484759       0.484752       0.484759       0              0              
23	0	0	9743.78        0.486532       0.486538       0.486532       0.486538       0              0              
24	0	0	9746.33        0.488335       0.488341       0.488335       0.488341       0              0              
25	0	0	9775.21        0.490164       0.490169       0.490164       0.490169       0              0              
26	0	0	9856.69        0.49202        0.492025       0.49202        0.492025       0              0              
27	0	0	9855.41        0.493905       0.49391        0.493905       0.49391        0              0              
28	0	0	9933.68        0.495813       0.495824       0.495813       0.495824       0              0              
29	0	0	9937.25        0.497761       0.497765       0.497761       0.497765       0              0              
30	0	0	9971.44        0.499726       0.499734       0.499726       0.499734       0              0              
31	0	0	10026.7        0.501723       0.501734       0.501723       0.501734       0              0              
32	0	0	10054.8        0.503758       0.503765       0.503758       0.503765       0              0              
33	0	0	10101.1        0.505826       0.505827       0.505826       0.505827       0              0              
34	0	0	10150.2        0.507915       0.507923       0.507915       0.507923       0              0              
35	0	0	10157.8        0.510042       0.51005        0.510042       0.51005        0              0              
36	0	0	10230.5        0.512205       0.512213       0.512205       0.512213       0              0              
37	0	0	10291.2        0.514412       0.514414       0.514412       0.514414       0              0              
38	0	0	10321.4        0.51665        0.516652       0.51665        0.516652       0              0              
39	0	0	10360.7        0.518916       0.518928       0.518916       0.518928       0              0              
40	0	0	10407.3        0.52123        0.521238       0.52123        0.521238       0              0              
41	0	0	10479.1        0.523592       0.523593       0.523592       0.523593       0              0              
42	0	0	10493.3        0.52598        0.525986       0.52598        0.525986       0              0              
43	0	0	10563.3        0.528419       0.528422       0.528419       0.528422       0              0              
44	0	0	10604          0.53089        0.530902       0.53089        0.530902       0              0              
45	0	0	10655.4        0.533424       0.533424       0.533424       0.533424       0              0              
46	0	0	10698          0.535995       0.535993       0.535995       0.535993       0              0              
47	0	0	10740.1        0.538599       0.538606       0.538599       0.538606       0              0              
48	0	0	10804.6        0.541262       0.541268       0.541262       0.541268       0              0              
49	0	0	10857.1        0.543974       0.543983       0.543974       0.543983       0              0              
50	0	0	10930.4        0.546754       0.546753       0.546754       0.546753       0              0              
51	0	0	10964.9        0.549563       0.549573       0.549563       0.549573       0              0              
52	0	0	11044          0.552443       0.552449       0.552443       0.552449       0              0              
53	0	0	11079.3        0.555379       0.555382       0.555379       0.555382       0              0              
54	0	0	11153.5        0.627873       0.558445       0.558371       0.558374       561.305        480.813        
55	0	0	11202.4        0.561422       0.561426       0.561422       0.561426       0              0              
56	0	0	11282.2        0.564536       0.564541       0.564536       0.564541       0              0              
57	0	0	11328.1        0.56773        0.567724       0.56773        0.567724       0              0              
58	0	0	11417.2        0.570976       0.570976       0.570976       0.570976       0              0              
59	0	0	11461.7        0.574297       0.574296       0.574297       0.574296       0              0              
60	0	0	11518.4        0.577684       0.577685       0.577684       0.577685       0              0              
61	0	0	11608.2        0.58115        0.58115        0.58115        0.58115        0              0              
62	0	0	11686.3        0.5847         0.5847         0.5847         0.5847         0              0              
63	0	0	11770.6        0.58834        0.588333       0.58834        0.588333       0              0              
64	0	0	11799.1        0.592056       0.592043       0.592056       0.592043       0              0              
65	0	0	11890.2        0.595843       0.595838       0.595843       0.595838       0              0              
