i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     O16_D          O16_T          

0	0	0	8798.84        0.439744       0.439751       0.439744       0.439751       0              0              
1	0	0	8814.67        0.440952       0.440957       0.440952       0.440957       0              0              
2	0	0	8817.74        0.442169       0.442176       0.442169       0.442176       0              0              
3	0	0	8836.07        0.443399       0.443405       0.443399       0.443405       0              0              
4	0	0	8893.5         0.444644       0.444651       0.444644       0.444651       0              0              
5	0	0	8913.77        0.445909       0.445913       0.445909       0.445913       0              0              
6	0	0	8936.95        0.447183       0.447188       0.447183       0.447188       0              0              
7	0	0	8966.6         0.448474       0.448479       0.448474       0.448479       0              0              
8	0	0	8992.5         0.44978        0.449786       0.44978        0.449786       0              0              
9	0	0	9028.98        0.451102       0.451108       0.451102       0.451108       0              0              
10	0	0	9051.94        0.452439       0.452446       0.452439       0.452446       0              0              
11	0	0	9084.96        0.453797       0.453802       0.453797       0.453802       0              0              
12	0	0	9060.76        0.455161       0.455167       0.455161       0.455167       0              0              
13	0	0	9127.41        0.456546       0.456552       0.456546       0.456552       0              0              
14	0	0	9148.08        0.457947       0.457953       0.457947       0.457953       0              0              
15	0	0	9175.9         0.459367       0.459373       0.459367       0.459373       0              0              
16	0	0	9205.11        0.460804       0.46081        0.460804       0.46081        0              0              
17	0	0	9232.12        0.462255       0.462263       0.462255       0.462263       0              0              
18	0	0	9274.63        0.46373        0.463738       0.46373        0.463738       0              0              
19	0	0	9302.25        0.465226       0.465231       0.465226       0.465231       0              0              
20	0	0	9325           0.466736       0.466743       0.466736       0.466743       0              0              
21	0	0	9351.66        0.468267       0.468274       0.468267       0.468274       0              0              
22	0	0	9369.91        0.469814       0.469822       0.469814       0.469822       0              0              
23	0	0	9403.8         0.471384       0.47139        0.471384       0.47139        0              0              
24	0	0	9416.11        0.472973       0.472977       0.472973       0.472977       0              0              
25	0	0	9490.27        0.474583       0.474591       0.474583       0.474591       0              0              
26	0	0	9512.34        0.47622        0.476226       0.47622        0.476226       0              0              
27	0	0	9550.94        0.477879       0.477884       0.477879       0.477884       0              0              
28	0	0	9599.93        0.479559       0.479567       0.479559       0.479567       0              0              
29	0	0	9614.06        0.481265       0.481271       0.481265       0.481271       0              0              
30	0	0	9641.3         0.482992       0.482998       0.482992       0.482998       0              0              
31	0	0	9663.67        0.484739       0.484747       0.484739       0.484747       0              0              
32	0	0	9737.77        0.486517       0.486524       0.486517       0.486524       0              0              
33	0	0	9756.22        0.488322       0.488327       0.488322       0.488327       0              0              
34	0	0	9801.54        0.549351       0.490231       0.490149       0.490157       502.74         395.29         
35	0	0	9834.16        0.492011       0.492014       0.492011       0.492014       0              0              
36	0	0	9861.38        0.493891       0.493897       0.493891       0.493897       0              0              
37	0	0	9900.95        0.495804       0.495807       0.495804       0.495807       0              0              
38	0	0	9941           0.497743       0.497747       0.497743       0.497747       0              0              
39	0	0	9996.17        0.499713       0.499718       0.499713       0.499718       0              0              
40	0	0	10003          0.501713       0.501717       0.501713       0.501717       0              0              
41	0	0	10052.6        0.503746       0.503747       0.503746       0.503747       0              0              
42	0	0	10090          0.505806       0.505807       0.505806       0.505807       0              0              
43	0	0	10134.3        0.507895       0.5079         0.507895       0.5079         0              0              
44	0	0	10195.3        0.510027       0.51003        0.510027       0.51003        0              0              
45	0	0	10225.8        0.512186       0.512195       0.512186       0.512195       0              0              
46	0	0	10285.5        0.514394       0.514395       0.514394       0.514395       0              0              
47	0	0	10329.5        0.516632       0.516634       0.516632       0.516634       0              0              
48	0	0	10350.8        0.518903       0.518906       0.518903       0.518906       0              0              
49	0	0	10411.2        0.521217       0.521217       0.521217       0.521217       0              0              
50	0	0	10432.3        0.523565       0.523567       0.523565       0.523567       0              0              
51	0	0	10512.6        0.525956       0.525958       0.525956       0.525958       0              0              
52	0	0	10568.3        0.528391       0.528396       0.528391       0.528396       0              0              
53	0	0	10610          0.530879       0.530877       0.530879       0.530877       0              0              
54	0	0	10653.9        0.533404       0.5334         0.533404       0.5334         0              0              
55	0	0	10699.7        0.535964       0.535968       0.535964       0.535968       0              0              
56	0	0	10758.8        0.53859        0.538584       0.53859        0.538584       0              0              
57	0	0	10818.5        0.54125        0.54125        0.54125        0.54125        0              0              
58	0	0	10847.2        0.587676       0.544018       0.543965       0.543964       467.755        395.945        
59	0	0	10942.5        0.546731       0.546734       0.546731       0.546734       0              0              
60	0	0	10986.5        0.549558       0.549559       0.549558       0.549559       0              0              
61	0	0	11024.4        0.55244        0.552434       0.55244        0.552434       0              0              
62	0	0	11069.7        0.555358       0.555364       0.555358       0.555364       0              0              
63	0	0	11153          0.558354       0.558354       0.558354       0.558354       0              0              
64	0	0	11204.3        0.561407       0.561406       0.561407       0.561406       0              0              
65	0	0	11282.4        0.564528       0.564524       0.564528       0.564524       0              0              
66	0	0	11347.8        0.567716       0.567708       0.567716       0.567708       0              0              
67	0	0	11388.4        0.570966       0.570956       0.570966       0.570956       0              0              
