i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	8725.02        0.437036       0.437042       0.437036       0.437042       0              0              0              0              
1	0	0	8765.04        0.438213       0.438218       0.438213       0.438218       0              0              0              0              
2	0	0	8769.36        0.439402       0.439406       0.439402       0.439406       0              0              0              0              
3	0	0	8792.16        0.4406         0.440606       0.4406         0.440606       0              0              0              0              
4	0	0	8860.91        0.441817       0.441825       0.441817       0.441825       0              0              0              0              
5	0	0	8861.1         0.443049       0.443055       0.443049       0.443055       0              0              0              0              
6	0	0	8859.33        0.444291       0.444297       0.444291       0.444297       0              0              0              0              
7	0	0	8904.98        0.445547       0.445553       0.445547       0.445553       0              0              0              0              
8	0	0	8909.03        0.446817       0.446822       0.446817       0.446822       0              0              0              0              
9	0	0	8946.89        0.4481         0.448106       0.4481         0.448106       0              0              0              0              
10	0	0	8981.92        0.449403       0.449408       0.449403       0.449408       0              0              0              0              
11	0	0	9005.78        0.450719       0.450723       0.450719       0.450723       0              0              0              0              
12	0	0	9030.91        0.45205        0.452056       0.45205        0.452056       0              0              0              0              
13	0	0	9074.88        0.453399       0.453405       0.453399       0.453405       0              0              0              0              
14	0	0	9099.28        0.454765       0.454771       0.454765       0.454771       0              0              0              0              
15	0	0	9100.1         0.456148       0.456151       0.456148       0.456151       0              0              0              0              
16	0	0	9131.5         0.457541       0.457546       0.457541       0.457546       0              0              0              0              
17	0	0	9159.57        0.458951       0.458959       0.458951       0.458959       0              0              0              0              
18	0	0	9200.33        0.460385       0.46039        0.460385       0.46039        0              0              0              0              
19	0	0	9240.97        0.461837       0.461841       0.461837       0.461841       0              0              0              0              
20	0	0	9256.5         0.463303       0.46331        0.463303       0.46331        0              0              0              0              
21	0	0	9267.83        0.464791       0.464794       0.464791       0.464794       0              0              0              0              
22	0	0	9306.21        0.46629        0.466299       0.46629        0.466299       0              0              0              0              
23	0	0	9339.17        0.467818       0.467822       0.467818       0.467822       0              0              0              0              
24	0	0	9377.41        0.469362       0.469368       0.469362       0.469368       0              0              0              0              
