i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     proton_D       proton_T       O16_D          O16_T          

0	0	0	9874.97        0.495109       0.49512        0.495109       0.49512        0              0              0              0              
1	0	0	9911.12        0.497035       0.497047       0.497035       0.497047       0              0              0              0              
2	0	0	9960.44        0.498991       0.499002       0.498991       0.499002       0              0              0              0              
3	0	0	9998.86        0.500978       0.50099        0.500978       0.50099        0              0              0              0              
4	0	0	10053.7        0.502997       0.50301        0.502997       0.50301        0              0              0              0              
5	0	0	10102.6        0.505051       0.505064       0.505051       0.505064       0              0              0              0              
6	0	0	10119.7        0.507137       0.507148       0.507137       0.507148       0              0              0              0              
7	0	0	10162.3        0.509249       0.509264       0.509249       0.509264       0              0              0              0              
8	0	0	10210          0.511402       0.511413       0.511402       0.511413       0              0              0              0              
9	0	0	10252.7        0.556243       0.513651       0.513587       0.513598       0              0              452.972        356.213        
10	0	0	10294.2        0.515807       0.51582        0.515807       0.51582        0              0              0              0              
11	0	0	10346.6        0.518064       0.518079       0.518064       0.518079       0              0              0              0              
12	0	0	10382          0.520364       0.520376       0.520364       0.520376       0              0              0              0              
13	0	0	10405.8        0.522694       0.522707       0.522694       0.522707       0              0              0              0              
14	0	0	10494.1        0.525072       0.525083       0.525072       0.525083       0              0              0              0              
15	0	0	10502.8        0.527485       0.527498       0.527485       0.527498       0              0              0              0              
16	0	0	10604          0.529944       0.52996        0.529944       0.52996        0              0              0              0              
17	0	0	10644.3        0.532452       0.532469       0.532452       0.532469       0              0              0              0              
18	0	0	10685.4        0.535007       0.535021       0.535007       0.535021       0              0              0              0              
19	0	0	10742.4        0.537604       0.53762        0.537604       0.53762        0              0              0              0              
20	0	0	10795.6        0.540254       0.540268       0.540254       0.540268       0              0              0              0              
21	0	0	10847.4        0.542948       0.542965       0.542948       0.542965       0              0              0              0              
22	0	0	10883.3        0.545697       0.54571        0.545697       0.54571        0              0              0              0              
23	0	0	10939.9        0.548488       0.548507       0.548488       0.548507       0              0              0              0              
24	0	0	11016.8        0.551349       0.551361       0.551349       0.551361       0              0              0              0              
25	0	0	11064.2        0.554257       0.554274       0.554257       0.554274       0              0              0              0              
26	0	0	11128.5        0.557233       0.557242       0.557233       0.557242       0              0              0              0              
27	0	0	11186.5        0.560266       0.560273       0.560266       0.560273       0              0              0              0              
28	0	0	11242.1        0.675078       0.563498       0.56335        0.563364       0              0              661.206        535.362        
29	0	0	11300.9        0.566509       0.566517       0.566509       0.566517       0              0              0              0              
30	0	0	11351.3        0.569726       0.569735       0.569726       0.569735       0              0              0              0              
31	0	0	11432.6        0.573007       0.573022       0.573007       0.573022       0              0              0              0              
32	0	0	11519.2        0.636006       0.576461       0.576377       0.576386       0              0              534.903        429.524        
33	0	0	11581.8        0.579816       0.579828       0.579816       0.579828       0              0              0              0              
34	0	0	11660.7        0.583335       0.583347       0.583335       0.583347       0              0              0              0              
35	0	0	11716.3        0.586935       0.586943       0.586935       0.586943       0              0              0              0              
36	0	0	11791.9        0.590607       0.590621       0.590607       0.590621       0              0              0              0              
37	0	0	11857          0.594373       0.594385       0.594373       0.594385       0              0              0              0              
38	0	0	11943.1        0.604712       0.598946       0.598229       0.598239       5.3508         4.45181        0              0              
39	0	0	12022.9        0.607683       0.602307       0.602174       0.602186       29.3845        25.2248        0              0              
